m_id,m_nLine,m_nLineA,m_nLen,m_nLenA,m_gametext
202902026,3,2,20,12,"['海タウンで村人に話を聞く', '', '', '', '', '', '', '', '', '', '', '']"
202903011,3,2,20,12,"['メノ', '', '', '', '', '', '', '', '', '', '', '']"
202903012,3,2,20,12,"['怪しい商人', '', '', '', '', '', '', '', '', '', '', '']"
202903013,3,2,20,12,"['【仮】メノあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
202903014,3,2,20,12,"['【仮】メノ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
202903015,3,2,20,12,"['ジャコモの屋敷に行こう', '', '', '', '', '', '', '', '', '', '', '']"
202903016,3,2,20,12,"['海タウンのジャコモの屋敷に行く', '', '', '', '', '', '', '', '', '', '', '']"
202903025,3,2,20,12,"['村の人に話を聞こう', '', '', '', '', '', '', '', '', '', '', '']"
202903026,3,2,20,12,"['海タウンで村人に話を聞く', '', '', '', '', '', '', '', '', '', '', '']"
202904011,3,2,20,12,"['メノ', '', '', '', '', '', '', '', '', '', '', '']"
202904012,3,2,20,12,"['祈りは邪を遠ざけ、知識は天災を避ける', '', '', '', '', '', '', '', '', '', '', '']"
202904013,3,2,20,12,"['【仮】メノあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
202904014,3,2,20,12,"['【仮】メノ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
202904015,3,2,20,12,"['海汎用ダンジョンに行こう', '', '', '', '', '', '', '', '', '', '', '']"
202904016,3,2,20,12,"['海汎用ダンジョンに行く', '', '', '', '', '', '', '', '', '', '', '']"
202904025,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
202904026,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
202904035,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
202904036,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
203001011,3,2,20,12,"['セドリック', '', '', '', '', '', '', '', '', '', '', '']"
203001012,3,2,20,12,"['神官と厄払い', '', '', '', '', '', '', '', '', '', '', '']"
203001013,3,2,20,12,"['【仮】セドリックあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203001014,3,2,20,12,"['【仮】セドリック受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203001015,3,2,20,12,"['プリムロゼに会いに行こう', '', '', '', '', '', '', '', '', '', '', '']"
203001016,3,2,20,12,"['砂漠タウンでプリムロゼに会う', '', '', '', '', '', '', '', '', '', '', '']"
203001025,3,2,20,12,"['朱砂●●●●を取りに行こう', '', '', '', '', '', '', '', '', '', '', '']"
203001026,3,2,20,12,"['砂漠フィールドで朱砂●●●●を見つける', '', '', '', '', '', '', '', '', '', '', '']"
203001035,3,2,20,12,"['お祓いをしよう', '', '', '', '', '', '', '', '', '', '', '']"
203001036,3,2,20,12,"['砂漠タウンの劇場でお祓いをする', '', '', '', '', '', '', '', '', '', '', '']"
203002011,3,2,20,12,"['セドリック', '', '', '', '', '', '', '', '', '', '', '']"
203002012,3,2,20,12,"['砂漠のバラ●', '', '', '', '', '', '', '', '', '', '', '']"
203002013,3,2,20,12,"['【仮】セドリックあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203002014,3,2,20,12,"['【仮】セドリック受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203002015,3,2,20,12,"['砂漠のバラ●を取りに行こう', '', '', '', '', '', '', '', '', '', '', '']"
203002016,3,2,20,12,"['砂漠フィールドで砂漠のバラ●を見つける', '', '', '', '', '', '', '', '', '', '', '']"
203002025,3,2,20,12,"['脱走兵を町に連れて帰ろう', '', '', '', '', '', '', '', '', '', '', '']"
203002026,3,2,20,12,"['砂漠タウンまで脱走兵を連れて行く', '', '', '', '', '', '', '', '', '', '', '']"
203003011,3,2,20,12,"['セドリック', '', '', '', '', '', '', '', '', '', '', '']"
203003012,3,2,20,12,"['再会', '', '', '', '', '', '', '', '', '', '', '']"
203003013,3,2,20,12,"['【仮】セドリックあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203003014,3,2,20,12,"['【仮】セドリック受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203003015,3,2,20,12,"['タビサを探そう', '', '', '', '', '', '', '', '', '', '', '']"
203003016,3,2,20,12,"['砂漠フィールドでタビサを見つける', '', '', '', '', '', '', '', '', '', '', '']"
203003025,3,2,20,12,"['タビサをカールに会わせよう', '', '', '', '', '', '', '', '', '', '', '']"
203003026,3,2,20,12,"['砂漠タウンでカールに会う', '', '', '', '', '', '', '', '', '', '', '']"
203004011,3,2,20,12,"['セドリック', '', '', '', '', '', '', '', '', '', '', '']"
203004012,3,2,20,12,"['別離', '', '', '', '', '', '', '', '', '', '', '']"
203004013,3,2,20,12,"['【仮】セドリックあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203004014,3,2,20,12,"['【仮】セドリック受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203004015,3,2,20,12,"['タビサを探そう', '', '', '', '', '', '', '', '', '', '', '']"
203004016,3,2,20,12,"['砂漠タウンでタビサを見つける', '', '', '', '', '', '', '', '', '', '', '']"
203004025,3,2,20,12,"['カールを救出しよう', '', '', '', '', '', '', '', '', '', '', '']"
203004026,3,2,20,12,"['砂漠フィールドでカールを救出する', '', '', '', '', '', '', '', '', '', '', '']"
203101011,3,2,20,12,"['ノエル', '', '', '', '', '', '', '', '', '', '', '']"
203101012,3,2,20,12,"['空想迷子', '', '', '', '', '', '', '', '', '', '', '']"
203101013,3,2,20,12,"['～トラベラーストーリー[名声]～\nノエルは、アトラスダムの王立学院に\n在籍する、歴史研究家の卵だった。\n彼女は【森内周フィールド】で\n誰かを探しているようだ。', '', '', '', '', '', '', '', '', '', '', '']"
203101014,3,2,20,12,"['【仮】ノエル 1章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203101015,3,2,20,12,"['迷子の教授を探せ', '', '', '', '', '', '', '', '', '', '', '']"
203101016,3,2,20,12,"['森で迷子になった教授を探そう', '', '', '', '', '', '', '', '', '', '', '']"
203102011,3,2,20,12,"['ノエル', '', '', '', '', '', '', '', '', '', '', '']"
203102012,3,2,20,12,"['イッシュの伝承', '', '', '', '', '', '', '', '', '', '', '']"
203102013,3,2,20,12,"['～トラベラーストーリー[名声]～\n教授のダニエルから否定されようと、\n伝説の狩人イッシュの痕跡を追う\nノエル。彼女の前に、イッシュの伝承を\n語ってくれる者が現れた。', '', '', '', '', '', '', '', '', '', '', '']"
203102014,3,2,20,12,"['【仮】ノエル 2章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203102015,3,2,20,12,"['村長の話しを聞け', '', '', '', '', '', '', '', '', '', '', '']"
203102016,3,2,20,12,"['村長の家で伝承を聞こう', '', '', '', '', '', '', '', '', '', '', '']"
203103011,3,2,20,12,"['ノエル', '', '', '', '', '', '', '', '', '', '', '']"
203103012,3,2,20,12,"['イッシュの弓', '', '', '', '', '', '', '', '', '', '', '']"
203103013,3,2,20,12,"['～トラベラーストーリー[名声]～\n伝説の狩人イッシュの伝承を\n聞いたノエルは、\n森の奥の墓にイッシュの弓が\n供えられていると推測する。', '', '', '', '', '', '', '', '', '', '', '']"
203103014,3,2,20,12,"['【仮】ノエル 3章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203103015,3,2,20,12,"['森の墓を探せ', '', '', '', '', '', '', '', '', '', '', '']"
203103016,3,2,20,12,"['森の墓を探そう', '', '', '', '', '', '', '', '', '', '', '']"
203104011,3,2,20,12,"['ノエル', '', '', '', '', '', '', '', '', '', '', '']"
203104012,3,2,20,12,"['おとぎ話の果てに', '', '', '', '', '', '', '', '', '', '', '']"
203104013,3,2,20,12,"['～トラベラーストーリー[名声]～\nとうとうイッシュの墓と\nおぼしき場所を発見したノエル。\nダニエル教授は弟子の成長を\n喜びながら、旅支度を始めていた。', '', '', '', '', '', '', '', '', '', '', '']"
203104014,3,2,20,12,"['【仮】ノエル 4章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203104015,3,2,20,12,"['商人に手紙を渡せ', '', '', '', '', '', '', '', '', '', '', '']"
203104016,3,2,20,12,"['教授の手紙を商人に渡そう', '', '', '', '', '', '', '', '', '', '', '']"
203201011,3,2,20,12,"['マドレーヌ 1章', '', '', '', '', '', '', '', '', '', '', '']"
203201012,3,2,20,12,"['マド、困っている人を助けたい！', '', '', '', '', '', '', '', '', '', '', '']"
203201013,3,2,20,12,"['【仮】マドレーヌ 1章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203201014,3,2,20,12,"['【仮】マドレーヌ 1章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203202011,3,2,20,12,"['マドレーヌ 2章', '', '', '', '', '', '', '', '', '', '', '']"
203202012,3,2,20,12,"['マド、想いを届ける手伝いをしたい！', '', '', '', '', '', '', '', '', '', '', '']"
203202013,3,2,20,12,"['【仮】マドレーヌ 2章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203202014,3,2,20,12,"['【仮】マドレーヌ 2章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203203011,3,2,20,12,"['マドレーヌ 3章', '', '', '', '', '', '', '', '', '', '', '']"
203203012,3,2,20,12,"['マド、困った時も諦めない！', '', '', '', '', '', '', '', '', '', '', '']"
203203013,3,2,20,12,"['【仮】マドレーヌ 3章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203203014,3,2,20,12,"['【仮】マドレーヌ 3章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203204011,3,2,20,12,"['マドレーヌ 4章', '', '', '', '', '', '', '', '', '', '', '']"
203204012,3,2,20,12,"['マド、困っている人をもっと助けたい！', '', '', '', '', '', '', '', '', '', '', '']"
203204013,3,2,20,12,"['【仮】マドレーヌ 4章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203204014,3,2,20,12,"['【仮】マドレーヌ 4章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203201015,3,2,20,12,"['街道の魔物を倒そう', '', '', '', '', '', '', '', '', '', '', '']"
203201016,3,2,20,12,"['【街道】の魔物を倒す', '', '', '', '', '', '', '', '', '', '', '']"
203201025,3,2,20,12,"['報告に戻ろう', '', '', '', '', '', '', '', '', '', '', '']"
203201026,3,2,20,12,"['商人に魔物を倒したことを報告する', '', '', '', '', '', '', '', '', '', '', '']"
203202015,3,2,20,12,"['手紙を届けよう', '', '', '', '', '', '', '', '', '', '', '']"
203202016,3,2,20,12,"['ミシェルに手紙を届ける', '', '', '', '', '', '', '', '', '', '', '']"
203203015,3,2,20,12,"['荷物を取り返そう', '', '', '', '', '', '', '', '', '', '', '']"
203203016,3,2,20,12,"['荷物を奪った盗賊を追いかける', '', '', '', '', '', '', '', '', '', '', '']"
203203025,3,2,20,12,"['商人に盗賊の件を話す', '', '', '', '', '', '', '', '', '', '', '']"
203203026,3,2,20,12,"['盗賊に金を渡した件を商人に話す', '', '', '', '', '', '', '', '', '', '', '']"
203204015,3,2,20,12,"['洞窟の魔物を倒そう', '', '', '', '', '', '', '', '', '', '', '']"
203204016,3,2,20,12,"['【洞窟】の魔物を倒す', '', '', '', '', '', '', '', '', '', '', '']"
203301011,3,2,20,12,"['メレット 1章', '', '', '', '', '', '', '', '', '', '', '']"
203301012,3,2,20,12,"['高貴な薬師', '', '', '', '', '', '', '', '', '', '', '']"
203301013,3,2,20,12,"['【仮】メレット 1章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203301014,3,2,20,12,"['【仮】メレット 1章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203301015,3,2,20,12,"['薬草を手に入れよう', '', '', '', '', '', '', '', '', '', '', '']"
203301016,3,2,20,12,"['【山フィールド】にある薬草を探そう', '', '', '', '', '', '', '', '', '', '', '']"
203301025,3,2,20,12,"['薬を病人に届けよう', '', '', '', '', '', '', '', '', '', '', '']"
203301026,3,2,20,12,"['宿屋に居る病人に薬を届けよう', '', '', '', '', '', '', '', '', '', '', '']"
203301035,3,2,20,12,"['メレットの話しを聞こう', '', '', '', '', '', '', '', '', '', '', '']"
203301036,3,2,20,12,"['貴族とは言うけど・・・', '', '', '', '', '', '', '', '', '', '', '']"
203302011,3,2,20,12,"['メレット 2章', '', '', '', '', '', '', '', '', '', '', '']"
203302012,3,2,20,12,"['癇に障る奴', '', '', '', '', '', '', '', '', '', '', '']"
203302013,3,2,20,12,"['【仮】メレット 2章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203302014,3,2,20,12,"['【仮】メレット 2章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203302015,3,2,20,12,"['教会で司祭と話そう', '', '', '', '', '', '', '', '', '', '', '']"
203302016,3,2,20,12,"['教会の司祭と薬草園について話をしよう', '', '', '', '', '', '', '', '', '', '', '']"
203302025,3,2,20,12,"['ちょっと考えよう', '', '', '', '', '', '', '', '', '', '', '']"
203302026,3,2,20,12,"['ウェルナーという薬師、何かちょっと・・・', '', '', '', '', '', '', '', '', '', '', '']"
203302035,3,2,20,12,"['司祭に掛け合おう', '', '', '', '', '', '', '', '', '', '', '']"
203302036,3,2,20,12,"['教会の司祭と病人が消える件について話そう', '', '', '', '', '', '', '', '', '', '', '']"
203303011,3,2,20,12,"['メレット 3章', '', '', '', '', '', '', '', '', '', '', '']"
203303012,3,2,20,12,"['病人失踪事件', '', '', '', '', '', '', '', '', '', '', '']"
203303013,3,2,20,12,"['【仮】メレット 3章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203303014,3,2,20,12,"['【仮】メレット 3章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203303015,3,2,20,12,"['司祭にお願いが', '', '', '', '', '', '', '', '', '', '', '']"
203303016,3,2,20,12,"['病人に紛れて犯人を待ちたい', '', '', '', '', '', '', '', '', '', '', '']"
203303025,3,2,20,12,"['教会で犯人を待とう', '', '', '', '', '', '', '', '', '', '', '']"
203303026,3,2,20,12,"['病人に紛れて犯人が現れるのを待とう', '', '', '', '', '', '', '', '', '', '', '']"
203304011,3,2,20,12,"['メレット 4章', '', '', '', '', '', '', '', '', '', '', '']"
203304012,3,2,20,12,"['念願の薬草園', '', '', '', '', '', '', '', '', '', '', '']"
203304013,3,2,20,12,"['【仮】メレット 4章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203304014,3,2,20,12,"['【仮】メレット 4章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203304015,3,2,20,12,"['薬草を集めよう1', '', '', '', '', '', '', '', '', '', '', '']"
203304016,3,2,20,12,"['【★セージ】を採集', '', '', '', '', '', '', '', '', '', '', '']"
203304025,3,2,20,12,"['薬草を集めよう2', '', '', '', '', '', '', '', '', '', '', '']"
203304026,3,2,20,12,"['【★マジョラム】を採集', '', '', '', '', '', '', '', '', '', '', '']"
203304035,3,2,20,12,"['薬草を集めよう3', '', '', '', '', '', '', '', '', '', '', '']"
203304036,3,2,20,12,"['【★ローズマリー】を採集', '', '', '', '', '', '', '', '', '', '', '']"
203304045,3,2,20,12,"['薬草を集めよう4', '', '', '', '', '', '', '', '', '', '', '']"
203304046,3,2,20,12,"['【★アニス】を採集', '', '', '', '', '', '', '', '', '', '', '']"
203304055,3,2,20,12,"['薬草を集めよう5', '', '', '', '', '', '', '', '', '', '', '']"
203304056,3,2,20,12,"['【★ラベンダー】を採集', '', '', '', '', '', '', '', '', '', '', '']"
203304065,3,2,20,12,"['司祭に薬草を届けよう', '', '', '', '', '', '', '', '', '', '', '']"
203304066,3,2,20,12,"['採集した薬草を薬草園に届けよう', '', '', '', '', '', '', '', '', '', '', '']"
203401011,3,2,20,12,"['ロディオン', '', '', '', '', '', '', '', '', '', '', '']"
203401012,3,2,20,12,"['グレース熱', '', '', '', '', '', '', '', '', '', '', '']"
203401013,3,2,20,12,"['～トラベラーストーリー[名声]～\nグレース熱の流行する\n【コランバイン】を訪れた、\n旅の薬師ロディオン。\n特効薬を持つ彼に対し、\n町の人々は好意的ではなかった。', '', '', '', '', '', '', '', '', '', '', '']"
203401014,3,2,20,12,"['【仮】ロディオン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203401015,3,2,20,12,"['グレース熱の人を探そう', '', '', '', '', '', '', '', '', '', '', '']"
203401016,3,2,20,12,"['グレース熱の人を探して、薬で救おう', '', '', '', '', '', '', '', '', '', '', '']"
203402011,3,2,20,12,"['ロディオン', '', '', '', '', '', '', '', '', '', '', '']"
203402012,3,2,20,12,"['迷信との戦い', '', '', '', '', '', '', '', '', '', '', '']"
203402013,3,2,20,12,"['～トラベラーストーリー[名声]～\nグレース熱に対する、迷信じみた\n古い治療法が根強い【コランバイン】。\nロディオンは、正しい治療を求める\n患者を探していた。', '', '', '', '', '', '', '', '', '', '', '']"
203402014,3,2,20,12,"['【仮】ロディオン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203402015,3,2,20,12,"['魔物を倒しに行こう', '', '', '', '', '', '', '', '', '', '', '']"
203402016,3,2,20,12,"['魔物を倒して、薬の素材を手に入れよう', '', '', '', '', '', '', '', '', '', '', '']"
203402025,3,2,20,12,"['町へ戻ろう', '', '', '', '', '', '', '', '', '', '', '']"
203402026,3,2,20,12,"['薬をエヴゲニーに渡しに行こう', '', '', '', '', '', '', '', '', '', '', '']"
203403011,3,2,20,12,"['ロディオン', '', '', '', '', '', '', '', '', '', '', '']"
203403012,3,2,20,12,"['より多くを救う道', '', '', '', '', '', '', '', '', '', '', '']"
203403013,3,2,20,12,"['～トラベラーストーリー[名声]～\n薬師ワディムの治療法の誤りを\n暴いたロディオン。\n命を救われたエヴゲニーは、\n彼の特効薬を広めようと提案する。', '', '', '', '', '', '', '', '', '', '', '']"
203403014,3,2,20,12,"['【仮】ロディオン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203403015,3,2,20,12,"['洞窟へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
203403016,3,2,20,12,"['石の採取に洞窟へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
203404011,3,2,20,12,"['ロディオン', '', '', '', '', '', '', '', '', '', '', '']"
203404012,3,2,20,12,"['ロディオンの名は残る', '', '', '', '', '', '', '', '', '', '', '']"
203404013,3,2,20,12,"['～トラベラーストーリー[名声]～\nロディオンの特効薬によって\nグレース熱は駆逐されたかに思われた。\nその一方で、意外な人物が\n熱病に冒されていた――', '', '', '', '', '', '', '', '', '', '', '']"
203404014,3,2,20,12,"['【仮】ロディオン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203404015,3,2,20,12,"['ワディムの所へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
203404016,3,2,20,12,"['グレース熱のワディムに薬を届けに行こう', '', '', '', '', '', '', '', '', '', '', '']"
203501011,3,2,20,12,"['シェルビー', '', '', '', '', '', '', '', '', '', '', '']"
203501012,3,2,20,12,"['薬では癒えない病', '', '', '', '', '', '', '', '', '', '', '']"
203501013,3,2,20,12,"['～トラベラーストーリー[富]～\nその美しい容姿から、多くの男から\n言い寄られる薬師のシェルビー。\n彼女は今、よくない男に\nつきまとわれていた。', '', '', '', '', '', '', '', '', '', '', '']"
203501014,3,2,20,12,"['【仮】シェルビー受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203501015,3,2,20,12,"['【仮】シェルビー 1章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
203501016,3,2,20,12,"['【仮】シェルビー 1章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
203502011,3,2,20,12,"['シェルビー', '', '', '', '', '', '', '', '', '', '', '']"
203502012,3,2,20,12,"['想いは香りに乗って', '', '', '', '', '', '', '', '', '', '', '']"
203502013,3,2,20,12,"['～トラベラーストーリー[富]～\n咳に苦しむ身でありながら、\nシェルビーを救おうとしたクーパー。\nあの一件から、シェルビーは\nクーパーに惹かれ始めていた。', '', '', '', '', '', '', '', '', '', '', '']"
203502014,3,2,20,12,"['【仮】シェルビー受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203502015,3,2,20,12,"['【仮】シェルビー 2章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
203502016,3,2,20,12,"['【仮】シェルビー 2章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
203502025,3,2,20,12,"['【仮】シェルビー 2章 タスク2目標', '', '', '', '', '', '', '', '', '', '', '']"
203502026,3,2,20,12,"['【仮】シェルビー 2章 タスク2概要', '', '', '', '', '', '', '', '', '', '', '']"
203503011,3,2,20,12,"['シェルビー', '', '', '', '', '', '', '', '', '', '', '']"
203503012,3,2,20,12,"['凍てつく心', '', '', '', '', '', '', '', '', '', '', '']"
203503013,3,2,20,12,"['～トラベラーストーリー[富]～\n贈り物を喜びながらも、\nシェルビーを遠ざけるクーパー。\nシェルビーは彼の真意を\n知りたがっていた。', '', '', '', '', '', '', '', '', '', '', '']"
203503014,3,2,20,12,"['【仮】シェルビー受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203503015,3,2,20,12,"['【仮】シェルビー 3章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
203503016,3,2,20,12,"['【仮】シェルビー 3章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
203504011,3,2,20,12,"['シェルビー', '', '', '', '', '', '', '', '', '', '', '']"
203504012,3,2,20,12,"['その恋が消える前に', '', '', '', '', '', '', '', '', '', '', '']"
203504013,3,2,20,12,"['～トラベラーストーリー[富]～\n難病の特効薬を見つけるため、\n旅に出るクーパー。\nシェルビーは彼の気持ちを尊重し、\n見送ろうとしていた。', '', '', '', '', '', '', '', '', '', '', '']"
203504014,3,2,20,12,"['【仮】シェルビー受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203504015,3,2,20,12,"['【仮】シェルビー 4章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
203504016,3,2,20,12,"['【仮】シェルビー 4章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
203601011,3,2,20,12,"['ケリー 1章', '', '', '', '', '', '', '', '', '', '', '']"
203601012,3,2,20,12,"['腕のいい薬師', '', '', '', '', '', '', '', '', '', '', '']"
203601013,3,2,20,12,"['【仮】ケリー 1章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203601014,3,2,20,12,"['【仮】ケリー 1章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203602011,3,2,20,12,"['ケリー 2章', '', '', '', '', '', '', '', '', '', '', '']"
203602012,3,2,20,12,"['ミズサキソウ', '', '', '', '', '', '', '', '', '', '', '']"
203602013,3,2,20,12,"['【仮】ケリー 2章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203602014,3,2,20,12,"['【仮】ケリー 2章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203603011,3,2,20,12,"['ケリー 3章', '', '', '', '', '', '', '', '', '', '', '']"
203603012,3,2,20,12,"['なんでこんな', '', '', '', '', '', '', '', '', '', '', '']"
203603013,3,2,20,12,"['【仮】ケリー 3章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203603014,3,2,20,12,"['【仮】ケリー 3章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203604011,3,2,20,12,"['ケリー 4章', '', '', '', '', '', '', '', '', '', '', '']"
203604012,3,2,20,12,"['大胆な行動', '', '', '', '', '', '', '', '', '', '', '']"
203604013,3,2,20,12,"['【仮】ケリー 4章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203604014,3,2,20,12,"['【仮】ケリー 4章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203601015,3,2,20,12,"['腕のいい薬師を探そう', '', '', '', '', '', '', '', '', '', '', '']"
203601016,3,2,20,12,"['村に居るという腕のいい薬師を探そう', '', '', '', '', '', '', '', '', '', '', '']"
203601025,3,2,20,12,"['往診しよう１', '', '', '', '', '', '', '', '', '', '', '']"
203601026,3,2,20,12,"['塗り薬があんまり臭くない', '', '', '', '', '', '', '', '', '', '', '']"
203601035,3,2,20,12,"['往診しよう２', '', '', '', '', '', '', '', '', '', '', '']"
203601036,3,2,20,12,"['腕が痛いのに胸の薬', '', '', '', '', '', '', '', '', '', '', '']"
203601045,3,2,20,12,"['往診しよう３', '', '', '', '', '', '', '', '', '', '', '']"
203601046,3,2,20,12,"['熱の薬が甘くて美味しい', '', '', '', '', '', '', '', '', '', '', '']"
203601055,3,2,20,12,"['往診の報告をしよう', '', '', '', '', '', '', '', '', '', '', '']"
203601056,3,2,20,12,"['アーフェンとゼフに往診の報告をしよう', '', '', '', '', '', '', '', '', '', '', '']"
203602015,3,2,20,12,"['ミズサキソウを探そう', '', '', '', '', '', '', '', '', '', '', '']"
203602016,3,2,20,12,"['村の近くに生えているミズサキソウを探そう', '', '', '', '', '', '', '', '', '', '', '']"
203602025,3,2,20,12,"['川辺に行ってみよう', '', '', '', '', '', '', '', '', '', '', '']"
203602026,3,2,20,12,"['ミズサキソウが群生していた川辺を探そう', '', '', '', '', '', '', '', '', '', '', '']"
203602035,3,2,20,12,"['ミズサキソウを届けよう', '', '', '', '', '', '', '', '', '', '', '']"
203602036,3,2,20,12,"['負傷兵キャンプにミズサキソウを届けよう', '', '', '', '', '', '', '', '', '', '', '']"
203603015,3,2,20,12,"['村に戻ろう', '', '', '', '', '', '', '', '', '', '', '']"
203603016,3,2,20,12,"['デニスが負傷して村に運び込まれた', '', '', '', '', '', '', '', '', '', '', '']"
203603025,3,2,20,12,"['治療に必要な物１', '', '', '', '', '', '', '', '', '', '', '']"
203603026,3,2,20,12,"['【★痛み止め】ください', '', '', '', '', '', '', '', '', '', '', '']"
203603035,3,2,20,12,"['治療に必要な物２', '', '', '', '', '', '', '', '', '', '', '']"
203603036,3,2,20,12,"['【★熱冷まし】ください', '', '', '', '', '', '', '', '', '', '', '']"
203603045,3,2,20,12,"['治療に必要な物３', '', '', '', '', '', '', '', '', '', '', '']"
203603046,3,2,20,12,"['【★清潔な布】ください', '', '', '', '', '', '', '', '', '', '', '']"
203603055,3,2,20,12,"['治療に必要な物を届けよう', '', '', '', '', '', '', '', '', '', '', '']"
203603056,3,2,20,12,"['アーフェンのところに届けよう', '', '', '', '', '', '', '', '', '', '', '']"
203604015,3,2,20,12,"['エドラス王国兵と話そう', '', '', '', '', '', '', '', '', '', '', '']"
203604016,3,2,20,12,"['キャンプの近くにいる兵士と話そう', '', '', '', '', '', '', '', '', '', '', '']"
203604025,3,2,20,12,"['負傷兵キャンプに戻ろう', '', '', '', '', '', '', '', '', '', '', '']"
203604026,3,2,20,12,"['他の患者が気になるのでキャンプに戻ろう', '', '', '', '', '', '', '', '', '', '', '']"
203701011,3,2,20,12,"['ファビオ', '', '', '', '', '', '', '', '', '', '', '']"
203701012,3,2,20,12,"['踊り子とプレゼント', '', '', '', '', '', '', '', '', '', '', '']"
203701013,3,2,20,12,"['【仮】ファビオあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
203701014,3,2,20,12,"['【仮】ファビオ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
203701015,3,2,20,12,"['プレゼントを探そう', '', '', '', '', '', '', '', '', '', '', '']"
203701016,3,2,20,12,"['海タウンでプレゼントを探す', '', '', '', '', '', '', '', '', '', '', '']"
203701025,3,2,20,12,"['マリエンヌに会いに行こう', '', '', '', '', '', '', '', '', '', '', '']"
203701026,3,2,20,12,"['海タウンでマリエンヌに会う', '', '', '', '', '', '', '', '', '', '', '']"
203702011,3,2,20,12,"['ファビオ', '', '', '', '', '', '', '', '', '', '', '']"
203702012,3,2,20,12,"['踊り子とスポンサー', '', '', '', '', '', '', '', '', '', '', '']"
