m_id,m_EffectLabel,m_EffectCategory,m_EffectAsset,m_SpawnMax,m_LoopEffect,m_Enemy,m_PossibleReverse,m_Color
629,ENEMY_015_SCHOLAR_MAGIC_LTHUNDER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Scholar/Eff_Btl_Com_ThunderL_Single_Shot_A.Eff_Btl_Com_ThunderL_Single_Shot_A,4,194,195,195,"[1.0, 1.0, 1.0]"
630,ENEMY_060_MERCHANT_MAGIC_WIND,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_PC_WindXL_All_Shot_A.Eff_Blt_PC_WindXL_All_Shot_A,4,194,195,195,"[1.0, 1.0, 1.0]"
631,ENEMY_053_DANCER_MAGIC_DARK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Eff_Blt_PC_DarkL_All_Shot_A.Eff_Blt_PC_DarkL_All_Shot_A,4,194,195,195,"[1.0, 1.0, 1.0]"
632,ENEMY_073A_MAGICIAN_EXTRAFIRE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_PC_FireXL_All_Shot_C1.Eff_Blt_PC_FireXL_All_Shot_C1,4,194,195,195,"[1.0, 1.0, 1.0]"
633,ENEMY_074A_MAGICIAN_EXTRICE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_PC_IceXL_All_Shot_A2.Eff_Blt_PC_IceXL_All_Shot_A2,4,194,195,195,"[1.0, 1.0, 1.0]"
634,ENEMY_075A_MAGICIAN_EXTRATHUNDER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_PC_ThunderXL_Single_Shot_A.Eff_Btl_PC_ThunderXL_Single_Shot_A,4,194,195,195,"[1.0, 1.0, 1.0]"
635,ENEMY_076A_MAGICIAN_EXTRAWIND,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_PC_WindXL_All_Shot_A.Eff_Blt_PC_WindXL_All_Shot_A,4,194,195,195,"[1.0, 1.0, 1.0]"
636,ENEMY_077A_MAGICIAN_EXTRALIGHT,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_PC_HolyLightXL_All_Shot_A.Eff_Btl_PC_HolyLightXL_All_Shot_A,4,194,195,195,"[1.0, 1.0, 1.0]"
637,ENEMY_078A_MAGICIAN_EXTRADARK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_PC_DarkXL_All_Shot_A.Eff_Blt_PC_DarkXL_All_Shot_A,4,194,195,195,"[1.0, 1.0, 1.0]"
638,ENEMY_027_THIEF_HPSLASH,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Thief/Eff_Btl_PC_HPDrain_Single_Shot_A.Eff_Btl_PC_HPDrain_Single_Shot_A,4,194,195,195,"[0.0, 0.0, 1.0]"
639,ENEMY_030_THIEF_MPSLASH,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Thief/Eff_Btl_PC_HPDrain_Single_Shot_A.Eff_Btl_PC_HPDrain_Single_Shot_A,4,194,195,195,"[0.0, 1.0, 0.0]"
640,216_ENEMY_KIRI_DOKU,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/KIRI_ALL.KIRI_ALL,4,194,195,195,"[0.01590000092983246, 0.38999998569488525, 0.04320000112056732]"
641,216_ENEMY_KIRI_MAHI,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/KIRI_ALL.KIRI_ALL,4,194,195,195,"[1.0, 0.7799999713897705, 0.0]"
642,216_ENEMY_KIRI_TINMOKU,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/KIRI_ALL.KIRI_ALL,4,194,195,195,"[0.25, 0.25, 0.25]"
643,PARAMETERUP_FIRE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_FireBuff_Single_Shot_A.Eff_Btl_Com_FireBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
644,PARAMETERUP_ICE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_IceBuff_Single_Shot_A.Eff_Btl_Com_IceBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
645,PARAMETERUP_THUNDER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_ThunderBuff_Single_Shot_A.Eff_Btl_Com_ThunderBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
646,PARAMETERUP_WIND,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_WindBuff_Single_Shot_A.Eff_Btl_Com_WindBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
647,PARAMETERUP_LIGHT,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_LightBuff_Single_Shot_A.Eff_Btl_Com_LightBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
648,PARAMETERUP_DARK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_DarkBuff_Single_Shot_A.Eff_Btl_Com_DarkBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
649,PARAMETERUP_SWORD,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_SwordBuff_Single_Shot_A.Eff_Btl_Com_SwordBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
650,PARAMETERUP_AXE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_AxeBuff_Single_Shot_A.Eff_Btl_Com_AxeBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
651,PARAMETERUP_DAGGER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_DaggerfBuff_Single_Shot_A.Eff_Btl_Com_DaggerfBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
652,PARAMETERUP_STAFF,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_StaffBuff_Single_Shot_A.Eff_Btl_Com_StaffBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
653,PARAMETERUP_PAPER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_BookBuff_Single_Shot_A.Eff_Btl_Com_BookBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
654,PARAMETERUP_BOW,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_BowfBuff_Single_Shot_A.Eff_Btl_Com_BowfBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
655,PARAMETERUP_SPEAR,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_SpearBuff_Single_Shot_A.Eff_Btl_Com_SpearBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
656,PARAMETERUP_FAN,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_FanBuff_Single_Shot_A.Eff_Btl_Com_FanBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
657,PARAMETERDOWN_FIRE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_FireDeBuff_Single_Shot_A.Eff_Btl_Com_FireDeBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
658,PARAMETERDOWN_ICE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_IceDeBuff_Single_Shot_A.Eff_Btl_Com_IceDeBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
659,PARAMETERDOWN_THUNDER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_ThunderDeBuff_Single_Shot_A.Eff_Btl_Com_ThunderDeBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
660,PARAMETERDOWN_WIND,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_WindDeBuff_Single_Shot_A.Eff_Btl_Com_WindDeBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
661,PARAMETERDOWN_LIGHT,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_LightDeBuff_Single_Shot_A.Eff_Btl_Com_LightDeBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
662,PARAMETERDOWN_DARK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_DarkDeBuff_Single_Shot_A.Eff_Btl_Com_DarkDeBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
663,PARAMETERDOWN_SWORD,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_SwordDebuff_Single_Shot_A.Eff_Btl_Com_SwordDeBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
664,PARAMETERDOWN_AXE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_AxeDebuff_Single_Shot_A.Eff_Btl_Com_AxeDebuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
665,PARAMETERDOWN_DAGGER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_DaggerDebuff_Single_Shot_A.Eff_Btl_Com_DaggerDebuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
666,PARAMETERDOWN_STAFF,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_StaffDebuff_Single_Shot_A.Eff_Btl_Com_StaffDebuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
667,PARAMETERDOWN_PAPER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_BookDeBuff_Single_Shot_A.Eff_Btl_Com_BookDeBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
668,PARAMETERDOWN_BOW_,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_BowDebuff_Single_Shot_A.Eff_Btl_Com_BowDebuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
669,PARAMETERDOWN_SPEAR,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_SpearDebuff_Single_Shot_A.Eff_Btl_Com_SpearDebuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
670,PARAMETERDOWN_FAN,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_FanDeBuff_Single_Shot_A.Eff_Btl_Com_FanDeBuff_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
671,ENEMY_SPEAR_SINGLE_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Fencer/Eff_Btl_PC_SpearHeadStrike_Single_Shot_A.Eff_Btl_PC_SpearHeadStrike_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
672,ENEMY_SPEAR_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/spear/Eff_Btl_PC_SpearS_Single_Shot_A.Eff_Btl_PC_SpearS_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
673,EVE_Boss_Encount,7,/Game/Effect/Resource/V1_0_0/Particles/Event/Eff_Event_Boss_A.Eff_Event_Boss_A,1,194,194,194,"[1.0, 1.0, 1.0]"
674,EVE_ENEMY_MORPH,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_Morph_C.FxPS_Eve_Morph_C,8,195,194,195,"[1.0, 1.0, 1.0]"
675,EVE_WHITEMORPH,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_WhiteMorph_A.FxPS_Eve_WhiteMorph_A,4,195,194,195,"[1.0, 1.0, 1.0]"
676,EVE_WEAPON_SHED,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_RUD000020_A.FxPS_Eve_RUD000020_A,4,195,194,195,"[1.0, 1.0, 1.0]"
677,EVE_WEAPON_POKE,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_SHA_000000_A.FxPS_Eve_SHA_000000_A,4,195,194,195,"[1.0, 1.0, 1.0]"
678,EVE_BOSS_TRANSFORM_L,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_Morph_B.FxPS_Eve_Morph_B,4,195,195,195,"[1.0, 1.0, 1.0]"
679,ENEMY_BOSS_FIREFORCEFIELD,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Eff_Btl_Boss_Fire_ForceField_B.Eff_Btl_Boss_Fire_ForceField_B,1,195,195,194,"[1.0, 1.0, 1.0]"
680,ENEMY_BOSS_ICEFORCEFIELD,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Eff_Btl_Boss_Ice_ForceField_A.Eff_Btl_Boss_Ice_ForceField_A,1,195,195,194,"[1.0, 1.0, 1.0]"
681,ENEMY_BOSS_WINDFORCEFIELD,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Eff_Btl_Boss_wind_ForceField_B.Eff_Btl_Boss_Wind_ForceField_B,1,195,195,194,"[1.0, 1.0, 1.0]"
682,ENEMY_BOSS_THUNDERFORCEFIELD,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Eff_Btl_Boss_Thunder_ForceField_A.Eff_Btl_Boss_Thunder_ForceField_A,1,195,195,194,"[1.0, 1.0, 1.0]"
683,ENEMY_BOSS_LIGHTFORCEFIELD,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Eff_Btl_Boss_Light_ForceField_A.Eff_Btl_Boss_Light_ForceField_A,1,195,195,194,"[1.0, 1.0, 1.0]"
684,ENEMY_BOSS_DARKFORCEFIELD,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Eff_Btl_Boss_Dark_ForceField_B.Eff_Btl_Boss_Dark_ForceField_B,1,195,195,194,"[1.0, 1.0, 1.0]"
685,COM_BLOODCEREMONY,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Eff_Btl_Boss_Blood_Ceremony_A.Eff_Btl_Boss_Blood_Ceremony_A,8,195,194,194,"[1.0, 1.0, 1.0]"
686,COM_DEADLYPOISON,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Eff_Btl_DedlyPoison_A.Eff_Btl_DedlyPoison_A,8,195,194,194,"[1.0, 1.0, 1.0]"
687,ENEMY_BOSS_SHIELD,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Eff_Btl_Boss_Shield_A.Eff_Btl_Boss_Shield_A,4,195,194,194,"[1.0, 1.0, 1.0]"
688,ENEMY_SUMMONDEATH,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/State/FxPS_Btl_MagicCircle_A.FxPS_Btl_MagicCircle_A,4,195,195,194,"[1.0, 1.0, 1.0]"
689,ENEMY_BOSSS_BPFORCEFIELD,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/FxPS_Btl_HPViva_A.FxPS_Btl_HPViva_A,1,195,195,194,"[1.0, 1.0, 1.0]"
690,ENEMY_SPIRITAWAY,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/FxPS_Btl_SpiritAway_A.FxPS_Btl_SpiritAway_A,4,194,195,194,"[1.0, 1.0, 1.0]"
691,ENEMY_BOSS_SPFORCEFIELD,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/FxPS_Btl_SPViva_A.FxPS_Btl_SPViva_A,1,195,195,194,"[1.0, 1.0, 1.0]"
692,ENEMY_SP_DEEPSLEEP,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/State/Eff_Btl_Com_StateSPSlip_Single_Shot_A1.Eff_Btl_Com_StateSPSlip_Single_Shot_A1,16,195,195,194,"[1.0, 1.0, 1.0]"
693,PC_FIRE_ALL_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Scholar/FxPS_Btl_schFireMagicBst2_B.FxPS_Btl_schFireMagicBst2_B,4,194,195,195,"[1.0, 1.0, 1.0]"
694,PC_ICE_ALL_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Scholar/FxPS_Btl_schIceMagicBst2_A.FxPS_Btl_SchIceMagicBst2_A,4,194,195,195,"[1.0, 1.0, 1.0]"
695,Enemy_SPEAR_REACTION,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/spear/Eff_Btl_PC_SpearS_Single_Shot_A.Eff_Btl_PC_SpearS_Single_Shot_A,8,194,195,194,"[1.0, 1.0, 1.0]"
1110,Enemy_SCHOLAR_MAGIC_FIRE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Scholar/FxPS_Btl_schFireMagicBst2_A.FxPS_Btl_SchFireMagicBst2_A,4,194,195,195,"[1.0, 1.0, 1.0]"
1111,Enemy_SCHOLAR_MAGIC_ICE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Scholar/FxPS_Btl_schIceMagicBst0_A.FxPS_Btl_SchIceMagicBst0_A,4,194,195,195,"[1.0, 1.0, 1.0]"
1112,Enemy_SCHOLAR_MAGIC_THUNDER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Scholar/FxPS_Btl_SchThunderMagicBst0_A.FxPS_Btl_SchThunderMagicBst0_A,4,194,195,195,"[1.0, 1.0, 1.0]"
1113,ENEMY_CLAW1,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_EneClaw_A.FxPS_Btl_EneClaw_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1114,EVE_SACREDFIRE,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_Sacredfire.FxPS_Eve_Sacredfire,1,195,194,194,"[1.0, 1.0, 1.0]"
1115,EVE_DARKSACREDFIRE,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_DarkSacredfire.FxPS_Eve_DarkSacredfire,1,195,194,194,"[1.0, 1.0, 1.0]"
1116,EVE_CLOUDDUST,7,/Game/Effect/Resource/V1_0_0/Particles/Event/Eff_Eve_B04_05_05e.Eff_Eve_B04_05_05e,1,194,194,194,"[1.0, 1.0, 1.0]"
1117,EVE_REDRIGHT,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_B02_03_10b.FxPS_Eve_B02_03_10b,4,194,194,194,"[1.0, 1.0, 1.0]"
1118,EVE_WHITEFLAPPINGBIRD,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_WhiteFlappingBird_Circling.FxPS_Env_WhiteFlappingBird_Circling,4,194,194,194,"[1.0, 1.0, 1.0]"
1119,EVE_BLACKFLAPPINGBIRD,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_B04_06_08e.FxPS_Eve_B04_06_08e,4,194,194,194,"[1.0, 1.0, 1.0]"
1120,EVE_BOWATTTACK_A,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_bowAtttack_A.FxPS_Eve_BowAtttack_A,12,194,194,194,"[1.0, 1.0, 1.0]"
1121,EVE_ETERNAL_RING,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_Eternal_Ring.FxPS_Eve_Eternal_Ring,4,194,194,194,"[1.0, 1.0, 1.0]"
1122,EVE_B04_00_07a,7,/Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_B04_00_07a.FxPS_Eve_B04_00_07a,4,195,194,194,"[1.0, 1.0, 1.0]"
1123,EVE_POWERCRYSTAL_START,7,/Game/Effect/Resource/V1_0_0/Particles/Event/Eff_Event_PowerCrystal_Start_A.Eff_Event_PowerCrystal_Start_A,2,194,194,194,"[1.0, 1.0, 1.0]"
1124,EVE_POWERCRYSTAL_LOOP,7,/Game/Effect/Resource/V1_0_0/Particles/Event/Eff_Event_PowerCrystal_Loop_A.Eff_Event_PowerCrystal_Loop_A,2,195,194,194,"[1.0, 1.0, 1.0]"
1125,EVE_POWERCRYSTAL_END,7,/Game/Effect/Resource/V1_0_0/Particles/Event/Eff_Event_PowerCrystal_End_A.Eff_Event_PowerCrystal_End_A,2,194,194,194,"[1.0, 1.0, 1.0]"
1126,PC_SWORD_ENFOCER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/sword/Eff_Btl_PC_SwordVertSlash_Single_Shot_A.Eff_Btl_PC_SwordVertSlash_Single_Shot_A,1,194,195,195,"[1.0, 1.0, 1.0]"
1127,PC_AXE_ENFOCER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/sword/Eff_Btl_PC_SwordVertSlash_Single_Shot_A.Eff_Btl_PC_SwordVertSlash_Single_Shot_A,1,194,195,195,"[1.0, 1.0, 1.0]"
1128,PC_DAGGER_ENFOCER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/dagger/Eff_Btl_PC_DaggerVertSlash_Single_Shot_A.Eff_Btl_PC_DaggerVertSlash_Single_Shot_A,1,194,195,195,"[1.0, 1.0, 1.0]"
1129,PC_STAFF_ENFOCER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/sword/Eff_Btl_PC_SwordVertSlash_Single_Shot_A.Eff_Btl_PC_SwordVertSlash_Single_Shot_A,1,194,195,195,"[1.0, 1.0, 1.0]"
1130,PC_BOW_ENFOCER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/Bow/Eff_Btl_PC_BowRipple_Single_Shot_A.Eff_Btl_PC_BowRipple_Single_Shot_A,1,194,195,195,"[1.0, 1.0, 1.0]"
1131,PC_SPEAR_ENFOCER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/spear/Eff_Btl_PC_SpearStrike_Single_Shot_A.Eff_Btl_PC_SpearStrike_Single_Shot_A,1,194,195,195,"[1.0, 1.0, 1.0]"
1132,PC_SWORD_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/sword/Eff_Btl_PC_SwordS_Single_Shot_A.Eff_Btl_PC_SwordS_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1133,PC_AXE_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/sword/Eff_Btl_PC_SwordS_Single_Shot_A.Eff_Btl_PC_SwordS_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1134,PC_DAGGER_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/dagger/Eff_Btl_PC_DaggerS_Single_Shot_A.Eff_Btl_PC_DaggerS_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1135,PC_STAFF_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/Staff/Eff_Btl_PC_StaffS_Single_Shot_A.Eff_Btl_PC_StaffS_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1136,PC_BOW_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/Bow/Eff_Btl_PC_BowS_Single_Shot_A.Eff_Btl_PC_BowS_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1137,PC_SPEAR_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/spear/Eff_Btl_PC_SpearS_Single_Shot_A.Eff_Btl_PC_SpearS_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1138,PC_FANHIT_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/fan/Eff_Btl_PC_FanHitS_Single_Shot_B1.Eff_Btl_PC_FanHitS_Single_Shot_B1,8,194,195,195,"[1.0, 1.0, 1.0]"
1139,PC_HIT_SWORD_SINGLE_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/sword/Eff_Btl_PC_SwordM_Single_Shot_A.Eff_Btl_PC_SwordM_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1140,PC_HIT_SWORD_SINGLE_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/sword/Eff_Btl_PC_SwordL_Single_Shot_A.Eff_Btl_PC_SwordL_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1141,PC_HIT_SWORD_SINGLE_LL,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/sword/Eff_Btl_PC_SwordXL_Single_Shot_A.Eff_Btl_PC_SwordXL_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1142,PC_HIT_AXE_SINGLE_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/Ax/Eff_Btl_PC_AxeM_Single_Shot_A.Eff_Btl_PC_AxeM_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1143,PC_HIT_AXE_SINGLE_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/Ax/Eff_Btl_PC_AxeL_Single_Shot_A.Eff_Btl_PC_AxeL_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1144,PC_HIT_AXE_SINGKE_LL,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/Ax/Eff_Btl_PC_AxeXL_Single_Shot_A.Eff_Btl_PC_AxeXL_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1145,PC_HIT_DAGGER_SINGLE_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/dagger/Eff_Btl_PC_DaggerM_Single_Shot_A.Eff_Btl_PC_DaggerM_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1146,PC_HIT_DAGGER_SINGLE_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/dagger/Eff_Btl_PC_DaggerL_Single_Shot_A.Eff_Btl_PC_DaggerL_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1147,PC_HIT_DAGGER_SINGLE_LL,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/dagger/Eff_Btl_PC_DaggerXL_Single_Shot_A.Eff_Btl_PC_DaggerXL_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1148,PC_HIT_BOOK_SINGLE_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/book/Eff_Btl_PC_BookL_Single_Shot_A.Eff_Btl_PC_BookL_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1149,PC_HIT_BOOK_SINGLE_LL,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/book/Eff_Btl_PC_BookXL_Single_Shot_A.Eff_Btl_PC_BookXL_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1150,PC_HIT_STAFF_SINGLE_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/Staff/Eff_Btl_PC_StaffL_Single_Shot_A.Eff_Btl_PC_StaffL_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
1151,PC_HIT_STAFF_SINGLE_LL,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/Staff/Eff_Btl_PC_StaffXL_Single_Shot_A.Eff_Btl_PC_StaffXL_Single_Shot_A,8,194,195,195,"[1.0, 1.0, 1.0]"
