m_id,m_Category,m_Grade,m_DisplayOrder,m_HideAchieved,m_HideCondAchieved,m_HideAfterAquired,m_OpenCondAchieve,m_OpenCondQuest,m_OpenCondOther,m_Title,m_Description,m_ConditionID,m_AddInfluence,m_RewardType,m_RewardItemId,m_RewardItemNum,m_RewardOption0,m_LimitedTimeId,m_LimitedStartTimestamp,m_LimitedEndTimestamp,m_AfterAchieveLimitNum,m_LimitNumHide
306,3,1,30022,194,194,194,305,0,0,111566,116567,90316,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
307,3,1,30023,194,194,194,306,0,0,111567,116568,90317,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
308,3,1,30024,194,194,194,307,0,0,111568,116569,90318,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
309,3,1,30025,194,194,194,308,0,0,111569,116570,90319,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
310,3,1,30026,194,194,194,309,0,0,111570,116571,90320,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
311,3,1,30027,194,194,194,310,0,0,111571,116572,90321,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
312,3,1,30028,194,194,194,311,0,0,111572,116573,90322,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
313,3,1,30029,194,194,194,312,0,0,111573,116574,90323,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
314,3,1,30030,194,194,194,313,0,0,111574,116575,90324,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
315,3,1,30031,194,194,194,314,0,0,111575,116576,90325,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
316,3,1,30032,194,194,194,315,0,0,111576,116577,90326,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
317,3,1,30033,194,194,194,316,0,0,111577,116578,90327,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
318,3,1,30034,194,194,194,317,0,0,111578,116579,90328,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
319,3,1,30035,194,194,194,318,0,0,111579,116580,90329,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
320,3,1,30036,194,194,194,319,0,0,111580,116581,90330,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
321,3,1,30037,194,194,194,320,0,0,111581,116582,90331,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
322,3,1,30038,194,194,194,321,0,0,111582,116583,90332,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
323,3,1,30039,194,194,194,322,0,0,111583,116584,90333,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
324,3,1,30040,194,194,194,323,0,0,111584,116585,90334,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
325,3,1,30041,194,194,194,324,0,0,111585,116586,90335,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
326,3,1,30042,194,194,194,325,0,0,111586,116587,90336,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
327,3,1,30043,194,194,194,326,0,0,111587,116588,90337,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
328,3,1,30044,194,194,194,327,0,0,111588,116589,90338,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
329,3,1,30045,194,194,194,328,0,0,111589,116590,90339,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
330,3,1,30046,194,194,194,329,0,0,111590,116591,90340,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
331,3,1,30047,194,194,194,330,0,0,111591,116592,90341,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
332,3,1,30048,194,194,194,331,0,0,111592,116593,90342,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
333,3,1,30049,194,194,194,332,0,0,111593,116594,90343,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
334,3,1,30050,194,194,194,333,0,0,111594,116595,90344,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
335,3,1,30051,194,194,194,334,0,0,111595,116596,90345,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
336,3,1,30052,194,194,194,335,0,0,111596,116597,90346,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
337,3,1,30053,194,194,194,336,0,0,111597,116598,90347,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
338,3,1,30054,194,194,194,337,0,0,111598,116599,90348,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
339,3,1,30055,194,194,194,338,0,0,111599,116600,90349,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
340,3,1,30056,194,194,194,339,0,0,111600,116601,90350,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
341,3,1,30057,194,194,194,340,0,0,111601,116602,90351,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
342,3,1,30058,194,194,194,341,0,0,111602,116603,90352,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
343,3,1,30059,194,194,194,342,0,0,111603,116604,90353,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
344,3,2,30060,194,194,194,343,0,0,111604,116605,90354,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
832,3,2,30061,194,194,194,344,0,0,120411,120477,90863,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
833,3,2,30062,194,194,194,832,0,0,120412,120478,90864,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
834,3,2,30063,194,194,194,833,0,0,120413,120479,90865,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
835,3,2,30064,194,194,194,834,0,0,120414,120480,90866,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
836,3,2,30065,194,194,194,835,0,0,120415,120481,90867,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
837,3,2,30066,194,194,194,836,0,0,120416,120482,90868,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
838,3,2,30067,194,194,194,837,0,0,120417,120483,90869,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
839,3,2,30068,194,194,194,838,0,0,120418,120484,90870,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
840,3,2,30069,194,194,194,839,0,0,120419,120485,90871,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
841,3,2,30070,194,194,194,840,0,0,120420,120486,90872,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
842,3,2,30071,194,194,194,841,0,0,120421,120487,90873,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
843,3,2,30072,194,194,194,842,0,0,120422,120488,90874,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
844,3,2,30073,194,194,194,843,0,0,120423,120489,90875,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
845,3,2,30074,194,194,194,844,0,0,120424,120490,90876,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
846,3,2,30075,194,194,194,845,0,0,120425,120491,90877,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
847,3,2,30076,194,194,194,846,0,0,120426,120492,90878,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
848,3,2,30077,194,194,194,847,0,0,120427,120493,90879,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
849,3,2,30078,194,194,194,848,0,0,120428,120494,90880,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
850,3,2,30079,194,194,194,849,0,0,120429,120495,90881,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
851,3,2,30080,194,194,194,850,0,0,120430,120496,90882,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
852,3,2,30081,194,194,194,851,0,0,120431,120497,90883,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
853,3,2,30082,194,194,194,852,0,0,120432,120498,90884,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
854,3,2,30083,194,194,194,853,0,0,120433,120499,90885,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
855,3,2,30084,194,194,194,854,0,0,120434,120500,90886,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
856,3,2,30085,194,194,194,855,0,0,120435,120501,90887,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
857,3,2,30086,194,194,194,856,0,0,120436,120502,90888,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
858,3,2,30087,194,194,194,857,0,0,120437,120503,90889,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
859,3,2,30088,194,194,194,858,0,0,120438,120504,90890,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
860,3,2,30089,194,194,194,859,0,0,120439,120505,90891,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
861,3,2,30090,194,194,194,860,0,0,120440,120506,90892,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
862,3,2,30091,194,194,194,861,0,0,120441,120507,90893,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
863,3,2,30092,194,194,194,862,0,0,120442,120508,90894,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
864,3,2,30093,194,194,194,863,0,0,120443,120509,90895,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
865,3,2,30094,194,194,194,864,0,0,120444,120510,90896,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
866,3,2,30095,194,194,194,865,0,0,120445,120511,90897,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
867,3,2,30096,194,194,194,866,0,0,120446,120512,90898,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
868,3,2,30097,194,194,194,867,0,0,120447,120513,90899,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
869,3,2,30098,194,194,194,868,0,0,120448,120514,90900,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
870,3,2,30099,194,194,194,869,0,0,120449,120515,90901,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
871,3,3,30100,194,194,194,870,0,0,120450,120516,90902,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
872,3,3,30101,194,194,194,871,0,0,120451,120517,90903,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
873,3,3,30102,194,194,194,872,0,0,120452,120518,90904,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13475,3,3,30103,194,194,194,873,0,0,121528,121609,104015,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13476,3,3,30104,194,194,194,13475,0,0,121529,121610,104016,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13477,3,3,30105,194,194,194,13476,0,0,121530,121611,104017,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13478,3,3,30106,194,194,194,13477,0,0,121531,121612,104018,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13479,3,3,30107,194,194,194,13478,0,0,121532,121613,104019,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13480,3,3,30108,194,194,194,13479,0,0,121533,121614,104020,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13481,3,3,30109,194,194,194,13480,0,0,121534,121615,104021,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13482,3,3,30110,194,194,194,13481,0,0,121535,121616,104022,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13483,3,3,30111,194,194,194,13482,0,0,121536,121617,104023,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13484,3,3,30112,194,194,194,13483,0,0,121537,121618,104024,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13485,3,3,30113,194,194,194,13484,0,0,121538,121619,104025,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13486,3,3,30114,194,194,194,13485,0,0,121539,121620,104026,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13487,3,3,30115,194,194,194,13486,0,0,121540,121621,104027,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13488,3,3,30116,194,194,194,13487,0,0,121541,121622,104028,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13489,3,3,30117,194,194,194,13488,0,0,121542,121623,104029,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13490,3,3,30118,194,194,194,13489,0,0,121543,121624,104030,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13491,3,3,30119,194,194,194,13490,0,0,121544,121625,104031,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13492,3,3,30120,194,194,194,13491,0,0,121545,121626,104032,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13493,3,3,30121,194,194,194,13492,0,0,121546,121627,104033,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13494,3,3,30122,194,194,194,13493,0,0,121547,121628,104034,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13495,3,3,30123,194,194,194,13494,0,0,121548,121629,104035,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13496,3,3,30124,194,194,194,13495,0,0,121549,121630,104036,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13497,3,3,30125,194,194,194,13496,0,0,121550,121631,104037,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13498,3,3,30126,194,194,194,13497,0,0,121551,121632,104038,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13499,3,3,30127,194,194,194,13498,0,0,121552,121633,104039,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13500,3,3,30128,194,194,194,13499,0,0,121553,121634,104040,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13501,3,3,30129,194,194,194,13500,0,0,121554,121635,104041,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13502,3,3,30130,194,194,194,13501,0,0,121555,121636,104042,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13503,3,3,30131,194,194,194,13502,0,0,121556,121637,104043,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13504,3,3,30132,194,194,194,13503,0,0,121557,121638,104044,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13505,3,3,30133,194,194,194,13504,0,0,121558,121639,104045,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13506,3,3,30134,194,194,194,13505,0,0,121559,121640,104046,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13507,3,3,30135,194,194,194,13506,0,0,121560,121641,104047,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13508,3,3,30136,194,194,194,13507,0,0,121561,121642,104048,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13509,3,3,30137,194,194,194,13508,0,0,121562,121643,104049,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13510,3,3,30138,194,194,194,13509,0,0,121563,121644,104050,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13511,3,3,30139,194,194,194,13510,0,0,121564,121645,104051,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13512,3,3,30140,194,194,194,13511,0,0,121565,121646,104052,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13513,3,3,30141,194,194,194,13512,0,0,121566,121647,104053,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13514,3,3,30142,194,194,194,13513,0,0,121567,121648,104054,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13515,3,3,30143,194,194,194,13514,0,0,121568,121649,104055,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13516,3,3,30144,194,194,194,13515,0,0,121569,121650,104056,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13517,3,3,30145,194,194,194,13516,0,0,121570,121651,104057,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13518,3,3,30146,194,194,194,13517,0,0,121571,121652,104058,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13519,3,3,30147,194,194,194,13518,0,0,121572,121653,104059,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13520,3,3,30148,194,194,194,13519,0,0,121573,121654,104060,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13521,3,3,30149,194,194,194,13520,0,0,121574,121655,104061,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13522,3,3,30150,194,194,194,13521,0,0,121575,121656,104062,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13523,3,3,30151,194,194,194,13522,0,0,121576,121657,104063,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13524,3,3,30152,194,194,194,13523,0,0,121577,121658,104064,"[0, 0, 5]","[100, 0, 0, 0]","[0, 0, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
13704,3,1,34001,194,194,194,0,0,0,121887,122097,104279,"[5, 0, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
