m_id,m_Version,m_Name,m_MapID,m_ReturnMapID,m_ReturnPathActorName,m_ReturnDir,m_Kind,m_PlayBGM,m_SoundCueID,m_Skip,m_MapLoadWait,m_IgnoreCharaGroups,m_ForceObjectId
1470,Ply/Ply_044,EvPC044_03_02a,121,0,,0,2,0,"[3043, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1471,Ply/Ply_044,EvPC044_04_01a,120,0,,0,2,0,"[3043, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1472,Ply/Ply_044,EvPC044_04_02a,121,0,,0,2,0,"[3043, 3068, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1473,Ply/Ply_044,EvPC044_04_03a,37,0,,0,2,0,"[3043, 3068, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1474,Ply/Ply_044,EvPC044_04_03b,37,0,,0,2,0,"[3043, 3068, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1475,Ply/Ply_044,EvPC044_04_04a,121,0,,0,2,0,"[3043, 3068, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1481,Ply/Ply_045,EvPC045_01_01a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1482,Ply/Ply_045,EvPC045_01_02a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1483,Ply/Ply_045,EvPC045_02_01a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1484,Ply/Ply_045,EvPC045_02_02a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1485,Ply/Ply_045,EvPC045_02_03a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1486,Ply/Ply_045,EvPC045_02_04a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1487,Ply/Ply_045,EvPC045_03_01a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1488,Ply/Ply_045,EvPC045_03_02a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1489,Ply/Ply_045,EvPC045_03_03a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1490,Ply/Ply_045,EvPC045_04_01a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1491,Ply/Ply_045,EvPC045_04_02a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1492,Ply/Ply_045,EvPC045_04_03a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1493,Ply/Ply_045,EvPC045_04_04a,26,0,,0,2,0,"[3044, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1501,Ply/Ply_046,EvPC046_01_01a,72,0,,0,2,0,"[3045, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1502,Ply/Ply_046,EvPC046_01_02a,73,0,,0,2,0,"[3045, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1503,Ply/Ply_046,EvPC046_02_01a,72,0,,0,2,0,"[3045, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1504,Ply/Ply_046,EvPC046_02_02a,72,0,,0,2,0,"[3045, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1505,Ply/Ply_046,EvPC046_02_03a,73,0,,0,2,0,"[3045, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1506,Ply/Ply_046,EvPC046_02_03b,73,0,,0,2,0,"[3045, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1507,Ply/Ply_046,EvPC046_03_01a,72,0,,0,2,0,"[3045, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1508,Ply/Ply_046,EvPC046_03_02a,74,0,,0,2,0,"[3045, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1509,Ply/Ply_046,EvPC046_04_01a,72,0,,0,2,0,"[3045, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1510,Ply/Ply_046,EvPC046_04_02a,74,0,,0,2,0,"[3045, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1511,Ply/Ply_046,EvPC046_04_02b,74,0,,0,2,0,"[3045, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1521,Ply/Ply_047,EvPC047_01_01a,47,0,,0,2,0,"[3046, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1522,Ply/Ply_047,EvPC047_01_02a,48,0,,0,2,0,"[3046, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1523,Ply/Ply_047,EvPC047_02_01a,47,0,,0,2,0,"[3046, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1524,Ply/Ply_047,EvPC047_02_02a,46,0,,0,2,0,"[3046, 3071, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1525,Ply/Ply_047,EvPC047_02_03a,48,0,,0,2,0,"[3046, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1526,Ply/Ply_047,EvPC047_02_03b,48,0,,0,2,0,"[3046, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1527,Ply/Ply_047,EvPC047_02_04a,46,0,,0,2,0,"[3046, 3071, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1528,Ply/Ply_047,EvPC047_03_01a,47,0,,0,2,0,"[3046, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1529,Ply/Ply_047,EvPC047_03_02a,48,0,,0,2,0,"[3046, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1530,Ply/Ply_047,EvPC047_04_01a,47,0,,0,2,0,"[3046, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1531,Ply/Ply_047,EvPC047_04_02a,46,0,,0,2,0,"[3046, 3071, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1532,Ply/Ply_047,EvPC047_04_03a,48,0,,0,2,0,"[3046, 3071, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1533,Ply/Ply_047,EvPC047_04_03b,48,0,,0,2,0,"[3046, 3071, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1541,Ply/Ply_048,EvPC048_01_01a,46,0,,0,2,0,"[3047, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1542,Ply/Ply_048,EvPC048_01_02a,47,0,,0,2,0,"[3047, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1543,Ply/Ply_048,EvPC048_02_01a,46,0,,0,2,0,"[3047, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1544,Ply/Ply_048,EvPC048_02_02a,47,0,,0,2,0,"[3047, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1545,Ply/Ply_048,EvPC048_03_01a,46,0,,0,2,0,"[3047, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1546,Ply/Ply_048,EvPC048_03_02a,47,0,,0,2,0,"[3047, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1547,Ply/Ply_048,EvPC048_04_01a,46,0,,0,2,0,"[3047, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1548,Ply/Ply_048,EvPC048_04_02a,47,0,,0,2,0,"[3047, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1549,Ply/Ply_048,EvPC048_04_03a,48,0,,0,2,0,"[3047, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1550,Ply/Ply_048,EvPC048_04_03b,48,48,Fst_F_1A1_05,0,2,0,"[3047, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1551,Ply/Ply_048,EvPC048_04_04a,47,0,,0,2,0,"[3047, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1561,Ply/Ply_049,EvPC049_01_01a,57,0,,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1562,Ply/Ply_049,EvPC049_01_02a,58,58,Snw_F_1A1_01,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1563,Ply/Ply_049,EvPC049_02_01a,57,0,,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1564,Ply/Ply_049,EvPC049_02_02a,57,0,,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1565,Ply/Ply_049,EvPC049_02_03a,58,0,,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1566,Ply/Ply_049,EvPC049_02_03b,58,0,,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1567,Ply/Ply_049,EvPC049_03_01a,57,0,,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1568,Ply/Ply_049,EvPC049_03_02a,59,59,Snw_F_2A1_01,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1569,Ply/Ply_049,EvPC049_04_01a,57,0,,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1570,Ply/Ply_049,EvPC049_04_02a,59,0,,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1571,Ply/Ply_049,EvPC049_04_03a,59,0,,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1572,Ply/Ply_049,EvPC049_04_03b,59,0,,0,2,0,"[3048, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1581,Ply/Ply_050,EvPC050_01_01a,21,0,,0,2,0,"[3049, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1582,Ply/Ply_050,EvPC050_01_02a,21,0,,0,2,0,"[3049, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1583,Ply/Ply_050,EvPC050_02_01a,21,0,,0,2,0,"[3049, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1584,Ply/Ply_050,EvPC050_02_02a,21,0,,0,2,0,"[3049, 3069, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1585,Ply/Ply_050,EvPC050_02_03a,21,21,House6,0,2,0,"[3049, 3069, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1586,Ply/Ply_050,EvPC050_03_01a,21,0,,0,2,0,"[3049, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1587,Ply/Ply_050,EvPC050_03_02a,21,0,,0,2,0,"[3049, 3069, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1588,Ply/Ply_050,EvPC050_04_01a,21,0,,0,2,0,"[3049, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1589,Ply/Ply_050,EvPC050_04_02a,21,0,,0,2,0,"[3049, 3069, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1590,Ply/Ply_050,EvPC050_04_03a,21,21,House6,0,2,0,"[3049, 3069, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1601,Ply/Ply_051,EvPC051_01_01a,21,0,,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1602,Ply/Ply_051,EvPC051_01_02a,21,0,,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1603,Ply/Ply_051,EvPC051_02_01a,21,0,,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1604,Ply/Ply_051,EvPC051_02_02a,21,0,,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1605,Ply/Ply_051,EvPC051_02_03a,21,0,,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1606,Ply/Ply_051,EvPC051_02_04a,21,21,Sea_T_1A1_03,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1607,Ply/Ply_051,EvPC051_03_01a,21,0,,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1608,Ply/Ply_051,EvPC051_03_02a,21,0,,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1609,Ply/Ply_051,EvPC051_04_01a,21,0,,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1610,Ply/Ply_051,EvPC051_04_02a,21,0,,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1611,Ply/Ply_051,EvPC051_04_03a,21,0,,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1612,Ply/Ply_051,EvPC051_04_04a,21,0,,0,2,0,"[3050, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1621,Ply/Ply_052,EvPC052_01_01a,121,0,,0,2,0,"[3051, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1622,Ply/Ply_052,EvPC052_01_02a,36,36,Mnt_F_1A1_04,0,2,0,"[3051, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1623,Ply/Ply_052,EvPC052_02_01a,121,0,,0,2,0,"[3051, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1624,Ply/Ply_052,EvPC052_02_02a,120,0,,0,2,0,"[3051, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1625,Ply/Ply_052,EvPC052_02_03a,36,0,,0,2,0,"[3051, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1626,Ply/Ply_052,EvPC052_02_03b,36,0,,0,2,0,"[3051, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1627,Ply/Ply_052,EvPC052_03_01a,121,0,,0,2,0,"[3051, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1628,Ply/Ply_052,EvPC052_03_02a,37,0,,0,2,0,"[3051, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1629,Ply/Ply_052,EvPC052_04_01a,121,0,,0,2,0,"[3051, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1630,Ply/Ply_052,EvPC052_04_02a,37,0,,0,2,0,"[3051, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1631,Ply/Ply_052,EvPC052_04_02b,37,0,,0,2,0,"[3051, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1641,Ply/Ply_053,EvPC053_01_01a,56,0,,0,2,0,"[3052, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1642,Ply/Ply_053,EvPC053_01_02a,56,0,,0,2,0,"[3052, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1643,Ply/Ply_053,EvPC053_02_01a,56,0,,0,2,0,"[3052, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1644,Ply/Ply_053,EvPC053_02_02a,56,0,,0,2,0,"[3052, 3073, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1645,Ply/Ply_053,EvPC053_03_01a,56,0,,0,2,0,"[3052, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1646,Ply/Ply_053,EvPC053_03_02a,56,0,,0,2,0,"[3052, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1647,Ply/Ply_053,EvPC053_04_01a,56,0,,0,2,0,"[3052, 3073, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1648,Ply/Ply_053,EvPC053_04_02a,56,0,,0,2,0,"[3052, 3073, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1661,Ply/Ply_054,EvPC054_01_01a,72,0,,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1662,Ply/Ply_054,EvPC054_01_02a,72,72,Rvr_T_1A1_03,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1663,Ply/Ply_054,EvPC054_02_01a,72,0,,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1664,Ply/Ply_054,EvPC054_02_02a,72,0,,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1665,Ply/Ply_054,EvPC054_02_03a,73,0,,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1666,Ply/Ply_054,EvPC054_02_04a,72,72,Rvr_T_1A1_03,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1667,Ply/Ply_054,EvPC054_03_01a,72,0,,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1668,Ply/Ply_054,EvPC054_03_02a,72,72,Rvr_T_1A1_03,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1669,Ply/Ply_054,EvPC054_04_01a,72,0,,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1670,Ply/Ply_054,EvPC054_04_02a,72,0,,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1671,Ply/Ply_054,EvPC054_04_03a,73,0,,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1672,Ply/Ply_054,EvPC054_04_04a,72,72,Rvr_T_1A1_03,0,2,0,"[3053, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1681,Ply/Ply_055,EvPC055_01_01a,2,0,,0,2,0,"[3054, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1682,Ply/Ply_055,EvPC055_01_02a,1,1,Clf_F_1A1_02,0,2,0,"[3054, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1683,Ply/Ply_055,EvPC055_02_01a,2,0,,0,2,0,"[3054, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1684,Ply/Ply_055,EvPC055_02_02a,2,0,,0,2,0,"[3054, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1685,Ply/Ply_055,EvPC055_02_03a,1,0,,0,2,0,"[3054, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1686,Ply/Ply_055,EvPC055_02_03b,1,0,,0,2,0,"[3054, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1687,Ply/Ply_055,EvPC055_03_01a,2,2,Clf_T_1A1_06,0,2,0,"[3054, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1688,Ply/Ply_055,EvPC055_03_02a,7,0,,0,2,0,"[3054, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1689,Ply/Ply_055,EvPC055_04_01a,2,0,,0,2,0,"[3054, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1690,Ply/Ply_055,EvPC055_04_02a,7,0,,0,2,0,"[3054, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1691,Ply/Ply_055,EvPC055_04_02b,7,0,,0,2,0,"[3054, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1701,Ply/Ply_056,EvPC056_01_01a,3,0,,0,2,0,"[3055, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1702,Ply/Ply_056,EvPC056_01_02a,2,0,,0,2,0,"[3055, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1703,Ply/Ply_056,EvPC056_02_01a,3,0,,0,2,0,"[3055, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1704,Ply/Ply_056,EvPC056_02_02a,2,0,,0,2,0,"[3055, 3074, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1705,Ply/Ply_056,EvPC056_02_03a,2,0,,0,2,0,"[3055, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1706,Ply/Ply_056,EvPC056_02_04a,2,2,Bar0,0,2,0,"[3055, 3074, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1707,Ply/Ply_056,EvPC056_03_01a,3,0,,0,2,0,"[3055, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1708,Ply/Ply_056,EvPC056_03_02a,2,0,,0,2,0,"[3055, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1709,Ply/Ply_056,EvPC056_04_01a,3,0,,0,2,0,"[3055, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1710,Ply/Ply_056,EvPC056_04_02a,2,0,,0,2,0,"[3055, 3074, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1711,Ply/Ply_056,EvPC056_04_03a,2,0,,0,2,0,"[3055, 3074, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1712,Ply/Ply_056,EvPC056_04_03b,2,0,,0,2,0,"[3055, 3074, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1713,Ply/Ply_056,EvPC056_04_03c,3,3,Clf_T_1B1_03,0,2,0,"[3055, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1721,Ply/Ply_057,EvPC057_01_01a,57,0,,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1722,Ply/Ply_057,EvPC057_01_02a,56,0,,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1723,Ply/Ply_057,EvPC057_02_01a,57,0,,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1724,Ply/Ply_057,EvPC057_02_02a,58,0,,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1725,Ply/Ply_057,EvPC057_02_02b,58,58,Spawn0,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1726,Ply/Ply_057,EvPC057_03_01a,57,0,,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1727,Ply/Ply_057,EvPC057_03_02a,56,0,,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1728,Ply/Ply_057,EvPC057_04_01a,57,0,,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1729,Ply/Ply_057,EvPC057_04_02a,56,0,,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1730,Ply/Ply_057,EvPC057_04_03a,132,0,,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1731,Ply/Ply_057,EvPC057_04_03b,132,0,,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1732,Ply/Ply_057,EvPC057_04_04a,56,0,,0,2,0,"[3056, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1741,Ply/Ply_058,EvPC058_01_01a,77,0,,0,2,0,"[3057, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1742,Ply/Ply_058,EvPC058_01_02a,79,0,,0,2,0,"[3057, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1743,Ply/Ply_058,EvPC058_02_01a,77,0,,0,2,0,"[3057, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1744,Ply/Ply_058,EvPC058_02_02a,77,0,,0,2,0,"[3057, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1745,Ply/Ply_058,EvPC058_02_03a,79,0,,0,2,0,"[3057, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1746,Ply/Ply_058,EvPC058_02_03b,79,0,,0,2,0,"[3057, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1747,Ply/Ply_058,EvPC058_03_01a,77,0,,0,2,0,"[3057, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1748,Ply/Ply_058,EvPC058_03_02a,80,80,Pln_F_2A1_01,0,2,0,"[3057, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1749,Ply/Ply_058,EvPC058_04_01a,77,0,,0,2,0,"[3057, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1750,Ply/Ply_058,EvPC058_04_02a,80,0,,0,2,0,"[3057, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1751,Ply/Ply_058,EvPC058_04_02b,80,0,,0,2,0,"[3057, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
1761,Ply/Ply_059,EvPC059_01_01a,72,0,,0,2,0,"[3058, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
