m_id,m_PartVoiceID,m_voiceId,m_gametext
37549,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Come on, put your back into it! Like this!', '', '', '', '', '', '', '', '', '', '', '']"
37550,1001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Have you heard of Marta's gang?\nThey make trouble in these parts."", '', '', '', '', '', '', '', '', '', '', '']"
37551,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['But hardly anyone dares\nto talk badly of them.\nI wonder why that is.', '', '', '', '', '', '', '', '', '', '', '']"
37552,1011,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""In a gladiator's world,\nwinning is everything."", '', '', '', '', '', '', '', '', '', '', '']"
37554,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['There are plenty of ways to attain victory,\nbut the simplest is through pure might.', '', '', '', '', '', '', '', '', '', '', '']"
37555,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Strength honed in battle\nwill never steer you wrong.', '', '', '', '', '', '', '', '', '', '', '']"
37556,1013,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['But what lies beyond the final victory?', '', '', '', '', '', '', '', '', '', '', '']"
37557,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""No matter how strong you are,\nonce you're dead, that's it.\nThere's nothing left."", '', '', '', '', '', '', '', '', '', '', '']"
37618,1028,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I'm thinking of going to Flamesgrace."", '', '', '', '', '', '', '', '', '', '', '']"
37619,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I've been looking back on my life after\nlearning of the Sacred Flame's teachings."", '', '', '', '', '', '', '', '', '', '', '']"
37620,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""From now on, I'm going to\ndevote my life entirely to prayer."", '', '', '', '', '', '', '', '', '', '', '']"
37558,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Hya! Hya!', '', '', '', '', '', '', '', '', '', '', '']"
37559,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""...Beg your pardon. I was in\nthe midst of training. Mont d'Or,\nlancer extraordinaire, at your service."", '', '', '', '', '', '', '', '', '', '', '']"
37560,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""My belly aches an' my 'earts\nbeatin' like a smithy's 'ammer..."", '', '', '', '', '', '', '', '', '', '', '']"
37561,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Name's Estadas.\nI'm a local swordsman,\nan' I'm waitin' 'ere for my fight."", '', '', '', '', '', '', '', '', '', '', '']"
37722,1012,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I so rarely see others here.\nWhat business do you have with this old fool?', '', '', '', '', '', '', '', '', '', '', '']"
37723,1012,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I so rarely see others here.\nWhat business do you have with this old fool?', '', '', '', '', '', '', '', '', '', '', '']"
37563,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Dodge your opponent's attacks\nand land a decisive blow."", '', '', '', '', '', '', '', '', '', '', '']"
37564,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""You'll not get far if you're\ninjured in each match."", '', '', '', '', '', '', '', '', '', '', '']"
37565,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""It isn't enough to win one match.\nYou must keep winning."", '', '', '', '', '', '', '', '', '', '', '']"
37724,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Aye, monster tamers have long\nlived here, makin' a livin' as hunters."", '', '', '', '', '', '', '', '', '', '', '']"
37725,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Folk these days forget the old tales.\nSo I've taken it upon m'self to\nremember them on their behalf."", '', '', '', '', '', '', '', '', '', '', '']"
37726,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""There'll come a day, I say, when\nwe'll be needin' them again."", '', '', '', '', '', '', '', '', '', '', '']"
37569,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Arena participants are armed to the teeth!\nIf you're entering, make certain you're prepared."", '', '', '', '', '', '', '', '', '', '', '']"
37570,1037,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This area is off-limits.', '', '', '', '', '', '', '', '', '', '', '']"
37571,1026,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Oh, it's you."", '', '', '', '', '', '', '', '', '', '', '']"
37572,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['You may pass,\nbut keep your hands to yourself.', '', '', '', '', '', '', '', '', '', '', '']"
37573,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['You are most welcome to Victors Hollow,\nthe jewel of the Woodlands.', '', '', '', '', '', '', '', '', '', '', '']"
37642,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Most know this place for our lauded arena.\nPlease be sure to watch a match while you're here."", '', '', '', '', '', '', '', '', '', '', '']"
37653,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Your friend headed for the old town.\nHe's a strong one, isn't he?"", '', '', '', '', '', '', '', '', '', '', '']"
38036,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Your companion with the hat\nis heading toward the arena.', '', '', '', '', '', '', '', '', '', '', '']"
37654,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['You are most welcome to Victors Hollow,\nthe jewel of the Woodlands.', '', '', '', '', '', '', '', '', '', '', '']"
37655,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Most know this place for our lauded arena.\nPlease be sure to watch a match while you're here."", '', '', '', '', '', '', '', '', '', '', '']"
37574,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I have wares aplenty.\nDo take a look.', '', '', '', '', '', '', '', '', '', '', '']"
37575,1011,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['In this world there are only those\nwho fight and those who do not.', '', '', '', '', '', '', '', '', '', '', '']"
37576,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Hmm, judging from the look in your eyes,\nI'd say you're of the fighting persuasion."", '', '', '', '', '', '', '', '', '', '', '']"
37577,1015,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Why!? Why didn't I bet on that one!?"", '', '', '', '', '', '', '', '', '', '', '']"
37578,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""It's over. My life is forfeit."", '', '', '', '', '', '', '', '', '', '', '']"
37579,1012,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Eee! The gladiator I bet on won!', '', '', '', '', '', '', '', '', '', '', '']"
37580,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['What a rush!\nI could get addicted to this.', '', '', '', '', '', '', '', '', '', '', '']"
37581,1012,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Which will you be needing today?', '', '', '', '', '', '', '', '', '', '', '']"
37582,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['A drink to victory, or a hard one\nto ease the pain of defeat?', '', '', '', '', '', '', '', '', '', '', '']"
37583,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""It has to be an axe.\nI won't take no swords!\nAxes are what pack a real punch."", '', '', '', '', '', '', '', '', '', '', '']"
37584,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['No other weapon feels so good in my hands.', '', '', '', '', '', '', '', '', '', '', '']"
37643,1010,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I love how chaotic and animated the arena is.', '', '', '', '', '', '', '', '', '', '', '']"
37644,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I smell a profit. Heh heh...', '', '', '', '', '', '', '', '', '', '', '']"
37587,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""They may have wealth or untold strength,\nbut they're still human, same as us."", '', '', '', '', '', '', '', '', '', '', '']"
37588,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Do a little digging and you'll turn up their\nweaknesses. That's how I make a living."", '', '', '', '', '', '', '', '', '', '', '']"
37589,1011,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['For example, that person\nArchibold was drinking with\nat the bar... Heh...', '', '', '', '', '', '', '', '', '', '', '']"
37590,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Life here is a constant struggle for we\nwho have no wealth or power.', '', '', '', '', '', '', '', '', '', '', '']"
37591,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['But I heard the new queen of Edoras is merciful.', '', '', '', '', '', '', '', '', '', '', '']"
37592,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I'd love to live in a land ruled by a person like that."", '', '', '', '', '', '', '', '', '', '', '']"
37593,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This place is dust-ridden,\nfoul-smelling, and oppressive.', '', '', '', '', '', '', '', '', '', '', '']"
37594,1011,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Yes, I love it!\nThis is what it's like to feel truly alive."", '', '', '', '', '', '', '', '', '', '', '']"
37595,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This place is a hellhole.\nI wish I could live somewhere nicer.', '', '', '', '', '', '', '', '', '', '', '']"
37596,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Like that huge mansion just outside of town.', '', '', '', '', '', '', '', '', '', '', '']"
37597,1029,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""The Delvecchio family is under\nBargello's command now."", '', '', '', '', '', '', '', '', '', '', '']"
37598,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""No one's left to get in their way."", '', '', '', '', '', '', '', '', '', '', '']"
37599,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""If you're going to be participating\nin the arena, or even spectating,\nyou'd best rest first."", '', '', '', '', '', '', '', '', '', '', '']"
37600,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['How could that happen to Delvecchio?', '', '', '', '', '', '', '', '', '', '', '']"
37624,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I think I'm going to leave the family."", '', '', '', '', '', '', '', '', '', '', '']"
568,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['All that traveling must have worn you out.\nHow about some nice, warm sheep milk?', '', '', '', '', '', '', '', '', '', '', '']"
567,1001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Welcome!\nCare to spend a night\nin a sheep's wool bed?"", '', '', '', '', '', '', '', '', '', '', '']"
36113,1001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Welcome to Shepherds Rock,\nthe castle town of the Kingdom of Altinia!', '', '', '', '', '', '', '', '', '', '', '']"
36155,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""The guard has been increased\ndue to news of Edoras's invasion."", '', '', '', '', '', '', '', '', '', '', '']"
36346,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We will do everything we can\nto ensure the flames of war\ndo not extend here, so rest easy.', '', '', '', '', '', '', '', '', '', '', '']"
36348,1001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Welcome to Shepherds Rock,\nthe castle town of the Kingdom of Altinia!', '', '', '', '', '', '', '', '', '', '', '']"
36349,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We lost many soldiers in the recent battle,\nbut we prevented the town from being invaded.', '', '', '', '', '', '', '', '', '', '', '']"
36350,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I vow to continue to defend this town with my life!', '', '', '', '', '', '', '', '', '', '', '']"
36354,1001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Welcome to Shepherds Rock,\nthe castle town of the Kingdom of Altinia!', '', '', '', '', '', '', '', '', '', '', '']"
36355,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Are you by any chance\nfrom <clan_name>?\nI've heard the rumors..."", '', '', '', '', '', '', '', '', '', '', '']"
36356,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['By all means, please\nrest your weary feet here!', '', '', '', '', '', '', '', '', '', '', '']"
36115,1001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Do you know of a village named Cobbleston?\nIt's a peaceful village in the mountains."", '', '', '', '', '', '', '', '', '', '', '']"
36116,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I may not be able to wield a sword or spear,\nbut I can help repair the town.', '', '', '', '', '', '', '', '', '', '', '']"
36157,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['No matter what comes of the war,\nI will do what I can.', '', '', '', '', '', '', '', '', '', '', '']"
36947,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I may not be able to wield a sword or spear,\nbut I can help repair the town.', '', '', '', '', '', '', '', '', '', '', '']"
36948,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['No matter what comes of the war,\nI will do what I can.', '', '', '', '', '', '', '', '', '', '', '']"
36364,1026,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""You're from <clan_name>, aren't you?"", '', '', '', '', '', '', '', '', '', '', '']"
36365,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I'm looking to take on an apprentice.\nLet me know if you find any young folk\nat loose ends."", '', '', '', '', '', '', '', '', '', '', '']"
36949,1026,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""You're from <clan_name>, aren't you?"", '', '', '', '', '', '', '', '', '', '', '']"
36950,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I'm looking to take on an apprentice.\nLet me know if you find any young folk\nat loose ends."", '', '', '', '', '', '', '', '', '', '', '']"
36120,1011,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I have strong views on cleaning.\nI'd love to show you this broom's\npeerless sweeping prowess."", '', '', '', '', '', '', '', '', '', '', '']"
36124,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['*munch* Sheep milk cheese is the greatest!\nA soldier cannot fight on an empty stomach.', '', '', '', '', '', '', '', '', '', '', '']"
36370,1011,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""If I live through this,\nI'm going to eat and drink\nto my heart's content!"", '', '', '', '', '', '', '', '', '', '', '']"
36371,1012,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['*munch* Sheep milk cheese and grape wine!\n*sigh* Peace is such a blessing.', '', '', '', '', '', '', '', '', '', '', '']"
36125,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I haven't seen you around before.\nMight you be interested in some antiques?"", '', '', '', '', '', '', '', '', '', '', '']"
36128,1035,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Finally, I have found something\nthat has impacted my life more\nthan even Auguste!', '', '', '', '', '', '', '', '', '', '', '']"
36132,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Ho there, traveler!\nMy compliments on making it\nto such a magnificent kingdom!', '', '', '', '', '', '', '', '', '', '', '']"
36201,1029,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I will not change!\nEven if people tell me I'm hardheaded!"", '', '', '', '', '', '', '', '', '', '', '']"
36205,1010,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The land here is so solid.\nVery much unlike being upon the lurching sea.', '', '', '', '', '', '', '', '', '', '', '']"
36114,1013,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Our kingdom is in danger!', '', '', '', '', '', '', '', '', '', '', '']"
36156,1037,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We must prepare for enemy invasion! Er...\nTh-there must be something we can do!', '', '', '', '', '', '', '', '', '', '', '']"
36360,1037,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The Edoras army won, but then retreated.\nSo, erm, that means...', '', '', '', '', '', '', '', '', '', '', '']"
36361,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We lost the battle but won the war!', '', '', '', '', '', '', '', '', '', '', '']"
36362,1020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Now that the war is over,\nthe realm is beginning to change.', '', '', '', '', '', '', '', '', '', '', '']"
36363,1037,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We must prepare for a new era! Er...\nTh-there must be something we can do!', '', '', '', '', '', '', '', '', '', '', '']"
36117,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I'm curious what vegetables\nwe'll have for supper tonight."", '', '', '', '', '', '', '', '', '', '', '']"
36158,1020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Good vegetables grow in good soil.\nWithout soil, there are no vegetables,\nand thus no self.', '', '', '', '', '', '', '', '', '', '', '']"
36119,1012,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""You're from <clan_name>, right?\nI know everything!"", '', '', '', '', '', '', '', '', '', '', '']"
36122,1003,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I hadn't intended to take on this profession,\nbut it does feel good to clean the yard."", '', '', '', '', '', '', '', '', '', '', '']"
36123,1010,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Nothing to report!\nNotify me immediately if you\nspot any suspicious individuals!', '', '', '', '', '', '', '', '', '', '', '']"
36951,1010,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Nothing to report!\nNotify me immediately if you\nspot any suspicious individuals!', '', '', '', '', '', '', '', '', '', '', '']"
36368,1010,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Nothing to report!\nI will not slack off on my duty\neven in times of trouble!', '', '', '', '', '', '', '', '', '', '', '']"
36952,1010,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Nothing to report!\nI will not slack off on my duty\neven in times of trouble!', '', '', '', '', '', '', '', '', '', '', '']"
36369,1010,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Nothing to report!\nI will not slack off on my duty\neven in times of peace!', '', '', '', '', '', '', '', '', '', '', '']"
36953,1010,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Nothing to report!\nI will not slack off on my duty\neven in times of peace!', '', '', '', '', '', '', '', '', '', '', '']"
36126,1020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['There are many types of iron.\nScrap iron, rusted iron, pure iron...', '', '', '', '', '', '', '', '', '', '', '']"
36129,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""That man who watches me\nfrom the window says I'm like\nthe character Margaretta."", '', '', '', '', '', '', '', '', '', '', '']"
36954,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""That man who watches me\nfrom the window says I'm like\nthe character Margaretta."", '', '', '', '', '', '', '', '', '', '', '']"
36131,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I abide by no missteps in either\nmy work or my swordplay.', '', '', '', '', '', '', '', '', '', '', '']"
36203,1028,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Isn't this coin exquisite?\nIt's all I have left of my patron."", '', '', '', '', '', '', '', '', '', '', '']"
36206,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Hey there!\nCare to watch my acrobatics show?', '', '', '', '', '', '', '', '', '', '', '']"
36207,1037,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Hey there!\nCare to watch my acrobatics show?\nIt might be my last.', '', '', '', '', '', '', '', '', '', '', '']"
569,1020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I can't make you anythin' fancy.\nAll I'm good at is swingin' this here hammer."", '', '', '', '', '', '', '', '', '', '', '']"
36118,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['As the fires of war are stoked and people perish,\nmy prayers multiply tenfold.', '', '', '', '', '', '', '', '', '', '', '']"
36159,1035,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I wish I didn't have to work so much."", '', '', '', '', '', '', '', '', '', '', '']"
36366,1035,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Funerals are much less common now\nthat the war is over. I'm grateful for that."", '', '', '', '', '', '', '', '', '', '', '']"
36367,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['It means less work for me\nwith no reduction in my earnings.', '', '', '', '', '', '', '', '', '', '', '']"
36121,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I cannot endure the sun.', '', '', '', '', '', '', '', '', '', '', '']"
36127,1003,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Edoras, Riven, the United Kingdom of Triblia,\nand our Kingdom of Altinia...', '', '', '', '', '', '', '', '', '', '', '']"
36372,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Each is now equal in power.', '', '', '', '', '', '', '', '', '', '', '']"
36373,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Edoras's goal in the previous battle\nwas likely to reduce our forces."", '', '', '', '', '', '', '', '', '', '', '']"
36374,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Pillaging and conquest only\ninvites resistance from other kings.\nThat's why we were spared."", '', '', '', '', '', '', '', '', '', '', '']"
36375,1028,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Now that we are heading towards a new era,\nI would like to compile Altinia's history."", '', '', '', '', '', '', '', '', '', '', '']"
36376,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We were close with the former\nKingdom of Hornburg, so...\nOh, does history bore you?', '', '', '', '', '', '', '', '', '', '', '']"
36130,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I hail from Hornburg.\nWhy did my beloved kingdom\nface such destruction?', '', '', '', '', '', '', '', '', '', '', '']"
36200,1028,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I may have an inkling as to what caused\nthe civil war that led to Hornburg's downfall."", '', '', '', '', '', '', '', '', '', '', '']"
36133,1026,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Hm?\nSorry, but you'll have to speak up.\nI'm hard of hearing."", '', '', '', '', '', '', '', '', '', '', '']"
36955,1026,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Hm?\nSorry, but you'll have to speak up.\nI'm hard of hearing."", '', '', '', '', '', '', '', '', '', '', '']"
36208,1007,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Could you not stand there?\nI can't focus on my sketch!"", '', '', '', '', '', '', '', '', '', '', '']"
284,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""If you're having a hard time in battle,\ntalk to that odd fellow at the blacksmith."", '', '', '', '', '', '', '', '', '', '', '']"
519,1034,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Conversations go both ways.\nIt's important to inquire about things."", '', '', '', '', '', '', '', '', '', '', '']"
521,1020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""The theatre is a mass of activity\ndue to Auguste's new play."", '', '', '', '', '', '', '', '', '', '', '']"
523,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Auguste has become a legend in death...\nIs there something you need?', '', '', '', '', '', '', '', '', '', '', '']"
282,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Welcome!\nHave you decided where you're staying?"", '', '', '', '', '', '', '', '', '', '', '']"
291,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Welcome to Theatropolis,\nthe city of arts!', '', '', '', '', '', '', '', '', '', '', '']"
292,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""If you're looking for the theatre,\nit's to the north!"", '', '', '', '', '', '', '', '', '', '', '']"
36956,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Welcome to Theatropolis,\nthe city of arts!', '', '', '', '', '', '', '', '', '', '', '']"
36957,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""If you're looking for the theatre,\nit's to the north!"", '', '', '', '', '', '', '', '', '', '', '']"
304,1010,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I came to watch from the garrison up north.\nThat truly was a magnificent play.', '', '', '', '', '', '', '', '', '', '', '']"
305,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Just so we're clear,\nI am not neglecting my duties!\nThis is for educational purposes."", '', '', '', '', '', '', '', '', '', '', '']"
36313,1020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The Order of the Sacred Flame is investigating\nthe disaster that befell the garrison!', '', '', '', '', '', '', '', '', '', '', '']"
36314,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Please inform us immediately if you\nencounter any suspicious individuals.', '', '', '', '', '', '', '', '', '', '', '']"
301,1039,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Mom and Dad went to go see a story.\nI hope they come back soon.', '', '', '', '', '', '', '', '', '', '', '']"
36317,1039,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Mom and Dad's story should be over by now..."", '', '', '', '', '', '', '', '', '', '', '']"
36318,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""But they haven't come back.\nDid they not go to see a story?"", '', '', '', '', '', '', '', '', '', '', '']"
36058,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Auguste is a genius.\nI can understand why\neveryone sings his praises.', '', '', '', '', '', '', '', '', '', '', '']"
