m_id,m_voiceId,m_gametext
133726,76194,"[""But I'm gonna find him, and when I do,\nI'm gonna beat some sense into him!"", '', '', '', '', '', '', '', '', '', '', '']"
133727,76222,"[""Nanaiya, you slime! You're a disgrace\nto apothecaries everywhere!"", '', '', '', '', '', '', '', '', '', '', '']"
133728,76103,"['Oh, hey there.', '', '', '', '', '', '', '', '', '', '', '']"
133729,76117,"[""What's it look like I'm doing?\nPutting monsters down."", '', '', '', '', '', '', '', '', '', '', '']"
133730,76123,"[""I'd get myself sloppy drunk if I could.\nIt's times like these I wish I could drink."", '', '', '', '', '', '', '', '', '', '', '']"
133731,0,"[""Don't worry about what he said?"", '', '', '', '', '', '', '', '', '', '', '']"
133732,76107,"[""You're right.\nBut it's eating away at me."", '', '', '', '', '', '', '', '', '', '', '']"
133733,0,"[""Haven't found hide nor hair of him\nsince we last ran into him. I just..."", '', '', '', '', '', '', '', '', '', '', '']"
133734,76162,"[""I just know he's plottin' something\nno good."", '', '', '', '', '', '', '', '', '', '', '']"
133735,76108,"['Oh, I almost forgot. I need to take\nsome medicine to a few of the kids\nin town.', '', '', '', '', '', '', '', '', '', '', '']"
133736,76123,"[""Hrm. Wonder what they'd make of\nit if they knew."", '', '', '', '', '', '', '', '', '', '', '']"
133737,76128,"[""Someone's looking much better!\nYou could barely walk the last\ntime I saw you."", '', '', '', '', '', '', '', '', '', '', '']"
133738,15388,"['Yeah! Thanks for helping me, Gertrude!', '', '', '', '', '', '', '', '', '', '', '']"
133739,0,"['My friends want to say something\ntoo.', '', '', '', '', '', '', '', '', '', '', '']"
133740,15382,"['Thanks for making me and Mom\nall better, Gertrude!', '', '', '', '', '', '', '', '', '', '', '']"
133741,15309,"['And for making the pain in\nmy chest go away!', '', '', '', '', '', '', '', '', '', '', '']"
133742,0,"['I...', '', '', '', '', '', '', '', '', '', '', '']"
133743,15436,"[""You're my...no, <i>our</> hero!"", '', '', '', '', '', '', '', '', '', '', '']"
133744,15299,"['Huh? What is it?', '', '', '', '', '', '', '', '', '', '', '']"
133745,76179,"[""...You're wrong about me."", '', '', '', '', '', '', '', '', '', '', '']"
133746,0,"[""I'm no hero... I don't deserve that\nkind of praise."", '', '', '', '', '', '', '', '', '', '', '']"
133747,0,"['Gertrude...?', '', '', '', '', '', '', '', '', '', '', '']"
133748,76222,"[""...Sorry about that. I'm just\nfrustrated because I can't deny\nwhat Nanaiya said."", '', '', '', '', '', '', '', '', '', '', '']"
133749,0,"[""There's a dark side of our craft..."", '', '', '', '', '', '', '', '', '', '', '']"
133750,76162,"['That I once embraced too.', '', '', '', '', '', '', '', '', '', '', '']"
133751,0,"['I wanted to create newer, better\nmedicines. Discover unknown\npossibilities.', '', '', '', '', '', '', '', '', '', '', '']"
133752,76131,"['You think he and I are different, huh?\nHeh. I wonder about that.', '', '', '', '', '', '', '', '', '', '', '']"
133753,0,"['I trained hard to get the strength\nand body I have now...', '', '', '', '', '', '', '', '', '', '', '']"
133754,76107,"[""But back in the day, I wasn't so\ndiligent. That's how I wound\nup creating that prototype."", '', '', '', '', '', '', '', '', '', '', '']"
133755,0,"['And you know what? It felt good\ndefeating bad guys with all that\nincredible strength.', '', '', '', '', '', '', '', '', '', '', '']"
133756,76162,"[""But I knew it wasn't real strength, so\nI gave up relying on anything but\nhard work."", '', '', '', '', '', '', '', '', '', '', '']"
133757,76123,"[""Yet I still couldn't throw away\nmy prototype."", '', '', '', '', '', '', '', '', '', '', '']"
133758,0,"[""Part of me didn't want to let it go."", '', '', '', '', '', '', '', '', '', '', '']"
133759,76125,"[""And that's exactly why I'm in\nthis mess."", '', '', '', '', '', '', '', '', '', '', '']"
133760,76100,"['Do you think I deserve to be called\na hero?', '', '', '', '', '', '', '', '', '', '', '']"
133761,0,"[""Because I don't. I don't deserve to\nhave those kids looking up to me."", '', '', '', '', '', '', '', '', '', '', '']"
133762,76113,"['...Everyone makes mistakes?', '', '', '', '', '', '', '', '', '', '', '']"
133763,0,"['And what matters is what we do after?', '', '', '', '', '', '', '', '', '', '', '']"
133764,76130,"['Heh. You might be right about that.', '', '', '', '', '', '', '', '', '', '', '']"
133765,0,"[""I always thought a hero was someone\nwho didn't make any mistakes."", '', '', '', '', '', '', '', '', '', '', '']"
133766,76106,"[""But I was wrong. It's someone who\nacknowledges and faces their\npast misdoings."", '', '', '', '', '', '', '', '', '', '', '']"
133767,76137,"['Hey, thanks for that. Worked better\nthan a whack upside the head!', '', '', '', '', '', '', '', '', '', '', '']"
133768,76169,"[""I'm gonna face my mistakes and\nsettle thing with Nanaiya."", '', '', '', '', '', '', '', '', '', '', '']"
133769,16013,"['Ngh... ARRRGH!\nMy...body is...!', '', '', '', '', '', '', '', '', '', '', '']"
133770,73531,"['Well, well... What an utterly fascinating\nreaction.', '', '', '', '', '', '', '', '', '', '', '']"
133771,73576,"[""How lovely it is to work with human\nsubjects! I'm improving my formula\nfar faster than I would have otherwise!"", '', '', '', '', '', '', '', '', '', '', '']"
133772,73596,"['Proof that ""ethics"" are no more than\nan absurd hindrance on the advancement\nof medicine!', '', '', '', '', '', '', '', '', '', '', '']"
133773,0,"['*wheeze* *pant*', '', '', '', '', '', '', '', '', '', '', '']"
133774,0,"[""Hm, the body can't seem to endure\nsuch swelling of the muscles. Now to\nfind a solution... Heh heh."", '', '', '', '', '', '', '', '', '', '', '']"
133775,73557,"['Oh! What if I add a component to\nmitigate the swelling? And if my\ncalculations are correct...then...!', '', '', '', '', '', '', '', '', '', '', '']"
133776,73611,"[""I'm so close... So close to perfecting\nyour prototype."", '', '', '', '', '', '', '', '', '', '', '']"
133777,73577,"['So close to achieving the perfection that you\ncould not!', '', '', '', '', '', '', '', '', '', '', '']"
133778,0,"['Unlike you, I do not make mistakes!', '', '', '', '', '', '', '', '', '', '', '']"
133779,73582,"['No, I do not <i>fear</> mistakes!', '', '', '', '', '', '', '', '', '', '', '']"
140805,73589,"['Look forward to my creation, Gertrude.\nHahaha!', '', '', '', '', '', '', '', '', '', '', '']"
133780,76163,"[""I've got a bad feeling. The Scarlet\nScars have been way too quiet."", '', '', '', '', '', '', '', '', '', '', '']"
133781,76164,"['It seems like Nanaiya alone runs\ntheir little organization...', '', '', '', '', '', '', '', '', '', '', '']"
133782,0,"['What if it were no more than\na means to build capital?', '', '', '', '', '', '', '', '', '', '', '']"
133783,0,"['After all, I fought in the arena for\nthe same reason.', '', '', '', '', '', '', '', '', '', '', '']"
133784,76107,"[""But if so, their lack of activity means\nthat Nanaiya's managed to complete\nwhatever he was working on..."", '', '', '', '', '', '', '', '', '', '', '']"
133785,73349,"[""Excuse me, ma'am!\nYou're Gertrude, aren't you?"", '', '', '', '', '', '', '', '', '', '', '']"
133786,0,"['I was asked to deliver this letter to you.', '', '', '', '', '', '', '', '', '', '', '']"
133787,76158,"['You were? By who?', '', '', '', '', '', '', '', '', '', '', '']"
133788,73435,"[""I didn't get his name. An intelligent-\nlooking man, rather buoyant."", '', '', '', '', '', '', '', '', '', '', '']"
133789,76115,"[""It couldn't be Nanaiya, could it?\nI need to read this..."", '', '', '', '', '', '', '', '', '', '', '']"
133790,76134,"[""Son of a...!\nI'll snap him in two!"", '', '', '', '', '', '', '', '', '', '', '']"
133791,0,"['That scum has kidnapped the children!', '', '', '', '', '', '', '', '', '', '', '']"
133792,76194,"[""He's got them in Whitesand Cave!\nCome on!"", '', '', '', '', '', '', '', '', '', '', '']"
133793,76204,"['Nanaiya!', '', '', '', '', '', '', '', '', '', '', '']"
133794,73564,"['Well, well, you certainly got here quickly.\nWelcome to my grand unveiling!', '', '', '', '', '', '', '', '', '', '', '']"
133795,76193,"[""Shut up! I've heard more than enough\nof your babble!"", '', '', '', '', '', '', '', '', '', '', '']"
133796,73576,"[""Heh heh. I see your friend is better at keeping\ntheir cool. Advisable, given that my men hold\nthe children's lives in their hands."", '', '', '', '', '', '', '', '', '', '', '']"
133797,15414,"['*sniffle* Gertrude!', '', '', '', '', '', '', '', '', '', '', '']"
133798,15380,"[""I'm so scared!"", '', '', '', '', '', '', '', '', '', '', '']"
133799,76134,"['Hrgh!', '', '', '', '', '', '', '', '', '', '', '']"
133800,73611,"[""Now, let's chat about why I called\nyou here."", '', '', '', '', '', '', '', '', '', '', '']"
133801,0,"['Behold, my greatest creation at long last\ncome to fruition: the most powerful human\nenhancement elixir ever made!', '', '', '', '', '', '', '', '', '', '', '']"
133802,73576,"[""I'd like to field test it—against you."", '', '', '', '', '', '', '', '', '', '', '']"
133803,76116,"[""Are you kidding me!?\nThat's what this is about!?"", '', '', '', '', '', '', '', '', '', '', '']"
133804,73584,"[""It's a truly wonderful thing! As\nan apothecary yourself, surely\nyou must understand."", '', '', '', '', '', '', '', '', '', '', '']"
133805,0,"['Your prototype was filled with\nunmatched potential.', '', '', '', '', '', '', '', '', '', '', '']"
133806,73564,"['And thus I had to create this in order\nto see that potential realized, Gertrude!', '', '', '', '', '', '', '', '', '', '', '']"
133807,76117,"['Wait a minute...', '', '', '', '', '', '', '', '', '', '', '']"
133808,76136,"[""It can't be...\nIs that a scarlet elixir!?"", '', '', '', '', '', '', '', '', '', '', '']"
133809,73670,"[""Oh, it's not just any scarlet elixir! This is a\nvery special, much-improved version of\nmy own design!"", '', '', '', '', '', '', '', '', '', '', '']"
133810,0,"[""And with that, it's time to demonstrate\njust how much I have surpassed you as\nan apothecary!"", '', '', '', '', '', '', '', '', '', '', '']"
133811,76222,"['Tch. Yet another reason I need to\nput you down.', '', '', '', '', '', '', '', '', '', '', '']"
133812,78018,"[""It's fine. I won't lose to this scum. I'm\ngoing to beat him to within an inch of\nhis life and then save the kids!"", '', '', '', '', '', '', '', '', '', '', '']"
133813,73566,"[""Precisely what I was hoping you'd say!"", '', '', '', '', '', '', '', '', '', '', '']"
133814,0,"['On that note, let the grand unveiling\ncommence!', '', '', '', '', '', '', '', '', '', '', '']"
133815,73578,"['Heh heh... HAHAHAHA!\nPower... Such power!', '', '', '', '', '', '', '', '', '', '', '']"
133816,76225,"['Hngh! It took everything I had to block that!', '', '', '', '', '', '', '', '', '', '', '']"
133817,0,"['Well, well, is that the best you can do?\nNot such a big deal after all!', '', '', '', '', '', '', '', '', '', '', '']"
133818,0,"['Gertrude!', '', '', '', '', '', '', '', '', '', '', '']"
133819,76223,"['Ngah!', '', '', '', '', '', '', '', '', '', '', '']"
133820,73565,"[""I surpass you in strength and speed!\nAnd I've done away with the pesky\nside effect of driving one mad!"", '', '', '', '', '', '', '', '', '', '', '']"
133821,0,"['A willingness to risk mistakes is\nwhat leads to progress—and glory!', '', '', '', '', '', '', '', '', '', '', '']"
133822,73576,"['I am the victor, Gertrude! You will\nno longer posture as a hero!', '', '', '', '', '', '', '', '', '', '', '']"
133823,76222,"[""I guess...you're right."", '', '', '', '', '', '', '', '', '', '', '']"
133824,15408,"[""No, Gertrude!\nDon't listen to him!"", '', '', '', '', '', '', '', '', '', '', '']"
133825,17397,"['Shut it, brats!\nAnd stay still!', '', '', '', '', '', '', '', '', '', '', '']"
133826,15406,"[""No! You're a hero, Gertrude!\nDon't lose to that meanie!"", '', '', '', '', '', '', '', '', '', '', '']"
133827,15356,"[""Yeah! Don't give up, Gertrude!"", '', '', '', '', '', '', '', '', '', '', '']"
133828,0,"[""You're our hero! We know you're not\ngoing to lose!"", '', '', '', '', '', '', '', '', '', '', '']"
133829,76135,"[""I... You're right!"", '', '', '', '', '', '', '', '', '', '', '']"
133830,73596,"['*sigh* Platitudes about perseverance?\nIgnorant children.', '', '', '', '', '', '', '', '', '', '', '']"
133831,76131,"[""They're right. Hah.\nIt's so plain to see."", '', '', '', '', '', '', '', '', '', '', '']"
133832,0,"['How to wield a dangerous power...\nHow to right my own wrongs...', '', '', '', '', '', '', '', '', '', '', '']"
133833,76149,"['Facing these matters head on is\nwhat makes somebody a hero!', '', '', '', '', '', '', '', '', '', '', '']"
133834,73586,"[""What the...!? I didn't think you had\nthat kind of strength!"", '', '', '', '', '', '', '', '', '', '', '']"
133835,76234,"['HRAAAH!', '', '', '', '', '', '', '', '', '', '', '']"
133836,0,"['Whoa!', '', '', '', '', '', '', '', '', '', '', '']"
133837,0,"['Boss!', '', '', '', '', '', '', '', '', '', '', '']"
133838,17400,"['Agh!', '', '', '', '', '', '', '', '', '', '', '']"
133839,73579,"['Blast it!', '', '', '', '', '', '', '', '', '', '', '']"
133840,76125,"[""I'm done playing along with your stupid\nlittle farce, Nanaiya."", '', '', '', '', '', '', '', '', '', '', '']"
133841,73578,"['Heh heh... Hahaha!\nVery well, then!', '', '', '', '', '', '', '', '', '', '', '']"
133842,0,"[""We'll crush you and prove the\nsuperiority of my drug and\nour strength!"", '', '', '', '', '', '', '', '', '', '', '']"
133843,76186,"[""Go ahead and try! I'll beat some\nmorals into you, you sad excuse for\nan apothecary!"", '', '', '', '', '', '', '', '', '', '', '']"
133844,73597,"['Argh!', '', '', '', '', '', '', '', '', '', '', '']"
133845,76195,"[""It's over, scum. You're going to pay\ndearly for involving these kids in\nyour little scheme."", '', '', '', '', '', '', '', '', '', '', '']"
133846,73578,"['Heh... Hahahaha!', '', '', '', '', '', '', '', '', '', '', '']"
133847,73580,"[""Don't make me laugh! As if a genius\napothecary of my stature would see\nhis ambitions end here!"", '', '', '', '', '', '', '', '', '', '', '']"
133848,0,"['My work is perfection itself! Behold!\nI feel not even the slightest p...pai...', '', '', '', '', '', '', '', '', '', '', '']"
133849,73599,"['Ngh... What!? The pain!\nIt hurts so bad! Aaagh!!!', '', '', '', '', '', '', '', '', '', '', '']"
133850,0,"[""Must be a side effect! Looks like your\nconcoction wasn't perfected at all!"", '', '', '', '', '', '', '', '', '', '', '']"
133851,76125,"['And now you shall reap what you sowed.', '', '', '', '', '', '', '', '', '', '', '']"
133852,73598,"[""No... NOOO! I don't...\nI don't want to die! Ngh!"", '', '', '', '', '', '', '', '', '', '', '']"
133853,76117,"[""Relax. Scum though you might be,\nI won't let you die."", '', '', '', '', '', '', '', '', '', '', '']"
133854,0,"[""I'm an apothecary, after all. I'll get\nyou fixed up—and then you'll face\njudgment."", '', '', '', '', '', '', '', '', '', '', '']"
133855,15405,"[""Gertrude, you're the best!"", '', '', '', '', '', '', '', '', '', '', '']"
133856,15373,"['Yeah, that was incredible!', '', '', '', '', '', '', '', '', '', '', '']"
133857,15308,"[""That's why you're our hero!"", '', '', '', '', '', '', '', '', '', '', '']"
133858,76131,"['Hehe. Not quite.', '', '', '', '', '', '', '', '', '', '', '']"
133859,0,"[""You know why I'm able to be a hero?\nBecause you make me one."", '', '', '', '', '', '', '', '', '', '', '']"
133860,76137,"['Thanks for your help. I was lucky\nto have you on my side.', '', '', '', '', '', '', '', '', '', '', '']"
133861,76130,"['And not just you.\nThose kids saved me, too.', '', '', '', '', '', '', '', '', '', '', '']"
133862,0,"['I can approach my life as an apothecary\nwith a brand-new attitude now.', '', '', '', '', '', '', '', '', '', '', '']"
133863,76103,"[""Helping people, taking pride and joy\nin the work... That's what really matters."", '', '', '', '', '', '', '', '', '', '', '']"
133864,0,"[""So long as I keep those ideals burning\nwithin me, I won't end up like Nanaiya."", '', '', '', '', '', '', '', '', '', '', '']"
133865,76168,"[""You've still got a journey ahead of you,\nyeah? I'll come along, too."", '', '', '', '', '', '', '', '', '', '', '']"
133866,76191,"['Helping people around the world\nsounds pretty okay to me.', '', '', '', '', '', '', '', '', '', '', '']"
133867,76132,"['As an apothecary, and as a hero!', '', '', '', '', '', '', '', '', '', '', '']"
131919,32122,"[""Dammit, I can't believe I have to keep\nrunning like this."", '', '', '', '', '', '', '', '', '', '', '']"
131920,32095,"['Oh! Hey, you there!', '', '', '', '', '', '', '', '', '', '', '']"
131921,70348,"['Yes, you! Perfect timing.', '', '', '', '', '', '', '', '', '', '', '']"
131922,32093,"['My name is Molu...', '', '', '', '', '', '', '', '', '', '', '']"
131923,32130,"[""And I need your help! I'm in big trouble!"", '', '', '', '', '', '', '', '', '', '', '']"
131924,32095,"[""Hey, it's you! Perfect timing."", '', '', '', '', '', '', '', '', '', '', '']"
131925,32130,"[""I need your help! I'm in big trouble!"", '', '', '', '', '', '', '', '', '', '', '']"
131926,32150,"[""I've recently had some trouble with...uh,\nwell, an oddball, and I'm at my wit's end!"", '', '', '', '', '', '', '', '', '', '', '']"
131927,0,"['I want <i>you</> to get him to go away.', '', '', '', '', '', '', '', '', '', '', '']"
131928,16250,"['Who are you calling an ""oddball,"" Molu?', '', '', '', '', '', '', '', '', '', '', '']"
131929,32193,"[""Ack! He's here!"", '', '', '', '', '', '', '', '', '', '', '']"
131930,32191,"[""Gozlo! Is there anywhere you won't\nfollow me?"", '', '', '', '', '', '', '', '', '', '', '']"
131931,16230,"[""Like I have any choice! It's my job."", '', '', '', '', '', '', '', '', '', '', '']"
131932,0,"[""You're the one who hasn't paid up yet.\nYou still owe me for this month."", '', '', '', '', '', '', '', '', '', '', '']"
131933,32121,"[""Bahaha! Can't give you money I don't\nhave! That's one of the harsh realities\nof the world."", '', '', '', '', '', '', '', '', '', '', '']"
131934,16235,"[""*sigh* I can't argue with you there."", '', '', '', '', '', '', '', '', '', '', '']"
131935,32114,"[""But don't worry, Gozlo! My money\ntroubles are about to be over!"", '', '', '', '', '', '', '', '', '', '', '']"
131936,16240,"['Is this about that the caits?', '', '', '', '', '', '', '', '', '', '', '']"
131937,0,"[""That's right! I'm gonna capture one alive!"", '', '', '', '', '', '', '', '', '', '', '']"
131938,32120,"[""And once I do, I'll be loaded!\nBahaha!"", '', '', '', '', '', '', '', '', '', '', '']"
131939,32158,"[""It'll be no trouble at all for me, Molu,\n<i>the</> authority on cait studies!"", '', '', '', '', '', '', '', '', '', '', '']"
131940,16235,"['Yeah, I heard that one last week, too.\nSo when am I getting my money?', '', '', '', '', '', '', '', '', '', '', '']"
131941,0,"[""Have a little patience! After all,\nthere's a time for all things!"", '', '', '', '', '', '', '', '', '', '', '']"
131942,32161,"['In fact, I was just about to go and\ncapture one now!', '', '', '', '', '', '', '', '', '', '', '']"
131943,16239,"['*sigh* Fine, fine.', '', '', '', '', '', '', '', '', '', '', '']"
131944,0,"['Hey, you. I hate to ask, but you mind\ndoing me a favor and sticking with her?', '', '', '', '', '', '', '', '', '', '', '']"
131945,0,"[""I'm a debt collector, and if I don't collect what\nMolu owes, my boss is going to really let me\nhave it."", '', '', '', '', '', '', '', '', '', '', '']"
131946,0,"['Can you keep an eye on her and make sure\nshe actually captures one of those caits?', '', '', '', '', '', '', '', '', '', '', '']"
131947,16238,"[""I appreciate it. Must have the Sacred\nFlame's guidance to thank for this."", '', '', '', '', '', '', '', '', '', '', '']"
131948,0,"[""Anyways, I'll be counting on you to pull this\noff, Molu."", '', '', '', '', '', '', '', '', '', '', '']"
131949,32154,"[""I get it. He assigned me an assistant, but\nhe's pretending they're my chaperone."", '', '', '', '', '', '', '', '', '', '', '']"
131950,32099,"[""That Gozlo's a thoughtful guy."", '', '', '', '', '', '', '', '', '', '', '']"
131951,80457,"[""Well then, without further ado, let's set off for\nthe Finesand Ruins."", '', '', '', '', '', '', '', '', '', '', '']"
131952,80456,"[""There are some ancient ruins up ahead.\nAnd that's where we'll catch the cait."", '', '', '', '', '', '', '', '', '', '', '']"
131953,32097,"['Why here, you ask? Heh heh.\nExcellent question.', '', '', '', '', '', '', '', '', '', '', '']"
131954,0,"['Since caits can be elusive, finding them\nis a real task.', '', '', '', '', '', '', '', '', '', '', '']"
131955,32100,"['But as the authority on cait studies,\nI possess some valuable knowledge.', '', '', '', '', '', '', '', '', '', '', '']"
131956,32151,"['There are a number of theories regarding\ncait vocalizations.', '', '', '', '', '', '', '', '', '', '', '']"
131957,0,"['One academic has observed that these\nsounds are remarkably similar to\nan ancient language.', '', '', '', '', '', '', '', '', '', '', '']"
131958,0,"['The language once spoken by a people who,\nat this time of year, performed a ritual in\nthese very ruins.', '', '', '', '', '', '', '', '', '', '', '']"
131959,32150,"['A ritual which is said to have been\nattended not only by men, but by caits\nand birdkin as well.', '', '', '', '', '', '', '', '', '', '', '']"
131960,32152,"[""And if that's the case—there's a really good\nchance that they'll show up around here!"", '', '', '', '', '', '', '', '', '', '', '']"
131961,32120,"['Heh heh. We just have to figure out where,\nand then use this trap to catch one!', '', '', '', '', '', '', '', '', '', '', '']"
131962,32098,"[""Of course, of course. I'm the authority on\ncait studies, after all!"", '', '', '', '', '', '', '', '', '', '', '']"
131963,0,"[""For someone like me, this cheap little trap\nisn't even really necessary!"", '', '', '', '', '', '', '', '', '', '', '']"
131964,0,"[""It's just in the interest of making\nabsolutely sure this goes off without\na hitch."", '', '', '', '', '', '', '', '', '', '', '']"
131965,80455,"[""So c'mon, let's head in and set this up."", '', '', '', '', '', '', '', '', '', '', '']"
131966,80456,"['Should be perfect right here.', '', '', '', '', '', '', '', '', '', '', '']"
131967,0,"['...There we go.', '', '', '', '', '', '', '', '', '', '', '']"
131968,32137,"['And now we wait.', '', '', '', '', '', '', '', '', '', '', '']"
131969,32120,"[""Hehe, I'm so excited!"", '', '', '', '', '', '', '', '', '', '', '']"
131970,0,"['......', '', '', '', '', '', '', '', '', '', '', '']"
131971,32147,"['...When is one going to show up?', '', '', '', '', '', '', '', '', '', '', '']"
131972,32167,"['Soon, my friend, soon.\nThese things require patience.', '', '', '', '', '', '', '', '', '', '', '']"
131973,32149,"['......', '', '', '', '', '', '', '', '', '', '', '']"
131974,0,"['Not one cait...', '', '', '', '', '', '', '', '', '', '', '']"
131975,32150,"[""Hrm. Maybe they're busy today."", '', '', '', '', '', '', '', '', '', '', '']"
131976,0,"['Huh? What!?', '', '', '', '', '', '', '', '', '', '', '']"
131977,32113,"[""It's a cait!"", '', '', '', '', '', '', '', '', '', '', '']"
131978,80464,"[""It's so fluffy! More than I ever imagined!"", '', '', '', '', '', '', '', '', '', '', '']"
131979,80465,"[""I'm not letting you get away! I'm gonna\ncatch you and pat that fluffy little head\nof yours!"", '', '', '', '', '', '', '', '', '', '', '']"
131980,32220,"['No time for lollygagging!\nWe gotta grab it!', '', '', '', '', '', '', '', '', '', '', '']"
131981,0,"['To the trap, quick!', '', '', '', '', '', '', '', '', '', '', '']"
131982,32168,"[""Hehehe... There's no escape!"", '', '', '', '', '', '', '', '', '', '', '']"
131983,80455,"['And now the time has come for me to\npat that gorgeous fluff of yours!', '', '', '', '', '', '', '', '', '', '', '']"
131984,32116,"[""Okay, perfect... It's right near the trap..."", '', '', '', '', '', '', '', '', '', '', '']"
131985,0,"['Uh, what?', '', '', '', '', '', '', '', '', '', '', '']"
131986,32206,"['No... My sweet fluff...gone...', '', '', '', '', '', '', '', '', '', '', '']"
131987,0,"['......', '', '', '', '', '', '', '', '', '', '', '']"
131988,80444,"['Bahaha! Truly you are my worthy\nrival, cait!', '', '', '', '', '', '', '', '', '', '', '']"
131989,32115,"['It saw right through my trap and avoided it.\nAbsolutely brilliant!', '', '', '', '', '', '', '', '', '', '', '']"
131990,32139,"[""Yeah, I figured a cheap old trap like this\nwouldn't actually work."", '', '', '', '', '', '', '', '', '', '', '']"
131991,0,"['......', '', '', '', '', '', '', '', '', '', '', '']"
132510,80455,"[""Let's head back to town for now."", '', '', '', '', '', '', '', '', '', '', '']"
131992,16256,"[""Molu! Uh, how'd it go?"", '', '', '', '', '', '', '', '', '', '', '']"
131993,32164,"['Listen up, Gozlo! My research was correct!', '', '', '', '', '', '', '', '', '', '', '']"
131994,0,"[""We've uncovered some of the secrets of\ncait ecology!"", '', '', '', '', '', '', '', '', '', '', '']"
131995,16259,"[""Whoa! That's really something!"", '', '', '', '', '', '', '', '', '', '', '']"
131996,0,"[""So where's the cait?"", '', '', '', '', '', '', '', '', '', '', '']"
131997,32096,"['Well, we managed to spot one and\ndraw it right near the trap!', '', '', '', '', '', '', '', '', '', '', '']"
131998,16242,"['Yeah? Go on.', '', '', '', '', '', '', '', '', '', '', '']"
131999,32149,"['......', '', '', '', '', '', '', '', '', '', '', '']"
132000,0,"[""Oh, that's it."", '', '', '', '', '', '', '', '', '', '', '']"
132001,16250,"[""What's it?"", '', '', '', '', '', '', '', '', '', '', '']"
132002,0,"['I tell you, we were <i>this</> close!\n<i>This</> close.', '', '', '', '', '', '', '', '', '', '', '']"
132003,0,"['We were one breath away from catching it,\nright?', '', '', '', '', '', '', '', '', '', '', '']"
132004,16239,"[""...So you didn't catch it?"", '', '', '', '', '', '', '', '', '', '', '']"
132005,32099,"['Yeah, I guess if you want to get academic\nabout it, you could say that.', '', '', '', '', '', '', '', '', '', '', '']"
132006,16235,"['*sigh* Molu, please.', '', '', '', '', '', '', '', '', '', '', '']"
132007,0,"['I really need you to pay that debt.', '', '', '', '', '', '', '', '', '', '', '']"
132008,32219,"[""Worry not, Gozlo! I've learned a bunch\nabout their habits!"", '', '', '', '', '', '', '', '', '', '', '']"
132009,0,"[""So much so that next time, I'll be able to\ncapture one for sure—maybe even three!"", '', '', '', '', '', '', '', '', '', '', '']"
132010,16250,"['Three? Really?', '', '', '', '', '', '', '', '', '', '', '']"
132011,32161,"['Oh yeah, you better believe it!\nBahaha!', '', '', '', '', '', '', '', '', '', '', '']"
132012,0,"['Three, huh? With each one worth\na fortune...', '', '', '', '', '', '', '', '', '', '', '']"
132013,16233,"[""Yeah, okay, but you better deliver!\nGo get 'em, Molu!"", '', '', '', '', '', '', '', '', '', '', '']"
132014,32147,"[""Come on, why are you looking at me like\nthat? You don't think I can do it?"", '', '', '', '', '', '', '', '', '', '', '']"
132015,0,"[""Whatever. I've just gotta make sure\nI catch the next one!"", '', '', '', '', '', '', '', '', '', '', '']"
132016,32121,"[""Guess I'm broke till then! Bahaha!"", '', '', '', '', '', '', '', '', '', '', '']"
132017,16245,"[""We're gonna have a problem if you don't get it\ndone this time, Molu. You know that, right?"", '', '', '', '', '', '', '', '', '', '', '']"
132018,32150,"['Yeah, I do. But...', '', '', '', '', '', '', '', '', '', '', '']"
132019,16232,"['Hey, bit of friendly advice. Use this trap.', '', '', '', '', '', '', '', '', '', '', '']"
132020,0,"['All the hunters are praising its new design.\nOnce its jaws clamp down, nothing can\nget out of this thing!', '', '', '', '', '', '', '', '', '', '', '']"
132021,16259,"['Not even a cait!', '', '', '', '', '', '', '', '', '', '', '']"
132022,32123,"['Great...', '', '', '', '', '', '', '', '', '', '', '']"
132023,16260,"[""You'll have your fortune in no time!\nAnd I'll be waiting to collect."", '', '', '', '', '', '', '', '', '', '', '']"
132024,0,"[""I'm counting on you!"", '', '', '', '', '', '', '', '', '', '', '']"
132025,32149,"[""...Oh, it's you."", '', '', '', '', '', '', '', '', '', '', '']"
132026,0,"['That halfwit Gozlo was still rambling on\nabout capturing the caits.', '', '', '', '', '', '', '', '', '', '', '']"
132027,0,"['Eh, I was ready to head out anyways.', '', '', '', '', '', '', '', '', '', '', '']"
132028,32162,"[""It's time to make some cash!\nGonna capture me a cait!"", '', '', '', '', '', '', '', '', '', '', '']"
132029,80457,"[""So c'mon, let's go!\nThe Finesand Ruins await!"", '', '', '', '', '', '', '', '', '', '', '']"
132030,80457,"['This is the spot.', '', '', '', '', '', '', '', '', '', '', '']"
132031,0,"[""I'll go ahead and set the trap I got from\nGozlo. Might as well make use of it."", '', '', '', '', '', '', '', '', '', '', '']"
132032,32149,"['......', '', '', '', '', '', '', '', '', '', '', '']"
132033,32151,"[""This trap... It's a so-called bear trap..."", '', '', '', '', '', '', '', '', '', '', '']"
132034,0,"[""It could easily take a cait's leg right off."", '', '', '', '', '', '', '', '', '', '', '']"
132035,0,"['Or end up killing it...', '', '', '', '', '', '', '', '', '', '', '']"
132036,32150,"['......', '', '', '', '', '', '', '', '', '', '', '']"
132037,32147,"[""Huh? What's up?"", '', '', '', '', '', '', '', '', '', '', '']"
132038,80466,"['What? Caits? Where? Where!?', '', '', '', '', '', '', '', '', '', '', '']"
