m_id,m_Repeat,m_HoldTime,m_AvailTime,m_Animations,m_PlayTimes,m_PlayRates,m_Effects,m_InvokeTimes,m_EffectLayout,m_OffsetsH,m_OffsetsV,m_Sounds,m_SoundTimes,m_Voices1,m_Voices2,m_Voices3,m_VoiceTimes,m_Texts,m_TextTime,m_CharaVisibility,m_VisibilityTarget,m_VisibilityStartTime
20725,1,1.399999976158142,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 478, 381]","[0.20000000298023224, 0.30000001192092896, 0.6000000238418579]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, -9999.0]","[218, 795, 0]","[0.20000000298023224, 0.30000001192092896, 0.0]","[1001, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20726,1,0.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 478, 381]","[0.0, 0.10000000149011612, 0.30000001192092896]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, -9999.0]","[218, 795, 0]","[0.0, 0.30000001192092896, 0.0]","[1038, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20727,1,1.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[140, 0, 0]","[0.0, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.0, 0.0, 0.0]","[1025, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20728,1,1.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[141, 0, 0]","[0.0, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.0, 0.0, 0.0]","[1025, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20729,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 420, 657]","[0.20000000298023224, 0.30000001192092896, 0.6000000238418579]","[204, 1, 204]","[0.0, 0.0, 0.0]","[125.0, 0.0, 0.0]","[218, 244, 0]","[0.20000000298023224, 0.5, 0.0]","[1016, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20731,1,0.6000000238418579,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 133, 0]","[0.20000000298023224, 0.30000001192092896, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[218, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[1029, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20732,1,1.7999999523162842,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[368, 381, 657]","[0.20000000298023224, 0.30000001192092896, 0.6000000238418579]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, -9999.0]","[795, 244, 0]","[0.30000001192092896, 0.5, 0.0]","[1042, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20733,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 133, 0]","[0.20000000298023224, 0.30000001192092896, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[218, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20734,1,1.0,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[141, 141, 0]","[0.30000001192092896, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[243, 243, 0]","[0.30000001192092896, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20735,1,1.399999976158142,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 488, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[738, 742, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20736,1,1.399999976158142,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 489, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[738, 742, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20737,1,1.7999999523162842,1.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[372, 397, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[672, 801, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20738,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[37, 150, 0]","[0.30000001192092896, 0.699999988079071, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[532, 240, 0]","[0.30000001192092896, 0.699999988079071, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20739,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[37, 150, 0]","[0.30000001192092896, 0.699999988079071, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[532, 240, 0]","[0.30000001192092896, 0.699999988079071, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20740,1,1.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[142, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[204, 1, 204]","[-50.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20741,1,4.0,0.30000001192092896,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[402, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 1, 204]","[-50.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[803, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20742,1,4.0,2.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[372, 74, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[672, 802, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20743,1,3.0,1.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[333, 0, 0]","[0.0, 0.0, 0.0]","[204, 4, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[763, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20744,1,0.0,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20745,1,0.0,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20746,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 133, 0]","[0.20000000298023224, 0.30000001192092896, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[218, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20747,1,1.399999976158142,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 1142, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 740, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20748,1,1.399999976158142,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 1142, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 740, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20749,1,0.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[46, 0, 0]","[0.0, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[498, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20750,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[1201, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 4, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[219, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20751,1,0.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[46, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[498, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20752,1,0.0,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[142, 0, 0]","[0.0, 0.0, 0.0]","[204, 1, 204]","[9999.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20753,1,1.2000000476837158,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[142, 0, 0]","[0.0, 0.0, 0.0]","[204, 1, 204]","[9999.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[593, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20754,1,0.0,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[142, 0, 0]","[0.0, 0.0, 0.0]","[204, 1, 204]","[9999.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20755,1,1.2000000476837158,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[142, 0, 0]","[0.0, 0.0, 0.0]","[204, 1, 204]","[9999.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[593, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20756,1,1.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[142, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[204, 1, 204]","[-50.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20757,1,4.0,0.30000001192092896,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[402, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 1, 204]","[-50.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[803, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20758,1,1.399999976158142,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 489, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[738, 740, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20759,1,3.0,1.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[333, 0, 0]","[0.0, 0.0, 0.0]","[204, 4, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[763, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20760,1,0.0,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20761,1,0.0,0.0,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[204, 0, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20762,1,1.2000000476837158,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 133, 0]","[0.20000000298023224, 0.30000001192092896, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[218, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20763,1,1.399999976158142,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 1155, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 219, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20764,1,1.399999976158142,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 1155, 0]","[0.0, 0.30000001192092896, 0.5]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 219, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20765,1,1.399999976158142,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 1173, 0]","[0.0, 0.30000001192092896, 0.5]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 219, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20766,1,1.7999999523162842,0.30000001192092896,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[144, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20767,1,1.7999999523162842,0.30000001192092896,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[144, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
20768,1,1.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[142, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[204, 1, 204]","[-50.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
