m_id,m_PoisonX,m_PoisonY,m_BleedX,m_BleedY,m_SilenceX,m_SilenceY,m_SleepX,m_SleepY,m_PalalysisX,m_PalalysisY,m_FearX,m_FearY,m_WasteX,m_WasteY,m_DarknessX,m_DarknessY,m_HeadacheX,m_HeadacheY,m_EnergyDrainX,m_EnergyDrainY,m_RegenerateX,m_RegenerateY,m_ProvokeX,m_ProvokeY,m_CounterX,m_CounterY,m_InterceptX,m_InterceptY,m_PerfectInterceptScale,m_BreakX,m_BreakY,m_CountDownX,m_CountDownY
170,0.0,270.0,-10.0,100.0,0.0,0.0,35.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,230.0,0.0,0.0
171,0.0,270.0,-10.0,100.0,0.0,0.0,35.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,230.0,0.0,0.0
172,0.0,270.0,-10.0,100.0,0.0,0.0,35.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,230.0,0.0,0.0
173,0.0,270.0,-10.0,100.0,0.0,0.0,35.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,230.0,0.0,0.0
204,60.0,290.0,25.0,110.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
174,0.0,280.0,60.0,250.0,0.0,0.0,200.0,320.0,0.0,50.0,0.0,0.0,0.0,0.0,170.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,350.0,0.0,0.0
175,0.0,250.0,20.0,240.0,0.0,0.0,85.0,280.0,0.0,20.0,0.0,0.0,0.0,0.0,55.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,320.0,0.0,0.0
176,0.0,250.0,30.0,180.0,0.0,0.0,85.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,230.0,0.0,0.0
177,10.0,380.0,30.0,300.0,0.0,0.0,50.0,330.0,0.0,100.0,0.0,0.0,0.0,0.0,30.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,360.0,0.0,0.0
178,10.0,380.0,30.0,300.0,0.0,0.0,60.0,330.0,0.0,100.0,0.0,0.0,0.0,0.0,40.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,380.0,0.0,0.0
179,0.0,250.0,60.0,180.0,0.0,0.0,85.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,250.0,0.0,0.0
180,10.0,210.0,20.0,150.0,0.0,0.0,75.0,260.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,280.0,0.0,0.0
181,0.0,200.0,60.0,140.0,0.0,0.0,90.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,210.0,0.0,0.0
185,50.0,500.0,0.0,380.0,0.0,0.0,-50.0,400.0,75.0,200.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-50.0,550.0,0.0,0.0
186,50.0,500.0,-20.0,400.0,0.0,0.0,50.0,350.0,50.0,300.0,0.0,0.0,0.0,0.0,70.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,450.0,0.0,0.0
187,50.0,500.0,60.0,400.0,0.0,0.0,50.0,400.0,50.0,300.0,0.0,0.0,0.0,0.0,50.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,470.0,0.0,0.0
188,50.0,500.0,65.0,495.0,0.0,0.0,150.0,500.0,50.0,200.0,0.0,0.0,0.0,0.0,20.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-50.0,620.0,0.0,0.0
189,50.0,500.0,60.0,400.0,0.0,0.0,150.0,350.0,-100.0,250.0,0.0,0.0,0.0,0.0,90.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,400.0,0.0,0.0
190,50.0,450.0,60.0,450.0,0.0,0.0,250.0,450.0,0.0,200.0,0.0,0.0,0.0,0.0,130.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,550.0,0.0,0.0
191,50.0,500.0,100.0,450.0,0.0,0.0,300.0,450.0,-100.0,200.0,0.0,0.0,0.0,0.0,100.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,580.0,0.0,0.0
192,200.0,400.0,250.0,350.0,0.0,0.0,350.0,200.0,-50.0,200.0,0.0,0.0,0.0,0.0,300.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,320.0,340.0,0.0,0.0
211,60.0,260.0,-5.0,150.0,0.0,0.0,15.0,220.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-20.0,260.0,0.0,0.0
20278,200.0,450.0,400.0,240.0,0.0,0.0,400.0,400.0,0.0,100.0,0.0,0.0,0.0,0.0,400.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0,380.0,0.0,0.0
218,80.0,310.0,130.0,210.0,0.0,0.0,170.0,220.0,0.0,80.0,0.0,0.0,0.0,0.0,160.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,280.0,0.0,0.0
219,0.0,475.0,100.0,320.0,0.0,0.0,200.0,400.0,0.0,100.0,0.0,0.0,0.0,0.0,200.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,500.0,0.0,0.0
20293,-100.0,530.0,110.0,440.0,0.0,0.0,150.0,580.0,-100.0,150.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,610.0,0.0,0.0
20294,0.0,475.0,100.0,360.0,0.0,0.0,180.0,450.0,0.0,100.0,0.0,0.0,0.0,0.0,120.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,520.0,0.0,0.0
10001,120.0,165.0,100.0,-30.0,0.0,0.0,75.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,130.0,0.0,0.0
10002,130.0,250.0,130.0,-20.0,0.0,0.0,145.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,240.0,0.0,0.0
10003,60.0,290.0,15.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10004,60.0,290.0,15.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10005,60.0,290.0,40.0,100.0,0.0,0.0,25.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10006,60.0,290.0,40.0,100.0,0.0,0.0,25.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10007,30.0,250.0,40.0,150.0,0.0,0.0,60.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,230.0,0.0,0.0
10008,30.0,250.0,40.0,150.0,0.0,0.0,60.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,230.0,0.0,0.0
10009,30.0,250.0,40.0,150.0,0.0,0.0,60.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,230.0,0.0,0.0
10010,130.0,250.0,130.0,-20.0,0.0,0.0,145.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,240.0,0.0,0.0
10011,45.0,200.0,15.0,130.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,220.0,0.0,0.0
10012,45.0,200.0,15.0,130.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,220.0,0.0,0.0
10013,50.0,500.0,100.0,450.0,0.0,0.0,190.0,550.0,50.0,300.0,0.0,0.0,0.0,0.0,150.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,580.0,0.0,0.0
10014,0.0,200.0,60.0,140.0,0.0,0.0,90.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,210.0,0.0,0.0
10015,0.0,200.0,15.0,130.0,0.0,0.0,15.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-30.0,240.0,0.0,0.0
10016,0.0,200.0,15.0,130.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,250.0,0.0,0.0
10017,0.0,200.0,60.0,140.0,0.0,0.0,90.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,210.0,0.0,0.0
10018,10.0,500.0,20.0,440.0,0.0,0.0,20.0,550.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-20.0,560.0,0.0,0.0
10019,0.0,230.0,0.0,120.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,0.0,0.0
10020,0.0,230.0,0.0,120.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,0.0,0.0
10021,10.0,220.0,20.0,140.0,0.0,0.0,40.0,250.0,0.0,50.0,0.0,0.0,0.0,0.0,60.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,40.0,0.30000001192092896,40.0,270.0,0.0,0.0
10022,10.0,540.0,20.0,470.0,0.0,0.0,20.0,620.0,0.0,300.0,0.0,0.0,0.0,0.0,20.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-20.0,600.0,0.0,0.0
10023,60.0,260.0,0.0,90.0,0.0,0.0,10.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,260.0,0.0,0.0
10024,0.0,230.0,0.0,120.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,0.0,0.0
10025,0.0,230.0,0.0,120.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,0.0,0.0
10026,80.0,250.0,40.0,100.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
20241,0.0,230.0,0.0,120.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,0.0,0.0
20242,0.0,230.0,0.0,120.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,0.0,0.0
10027,0.0,230.0,0.0,120.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,0.0,0.0
10028,-30.0,540.0,-30.0,470.0,0.0,0.0,0.0,590.0,-60.0,300.0,0.0,0.0,0.0,0.0,-20.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-40.0,580.0,0.0,0.0
10029,80.0,250.0,40.0,100.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10030,160.0,590.0,70.0,430.0,0.0,0.0,100.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,560.0,0.0,0.0
10031,-30.0,540.0,-40.0,460.0,0.0,0.0,0.0,580.0,-60.0,300.0,0.0,0.0,0.0,0.0,-30.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-50.0,560.0,0.0,0.0
10032,60.0,290.0,40.0,100.0,0.0,0.0,25.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10033,10.0,220.0,20.0,140.0,0.0,0.0,40.0,250.0,0.0,50.0,0.0,0.0,0.0,0.0,40.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,250.0,0.0,0.0
10034,10.0,220.0,20.0,140.0,0.0,0.0,40.0,250.0,0.0,50.0,0.0,0.0,0.0,0.0,40.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,250.0,0.0,0.0
10035,60.0,290.0,15.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10036,60.0,290.0,15.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10037,10.0,540.0,0.0,480.0,0.0,0.0,20.0,620.0,0.0,300.0,0.0,0.0,0.0,0.0,20.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,-10.0,600.0,0.0,0.0
10038,60.0,290.0,40.0,100.0,0.0,0.0,25.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10039,80.0,250.0,40.0,100.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10040,180.0,500.0,160.0,350.0,0.0,0.0,175.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,500.0,0.0,0.0
10041,60.0,290.0,25.0,110.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10042,50.0,500.0,80.0,400.0,0.0,0.0,100.0,510.0,50.0,300.0,0.0,0.0,0.0,0.0,80.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,520.0,0.0,0.0
10043,80.0,250.0,40.0,100.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10044,50.0,500.0,100.0,400.0,0.0,0.0,180.0,510.0,50.0,300.0,0.0,0.0,0.0,0.0,170.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,520.0,0.0,0.0
10045,210.0,500.0,190.0,300.0,0.0,0.0,175.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160.0,480.0,0.0,0.0
10046,60.0,290.0,15.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10047,210.0,500.0,190.0,300.0,0.0,0.0,175.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160.0,480.0,0.0,0.0
10048,210.0,500.0,190.0,300.0,0.0,0.0,175.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160.0,480.0,0.0,0.0
10049,-30.0,540.0,-40.0,460.0,0.0,0.0,0.0,580.0,-60.0,300.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-40.0,570.0,0.0,0.0
10050,0.0,230.0,80.0,120.0,0.0,0.0,110.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,210.0,0.0,0.0
10051,0.0,230.0,80.0,120.0,0.0,0.0,110.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,210.0,0.0,0.0
10052,0.0,230.0,80.0,120.0,0.0,0.0,110.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,210.0,0.0,0.0
10053,0.0,230.0,80.0,120.0,0.0,0.0,110.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,210.0,0.0,0.0
10054,45.0,200.0,15.0,130.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,220.0,0.0,0.0
10055,45.0,200.0,15.0,130.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,220.0,0.0,0.0
10056,45.0,200.0,15.0,130.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,220.0,0.0,0.0
10057,50.0,500.0,100.0,400.0,0.0,0.0,160.0,510.0,50.0,300.0,0.0,0.0,0.0,0.0,80.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,520.0,0.0,0.0
10058,20.0,230.0,15.0,110.0,0.0,0.0,25.0,210.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,220.0,0.0,0.0
10059,30.0,200.0,20.0,50.0,0.0,0.0,30.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,160.0,0.0,0.0
10060,80.0,250.0,40.0,100.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10061,65.0,260.0,15.0,90.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10062,0.0,230.0,0.0,120.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,0.0,0.0
10063,50.0,500.0,100.0,450.0,0.0,0.0,190.0,550.0,50.0,300.0,0.0,0.0,0.0,0.0,150.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,580.0,0.0,0.0
10064,0.0,230.0,0.0,120.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,0.0,0.0
10065,0.0,230.0,0.0,120.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,0.0,0.0
10066,60.0,290.0,15.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10067,60.0,290.0,15.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10068,60.0,290.0,15.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10069,60.0,290.0,15.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10070,60.0,290.0,15.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10071,60.0,290.0,15.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
10072,50.0,500.0,100.0,450.0,0.0,0.0,140.0,530.0,50.0,300.0,0.0,0.0,0.0,0.0,130.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,540.0,0.0,0.0
