m_id,m_Label,m_VoiceID,m_JobID,m_UseCount,m_RemainTurn,m_Level,m_FcRank,m_Param,m_EquipAtk,m_ResistID,m_ResistWeapon,m_ResistMagic,m_EnemyTypeID,m_TacticalAssignID,m_SkillsID,m_OrderTexUS,m_OrderTexVS,m_OrderScaleS,m_OrderTexUL,m_OrderTexVL,m_OrderScaleL
10023,GuestNpc_FsT11_W010_1,cc00,6,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 117, 137, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40019,0.0,0.0,1.0,0.0,0.0,1.0
10024,GuestNpc_FsT11_W011_1,cc00,8,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 124, 149, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40020,0.0,0.0,1.0,0.0,0.0,1.0
10376,GuestNpc_FsT11_W011_2,cc00,8,4,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 182, 203, 161, 175, 0, 123, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40020,0.0,0.0,1.0,0.0,0.0,1.0
10025,GuestNpc_FsT11_P006_1,cc00,6,2,1,16,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 134, 152, 119, 129, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40021,0.0,0.0,1.0,0.0,0.0,1.0
10026,GuestNpc_FsT11_F005_1,cc00,8,3,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 115, 135, 0, 79, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40022,0.0,0.0,1.0,0.0,0.0,1.0
10028,GuestNpc_FsT11_W012_1,cc00,3,3,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 117, 137, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40023,0.0,0.0,1.0,0.0,0.0,1.0
10030,GuestNpc_FsT11_P007_1,cc00,6,2,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 149, 155, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40025,0.0,0.0,1.0,0.0,0.0,1.0
10031,GuestNpc_FsT11_P007_2,cc00,6,2,1,50,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 233, 241, 204, 209, 0, 123, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40025,0.0,0.0,1.0,0.0,0.0,1.0
10033,GuestNpc_FsT11_F006_1,cc00,5,3,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 111, 134, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40026,0.0,0.0,1.0,0.0,0.0,1.0
10377,GuestNpc_FsT11_F006_2,cc00,5,2,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 152, 166, 170, 191, 0, 113, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50293,0.0,0.0,1.0,0.0,0.0,1.0
10034,GuestNpc_FsT11_P008_1,cc00,4,3,1,7,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 102, 120, 113, 134, 0, 79, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40027,0.0,0.0,1.0,0.0,0.0,1.0
10035,GuestNpc_FsT11_W014_1,cc00,6,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40028,0.0,0.0,1.0,0.0,0.0,1.0
10434,GuestNpc_UniqueW_FlowerGirl_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 100, 100, 100, 0, 999, 1, 0, 0, 0, 0, 0]",100,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10225,GuestNpc_FsT11_P010_1,cc00,7,2,1,85,10,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 335, 362, 299, 324, 0, 178, 1, 0, 0, 0, 0, 0]",140,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50141,0.0,0.0,1.0,0.0,0.0,1.0
10268,GuestNpc_UniqueF_Piero_1,cc00,1,10,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 146, 153, 128, 137, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50239,0.0,0.0,1.0,0.0,0.0,1.0
10269,GuestNpc_UniqueW_Fra_1,cc00,1,10,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 178, 197, 161, 175, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50239,0.0,0.0,1.0,0.0,0.0,1.0
10298,GuestNpc_UniqueP_Taviani_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",100,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10270,GuestNpc_UniqueP_Rosso_1,cc00,1,10,1,30,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 167, 178, 147, 161, 0, 103, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50239,0.0,0.0,1.0,0.0,0.0,1.0
10044,GuestNpc_SnT11_P001_bar_1,cc00,6,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40034,0.0,0.0,1.0,0.0,0.0,1.0
10045,GuestNpc_SnT11_P002_smt_1,cc00,7,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40035,0.0,0.0,1.0,0.0,0.0,1.0
10046,GuestNpc_SnT11_W001_inn_1,cc00,5,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40036,0.0,0.0,1.0,0.0,0.0,1.0
10047,GuestNpc_SnT11_P003_1,cc00,6,3,1,18,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 121, 131, 139, 147, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40037,0.0,0.0,1.0,0.0,0.0,1.0
10048,GuestNpc_SnT11_F001_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40038,0.0,0.0,1.0,0.0,0.0,1.0
10049,GuestNpc_SnT11_W002_1,cc00,3,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,40039,0.0,0.0,1.0,0.0,0.0,1.0
10050,GuestNpc_SnT11_P004_1,cc00,1,2,1,37,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 170, 189, 153, 168, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40040,0.0,0.0,1.0,0.0,0.0,1.0
10051,GuestNpc_SnT11_W003_1,cc00,5,2,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,123,40041,0.0,0.0,1.0,0.0,0.0,1.0
10052,GuestNpc_SnT11_F002_1,cc00,6,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,40042,0.0,0.0,1.0,0.0,0.0,1.0
10054,GuestNpc_SnT11_P005_1,cc00,8,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,40043,0.0,0.0,1.0,0.0,0.0,1.0
10246,GuestNpc_SnT11_P005_2,cc00,8,4,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 152, 166, 152, 166, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,50294,0.0,0.0,1.0,0.0,0.0,1.0
10055,GuestNpc_SnT11_P006_1,cc00,7,4,1,18,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 142, 152, 121, 131, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40044,0.0,0.0,1.0,0.0,0.0,1.0
10273,GuestNpc_UniqueW_Monalis_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50239,0.0,0.0,1.0,0.0,0.0,1.0
10057,GuestNpc_SnT11_F003_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40046,0.0,0.0,1.0,0.0,0.0,1.0
10058,GuestNpc_SnT11_W005_1,cc00,7,3,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,40047,0.0,0.0,1.0,0.0,0.0,1.0
10059,GuestNpc_SnT11_P007_1,cc00,5,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 115, 129, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,57,40048,0.0,0.0,1.0,0.0,0.0,1.0
10378,GuestNpc_SnT11_P007_2,cc00,5,4,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 161, 175, 183, 196, 0, 123, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,57,40048,0.0,0.0,1.0,0.0,0.0,1.0
10060,GuestNpc_SnT11_F004_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40049,0.0,0.0,1.0,0.0,0.0,1.0
10061,GuestNpc_SnT11_P008_1,cc00,3,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 128, 137, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,169,40050,0.0,0.0,1.0,0.0,0.0,1.0
10062,GuestNpc_SnT11_W006_1,cc00,5,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,40051,0.0,0.0,1.0,0.0,0.0,1.0
10379,GuestNpc_SnT11_W006_2,cc00,5,4,1,42,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 158, 172, 158, 172, 0, 113, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,50295,0.0,0.0,1.0,0.0,0.0,1.0
10063,GuestNpc_SnT11_P009_1,cc00,3,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,40052,0.0,0.0,1.0,0.0,0.0,1.0
10380,GuestNpc_SnT11_P009_2,cc00,3,2,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 152, 166, 152, 166, 0, 113, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,50296,0.0,0.0,1.0,0.0,0.0,1.0
10064,GuestNpc_SnT11_W007_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40053,0.0,0.0,1.0,0.0,0.0,1.0
10248,GuestNpc_SnT11_W007_2,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40053,0.0,0.0,1.0,0.0,0.0,1.0
10065,GuestNpc_SnT11_P010_1,cc00,3,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 79, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,40054,0.0,0.0,1.0,0.0,0.0,1.0
10066,GuestNpc_SnT11_F005_1,cc00,8,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,40055,0.0,0.0,1.0,0.0,0.0,1.0
10067,GuestNpc_SnT11_P011_1,cc00,5,3,1,4,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 99, 117, 120, 137, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40056,0.0,0.0,1.0,0.0,0.0,1.0
10381,GuestNpc_SnT11_P011_2,cc00,5,3,1,37,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 153, 168, 170, 187, 0, 113, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40056,0.0,0.0,1.0,0.0,0.0,1.0
10068,GuestNpc_SnT11_F006_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40057,0.0,0.0,1.0,0.0,0.0,1.0
10069,GuestNpc_SnT11_F007_1,cc00,5,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 121, 151, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40058,0.0,0.0,1.0,0.0,0.0,1.0
10382,GuestNpc_SnT11_F007_2,cc00,5,4,1,42,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 185, 201, 158, 172, 0, 113, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40058,0.0,0.0,1.0,0.0,0.0,1.0
10272,GuestNpc_UniqueP_Dmitry_1,cc00,1,10,1,23,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 141, 155, 126, 135, 0, 93, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50239,0.0,0.0,1.0,0.0,0.0,1.0
10226,GuestNpc_SnT11_P015_1,cc00,6,2,1,85,10,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 336, 362, 299, 324, 0, 178, 1, 0, 0, 0, 0, 0]",140,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50142,0.0,0.0,1.0,0.0,0.0,1.0
10271,GuestNpc_UniqueF_Fina_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50239,0.0,0.0,1.0,0.0,0.0,1.0
10078,GuestNpc_PlT11_F001_bar_1,cc00,2,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40066,0.0,0.0,1.0,0.0,0.0,1.0
10079,GuestNpc_PlT11_P001_smt_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40067,0.0,0.0,1.0,0.0,0.0,1.0
10080,GuestNpc_PlT11_F002_inn_1,cc00,3,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40068,0.0,0.0,1.0,0.0,0.0,1.0
10082,GuestNpc_PlT11_F003_1,cc00,3,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 108, 134, 96, 114, 0, 93, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40069,0.0,0.0,1.0,0.0,0.0,1.0
10383,GuestNpc_PlT11_F003_2,cc00,3,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",100,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40069,0.0,0.0,1.0,0.0,0.0,1.0
10083,GuestNpc_PlT11_W001_1,cc00,7,4,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 113, 134, 0, 79, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,57,40070,0.0,0.0,1.0,0.0,0.0,1.0
10084,GuestNpc_PlT11_W002_1,cc00,7,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,167,40071,0.0,0.0,1.0,0.0,0.0,1.0
10085,GuestNpc_PlT11_F004_1,cc00,2,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,40072,0.0,0.0,1.0,0.0,0.0,1.0
10086,GuestNpc_PlT11_W003_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40073,0.0,0.0,1.0,0.0,0.0,1.0
10087,GuestNpc_PlT11_F005_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40074,0.0,0.0,1.0,0.0,0.0,1.0
10088,GuestNpc_PlT11_W004_1,cc00,6,2,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 116, 134, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40075,0.0,0.0,1.0,0.0,0.0,1.0
10090,GuestNpc_PlT11_P002_1,cc00,7,3,1,9,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 104, 122, 121, 140, 0, 79, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40076,0.0,0.0,1.0,0.0,0.0,1.0
10091,GuestNpc_PlT11_W005_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40077,0.0,0.0,1.0,0.0,0.0,1.0
10092,GuestNpc_PlT11_P003_1,cc00,1,2,1,2,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 117, 131, 97, 115, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40078,0.0,0.0,1.0,0.0,0.0,1.0
10094,GuestNpc_PlT11_F006_1,cc00,5,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,168,40079,0.0,0.0,1.0,0.0,0.0,1.0
10095,GuestNpc_PlT11_F007_1,cc00,5,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,40080,0.0,0.0,1.0,0.0,0.0,1.0
10096,GuestNpc_PlT11_F007_2,cc00,5,4,1,55,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 209, 213, 209, 213, 0, 141, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,40081,0.0,0.0,1.0,0.0,0.0,1.0
10097,GuestNpc_PlT11_P004_1,cc00,4,2,1,28,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 149, 165, 131, 140, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40082,0.0,0.0,1.0,0.0,0.0,1.0
10098,GuestNpc_PlT11_F008_1,cc00,4,2,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 174, 185, 152, 166, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40083,0.0,0.0,1.0,0.0,0.0,1.0
10100,GuestNpc_PlT11_F009_1,cc00,5,3,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,123,40084,0.0,0.0,1.0,0.0,0.0,1.0
