m_id,m_ShowOrder,m_UniqueID,m_CharaID,m_Name,m_VoiceID,m_CueSheet,m_VoiceSymbol,m_ProfileVoiceID,m_InfluenceID,m_InfluenceVals,m_JobID,m_GenderID,m_RareMin,m_RareMax,m_Exp,m_LimitBreakItemID,m_DefaultSkills,m_SupportSkills,m_InfoCommandSkills,m_InfoSupportSkills,m_EventID,m_Param,m_ResistWeapon,m_ResistMagic,m_ResistID,m_EquipDef,m_OrderTexUS,m_OrderTexVS,m_OrderScaleS,m_OrderTexUL,m_OrderTexVL,m_OrderScaleL,m_NameTexID,m_IllustID,m_MenuParam,m_IllustMaskID,m_IllustMaskParam,m_FlavorText,m_TownTextID,m_CampaignTriggerConditionID,m_EpiphanyItemID,m_StatusStoryTitle,m_StatusStoryIcon,m_GachaResultBgType,m_OverwriteBaseAttackSkill
52,0,52,1052,28663,52,3051,52,"[141, 142, 143]",3,"[10, 15, 20]",7,1,3,3,0,52,"[1563, 1564, 0]","[0, 0]","[1563, 1564, 1565, 1567, 1568, 1570, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1566, 1571]",6052,"[0, 330, 35, 0, 0, 0, 0, 0, 0, 95, 95, 75, 75, 60, 70, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.03999999910593033,1.0,0.009999999776482582,0.07000000029802322,1.0,551,52,"[-0.30000001192092896, -0.6000000238418579, 1.7000000476837158, 1.7000000476837158]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29552,3321,0,0,0,0,0,0
53,0,53,1053,28664,53,3052,53,"[141, 142, 143]",1,"[10, 15, 20]",5,1,3,3,0,53,"[1572, 1573, 0]","[0, 0]","[1572, 1573, 1574, 1576, 1577, 1579, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1575, 1580]",6053,"[0, 160, 50, 0, 0, 0, 0, 0, 0, 70, 80, 90, 100, 80, 80, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.019999999552965164,0.009999999776482582,1.0,-0.009999999776482582,0.09000000357627869,1.0,552,53,"[0.0, 0.0, 1.5, 1.5]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29553,3257,0,0,0,0,0,0
54,0,54,1054,28665,54,3053,54,"[141, 142, 143]",2,"[10, 15, 20]",5,2,3,3,0,54,"[1581, 1582, 0]","[0, 0]","[1581, 1582, 1583, 1585, 1586, 1588, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1584, 1589]",6054,"[0, 150, 55, 0, 0, 0, 0, 0, 0, 65, 75, 95, 105, 80, 80, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.019999999552965164,1.0,0.009999999776482582,0.07999999821186066,1.0,553,54,"[-0.20000000298023224, -0.4000000059604645, 1.7000000476837158, 1.7000000476837158]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29554,3273,0,0,0,0,0,0
55,0,55,1055,28666,55,3054,55,"[141, 142, 143]",3,"[10, 15, 20]",5,1,3,3,0,55,"[1590, 1591, 0]","[0, 0]","[1590, 1591, 1592, 1594, 1595, 1597, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1593, 1598]",6055,"[0, 170, 45, 0, 0, 0, 0, 0, 0, 75, 85, 85, 95, 80, 80, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.009999999776482582,-0.05000000074505806,1.0,0.009999999776482582,0.07999999821186066,1.0,554,55,"[-0.20000000298023224, -0.550000011920929, 1.7000000476837158, 1.7000000476837158]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29555,3202,0,0,0,0,0,0
56,0,56,1056,28667,56,3055,56,"[141, 142, 143]",1,"[10, 15, 20]",3,1,3,3,0,56,"[1599, 1600, 0]","[0, 0]","[1599, 1600, 1601, 1603, 1604, 1606, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1602, 1607]",6056,"[0, 200, 40, 0, 0, 0, 0, 0, 0, 90, 80, 70, 70, 100, 90, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.019999999552965164,-0.029999999329447746,1.0,0.009999999776482582,0.09000000357627869,1.0,555,56,"[0.0, 0.0, 1.5, 1.5]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29556,3202,0,0,0,0,0,0
57,0,57,1057,28668,57,3056,57,"[141, 142, 143]",2,"[10, 15, 20]",3,2,3,3,0,57,"[1608, 1609, 0]","[0, 0]","[1608, 1609, 1610, 1612, 1613, 1615, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1611, 1616]",6057,"[0, 190, 45, 0, 0, 0, 0, 0, 0, 85, 75, 75, 75, 100, 90, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.029999999329447746,1.0,0.0,0.09000000357627869,1.0,556,57,"[-0.20000000298023224, -0.30000001192092896, 1.600000023841858, 1.600000023841858]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29557,3257,0,0,0,0,0,0
58,0,58,1058,28669,58,3057,58,"[141, 142, 143]",3,"[10, 15, 20]",3,1,3,3,0,58,"[1617, 1618, 0]","[0, 0]","[1617, 1618, 1619, 1621, 1622, 1624, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1620, 1625]",6058,"[0, 210, 35, 0, 0, 0, 0, 0, 0, 95, 85, 65, 65, 100, 90, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.019999999552965164,-0.03999999910593033,1.0,-0.009999999776482582,0.09000000357627869,1.0,557,58,"[-0.25, -0.5, 1.7000000476837158, 1.7000000476837158]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29558,3278,0,0,0,0,0,0
59,0,59,1059,28670,59,3058,59,"[141, 142, 143]",1,"[10, 15, 20]",2,2,3,3,0,59,"[1626, 1627, 0]","[0, 0]","[1626, 1627, 1628, 1630, 1631, 1633, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1629, 1634]",6059,"[0, 280, 60, 0, 0, 0, 0, 0, 0, 80, 100, 80, 60, 80, 60, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.019999999552965164,1.0,0.014999999664723873,0.07000000029802322,1.0,558,59,"[0.0, 0.0, 1.5, 1.5]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29559,3273,0,0,0,0,0,0
60,0,60,1060,28671,60,3059,60,"[141, 142, 143]",2,"[10, 15, 20]",2,2,3,3,0,60,"[1635, 1636, 0]","[0, 0]","[1635, 1636, 1637, 1639, 1640, 1642, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1638, 1643]",6060,"[0, 270, 65, 0, 0, 0, 0, 0, 0, 75, 95, 85, 65, 80, 60, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.019999999552965164,1.0,0.014999999664723873,0.07999999821186066,1.0,559,60,"[-0.30000001192092896, -0.4000000059604645, 1.7000000476837158, 1.7000000476837158]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29560,3321,0,0,0,0,0,0
61,0,61,1061,28672,61,3060,61,"[141, 142, 143]",3,"[10, 15, 20]",2,1,3,3,0,61,"[1644, 1645, 0]","[0, 0]","[1644, 1645, 1646, 1648, 1649, 1651, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1647, 1652]",6061,"[0, 290, 55, 0, 0, 0, 0, 0, 0, 85, 105, 75, 55, 80, 60, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.07000000029802322,0.03999999910593033,1.0,0.0,0.14000000059604645,1.0,560,61,"[-0.20000000298023224, -0.6000000238418579, 1.7000000476837158, 1.7000000476837158]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29561,3227,0,0,0,0,0,0
62,0,62,1062,28673,62,3061,62,"[141, 142, 143]",1,"[10, 15, 20]",8,1,3,3,0,62,"[1653, 1654, 0]","[0, 0]","[1653, 1654, 1655, 1657, 1658, 1660, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1656, 1661]",6062,"[0, 160, 60, 0, 0, 0, 0, 0, 0, 70, 70, 90, 90, 90, 80, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.03999999910593033,1.0,0.009999999776482582,0.07999999821186066,1.0,561,62,"[0.0, 0.0, 1.5, 1.5]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29562,3227,0,0,0,0,0,0
63,0,63,1063,28674,63,3062,63,"[141, 142, 143]",2,"[10, 15, 20]",8,2,3,3,0,63,"[1662, 1663, 0]","[0, 0]","[1662, 1663, 1664, 1666, 1667, 1669, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1665, 1670]",6063,"[0, 150, 65, 0, 0, 0, 0, 0, 0, 65, 65, 95, 95, 90, 80, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.014999999664723873,-0.03500000014901161,1.0,0.0,0.07999999821186066,1.0,562,63,"[-0.20000000298023224, -0.4000000059604645, 1.600000023841858, 1.600000023841858]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29563,3202,0,0,0,0,0,0
64,0,64,1064,28675,64,3063,64,"[141, 142, 143]",3,"[10, 15, 20]",8,1,3,3,0,64,"[1671, 1672, 0]","[0, 0]","[1671, 1672, 1673, 1675, 1676, 1678, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1674, 1679]",6064,"[0, 170, 55, 0, 0, 0, 0, 0, 0, 75, 75, 85, 85, 90, 80, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.04500000178813934,1.0,0.014999999664723873,0.09000000357627869,1.0,563,64,"[-0.10000000149011612, -0.4000000059604645, 1.600000023841858, 1.600000023841858]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29564,3247,0,0,0,0,0,0
66,0,66,1066,28677,66,3065,66,"[141, 142, 143]",3,"[10, 15, 20]",1,1,4,5,0,66,"[1932, 1933, 0]","[0, 0]","[1932, 1933, 1934, 1936, 1937, 1939, 1941, 1943, 1944, 0, 0, 0, 0, 0, 0]","[1935, 1940]",6066,"[0, 300, 30, 0, 0, 0, 0, 0, 0, 140, 125, 90, 95, 100, 115, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.004999999888241291,-0.05299999937415123,1.0,0.017999999225139618,0.10000000149011612,1.0,565,66,"[0.05000000074505806, -0.6499999761581421, 1.7000000476837158, 1.7000000476837158]",1065,"[30.0, 1.5, 0.44999998807907104, 0.05000000074505806, 0.6000000238418579, 0.5, 1.0, 0.800000011920929, 0.6499999761581421, -1.0, 0.949999988079071, 0.6000000238418579, 1.399999976158142, -1.2000000476837158, 0.17000000178813934, 0.4000000059604645, 0.800000011920929, 0.800000011920929, 0.8999999761581421, 1.0, 0.15000000596046448, 0.15000000596046448, 0.699999988079071]",29566,16010,0,9009,0,0,0,0
67,0,67,1067,28678,67,3066,67,"[141, 142, 143]",2,"[10, 15, 20]",5,2,4,5,0,67,"[1946, 1947, 0]","[0, 0]","[1946, 1947, 1948, 1950, 1951, 1953, 1955, 1957, 1958, 0, 0, 0, 0, 0, 0]","[1949, 1954]",6067,"[0, 160, 65, 0, 0, 0, 0, 0, 0, 95, 110, 120, 130, 115, 105, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.009999999776482582,-0.03500000014901161,1.0,0.014999999664723873,0.10000000149011612,1.0,566,67,"[-0.009999999776482582, 0.23000000417232513, 1.5, 1.5]",1066,"[0.0, 1.2000000476837158, 0.4000000059604645, 0.05000000074505806, 1.0, 0.5, 1.0, 1.2999999523162842, -0.4000000059604645, 0.800000011920929, 1.0, 1.0, -0.699999988079071, 1.7000000476837158, 0.25, 0.5, 1.0, 0.10000000149011612, 0.4000000059604645, 1.0, 0.30000001192092896, 0.5, 1.0]",29567,3202,0,9010,0,0,0,0
68,0,68,1068,28679,68,3067,68,"[141, 67, 148]",2,"[10, 15, 20]",8,2,4,5,0,68,"[1960, 1961, 0]","[0, 0]","[1960, 1961, 1962, 1964, 1965, 1967, 1969, 1971, 1972, 0, 0, 0, 0, 0, 0]","[1963, 1968]",6068,"[0, 150, 80, 0, 0, 0, 0, 0, 0, 85, 100, 140, 125, 130, 100, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.009999999776482582,-0.029999999329447746,1.0,0.009999999776482582,0.09000000357627869,1.0,567,68,"[-0.20000000298023224, -0.49000000953674316, 1.5, 1.5]",1067,"[360.0, 3.799999952316284, 1.100000023841858, 0.05000000074505806, 1.100000023841858, 0.699999988079071, 1.0, 1.2999999523162842, 0.20000000298023224, 1.0, 0.8999999761581421, 1.100000023841858, -0.30000001192092896, 1.0, 0.699999988079071, 0.4000000059604645, 0.20000000298023224, 1.0, 0.30000001192092896, 0.20000000298023224, 0.4000000059604645, 0.30000001192092896, 0.800000011920929]",29568,3227,0,9011,0,0,0,0
70,0,70,1070,28681,70,3069,70,"[141, 67, 148]",1,"[10, 15, 20]",7,2,4,5,0,70,"[1988, 1989, 0]","[0, 0]","[1988, 1989, 1990, 1992, 1993, 1995, 1997, 1999, 2000, 0, 0, 0, 0, 0, 0]","[1991, 1996]",6070,"[0, 320, 45, 0, 0, 0, 0, 0, 0, 105, 105, 130, 110, 95, 90, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.014999999664723873,-0.019999999552965164,1.0,0.0,0.09000000357627869,1.0,569,70,"[-0.07000000029802322, -0.36000001430511475, 1.5, 1.5]",1069,"[-20.0, 2.0, 0.800000011920929, 0.07999999821186066, 1.0, 0.8999999761581421, 1.0, 1.25, -0.30000001192092896, 0.5, 0.8500000238418579, 0.800000011920929, -0.800000011920929, 1.0, 0.4699999988079071, 1.0, 0.5699999928474426, 1.0, 0.8299999833106995, 0.07999999821186066, 0.0, 1.0, 0.8399999737739563]",29570,3222,0,9013,0,0,0,0
71,0,71,1071,28682,190,3070,71,"[141, 67, 148]",3,"[10, 15, 20]",2,1,4,5,0,71,"[51249, 51250, 0]","[0, 0]","[51249, 51250, 51251, 51253, 51254, 51256, 51258, 51260, 51261, 0, 0, 0, 0, 0, 0]","[51252, 51257]",6071,"[0, 295, 55, 0, 0, 0, 0, 0, 0, 120, 130, 110, 100, 100, 105, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.029999999329447746,0.0,1.0,-0.014999999664723873,0.10999999940395355,1.0,570,71,"[-0.3199999928474426, -0.11999999731779099, 1.600000023841858, 1.600000023841858]",1070,"[37.5, 2.5999999046325684, 0.8999999761581421, 0.10000000149011612, 1.0, 0.5, 1.0, 1.2799999713897705, 0.8299999833106995, 1.1799999475479126, 0.8999999761581421, 1.1299999952316284, 1.3799999952316284, 1.0, 0.30000001192092896, 1.0, 0.8199999928474426, 0.41999998688697815, 1.0, 0.6299999952316284, 1.0, 0.5, 0.0]",29571,3273,0,9014,0,0,0,0
72,0,72,1072,28683,72,3071,72,"[141, 67, 148]",3,"[10, 15, 20]",6,2,4,5,0,72,"[2016, 2017, 0]","[0, 0]","[2016, 2017, 2018, 2020, 2021, 2023, 2025, 2027, 2028, 0, 0, 0, 0, 0, 0]","[2019, 2024]",6072,"[0, 224, 43, 0, 0, 0, 0, 0, 0, 136, 93, 127, 97, 120, 132, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.029999999329447746,1.0,0.0,0.10999999940395355,1.0,571,72,"[-0.17000000178813934, -0.05999999865889549, 1.7000000476837158, 1.7000000476837158]",1071,"[0.0, 1.75, 0.6000000238418579, 0.05000000074505806, 1.0, 0.5, 1.0, 1.7999999523162842, 0.4000000059604645, 0.800000011920929, 0.8500000238418579, 0.5, 0.6000000238418579, 1.2000000476837158, 0.6000000238418579, 0.30000001192092896, 0.15000000596046448, 1.0, 0.4000000059604645, 0.029999999329447746, 1.0, 0.5, 0.30000001192092896]",29572,3247,0,9015,0,0,0,0
73,0,73,1073,28684,73,3072,73,"[141, 67, 148]",3,"[10, 15, 20]",4,1,4,5,0,73,"[2030, 2031, 0]","[0, 0]","[2030, 2031, 2032, 2034, 2035, 2037, 2039, 2041, 2042, 0, 0, 0, 0, 0, 0]","[2033, 2038]",6073,"[0, 170, 100, 0, 0, 0, 0, 0, 0, 75, 95, 165, 115, 95, 100, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.009999999776482582,-0.03500000014901161,1.0,0.0,0.07999999821186066,1.0,572,73,"[-0.10000000149011612, -0.6499999761581421, 1.600000023841858, 1.600000023841858]",1072,"[340.0, 3.0, 0.699999988079071, 0.20000000298023224, 1.7000000476837158, 0.6000000238418579, 1.0, 1.7000000476837158, -0.5, 0.800000011920929, 0.8500000238418579, 1.5, -0.8500000238418579, 1.0, 1.0, 0.5, 0.30000001192092896, 0.800000011920929, 0.30000001192092896, 0.30000001192092896, 1.0, 0.5, 0.30000001192092896]",29573,3278,0,9016,0,0,0,0
75,0,75,1075,28686,75,3074,75,"[141, 67, 148]",1,"[10, 15, 20]",3,1,4,5,0,75,"[2058, 2059, 0]","[0, 0]","[2058, 2059, 2060, 2062, 2063, 2065, 2067, 2069, 2070, 0, 0, 0, 0, 0, 0]","[2061, 2066]",6075,"[0, 200, 50, 0, 0, 0, 0, 0, 0, 115, 110, 110, 100, 135, 115, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.02500000037252903,-0.03500000014901161,1.0,-0.009999999776482582,0.09000000357627869,1.0,574,75,"[-0.25, -0.550000011920929, 1.7000000476837158, 1.7000000476837158]",1074,"[326.0, 3.700000047683716, 0.8999999761581421, 0.30000001192092896, 0.8999999761581421, 0.5, 1.0, 1.2000000476837158, -0.4000000059604645, 0.8999999761581421, 0.8999999761581421, 1.100000023841858, -1.0, 1.0, 1.0, 0.6000000238418579, 0.25999999046325684, 1.0, 0.44999998807907104, 0.2800000011920929, 1.0, 0.75, 0.1599999964237213]",29575,3202,0,9018,0,0,0,0
80,0,80,1080,28691,80,3079,80,"[141, 142, 143]",1,"[10, 15, 20]",6,1,4,5,0,80,"[2128, 2129, 0]","[0, 0]","[2128, 2129, 2130, 2132, 2133, 2135, 2137, 2139, 2140, 0, 0, 0, 0, 0, 0]","[2131, 2136]",6080,"[0, 230, 45, 0, 0, 0, 0, 0, 0, 135, 100, 120, 90, 110, 140, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.019999999552965164,-0.05000000074505806,1.0,0.029999999329447746,0.07999999821186066,1.0,579,80,"[-0.550000011920929, -0.30000001192092896, 1.7000000476837158, 1.7000000476837158]",1079,"[300.0, 3.0, 0.6000000238418579, 0.5, 0.20000000298023224, 0.0, 1.0299999713897705, 1.5, -0.800000011920929, 0.800000011920929, 0.8500000238418579, 1.0, -1.0, 1.0, 0.699999988079071, 0.4000000059604645, 0.30000001192092896, 0.4000000059604645, 0.30000001192092896, 0.5, 0.800000011920929, 0.800000011920929, 1.0]",29580,10001,0,9023,0,0,0,0
81,0,81,1081,28692,81,3080,81,"[141, 142, 143]",3,"[10, 15, 20]",4,2,4,5,0,81,"[2142, 2143, 0]","[0, 0]","[2142, 2143, 2144, 2146, 2147, 2149, 2151, 2153, 2154, 0, 0, 0, 0, 0, 0]","[2145, 2150]",6081,"[0, 180, 85, 0, 0, 0, 0, 0, 0, 80, 95, 135, 115, 120, 110, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.029999999329447746,-0.009999999776482582,1.0,0.0,0.10000000149011612,1.0,580,81,"[0.10000000149011612, -0.25, 1.5, 1.5]",1080,"[0.0, 1.0, 0.20000000298023224, 0.05000000074505806, 1.0, 0.5, 1.0, 1.25, -0.14000000059604645, 1.0, 1.0399999618530273, 0.800000011920929, 0.3799999952316284, 1.0, 0.6000000238418579, 0.4000000059604645, 0.30000001192092896, 1.0, 0.5, 0.20000000298023224, 1.0, 0.5, 0.20000000298023224]",29581,3278,0,9024,0,0,0,0
82,0,82,1082,28693,82,3081,82,"[141, 142, 143]",3,"[10, 15, 20]",5,2,4,5,0,82,"[2156, 2157, 0]","[0, 0]","[2156, 2157, 2158, 2160, 2161, 2163, 2165, 2167, 2168, 0, 0, 0, 0, 0, 0]","[2159, 2164]",6082,"[0, 150, 50, 0, 0, 0, 0, 0, 0, 85, 115, 120, 130, 105, 110, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.029999999329447746,1.0,0.0,0.07000000029802322,1.0,581,82,"[0.05999999865889549, 0.009999999776482582, 1.600000023841858, 1.600000023841858]",1081,"[0.0, 2.0, 0.30000001192092896, 0.05000000074505806, 1.0, 0.800000011920929, 1.0, 1.2999999523162842, -0.10000000149011612, 0.800000011920929, 1.0, 1.0, 0.20000000298023224, 1.7000000476837158, 0.6899999976158142, 0.5699999928474426, 0.3199999928474426, 1.0, 0.8600000143051147, 0.10999999940395355, 1.0, 0.33000001311302185, 0.8399999737739563]",29582,16061,0,9025,0,0,0,0
83,0,83,1083,28694,83,3082,83,"[141, 142, 143]",2,"[10, 15, 20]",3,1,4,5,0,83,"[2170, 2171, 0]","[0, 0]","[2170, 2171, 2172, 2174, 2175, 2177, 2179, 2181, 2182, 0, 0, 0, 0, 0, 0]","[2173, 2178]",6083,"[0, 190, 50, 0, 0, 0, 0, 0, 0, 110, 105, 110, 95, 140, 125, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.05000000074505806,-0.017999999225139618,1.0,-0.019999999552965164,0.10000000149011612,1.0,582,83,"[-0.5, -0.4300000071525574, 1.7000000476837158, 1.7000000476837158]",1082,"[6.5, 2.0, 0.5, 0.05000000074505806, 1.0, 0.5, 1.0, 1.25, 0.17000000178813934, 0.800000011920929, 0.8500000238418579, 0.800000011920929, 0.6000000238418579, 0.6000000238418579, 1.0, 0.6499999761581421, 0.4000000059604645, 1.0, 0.5, 0.3499999940395355, 0.3499999940395355, 0.5, 1.0]",29583,3202,0,9026,0,0,0,0
