m_id,m_OwnerChara,m_MapID,m_AppearLabel,m_AppearDir,m_TalkDir,m_EventID,m_QuestID,m_Priority,m_InputCheck,m_HideChara,m_HideIcon,m_Root,m_AutoTalk,m_ChoiceTalk,m_Affection,m_ChainTalk,m_TalkText,m_EmbedWord1,m_EmbedWord2,m_EmbedWord3,m_EmbedWord4,m_Boss,m_Progress,m_ChainConditionID,m_Inflence,m_TrigConditionID,m_NoneConditionID,m_ChoiceJump
217,108,53,NGPC_13,3,6,0,0,10,0,194,194,195,194,194,194,218,130,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
218,108,53,NGPC_13,3,6,0,0,10,0,194,194,194,194,194,194,0,131,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
219,108,53,GUIDE_Maruto001,3,6,0,0,10,0,195,194,195,194,194,194,220,167,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
220,108,53,GUIDE_Maruto001,3,6,0,0,10,0,195,194,194,194,194,194,221,168,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
221,108,53,GUIDE_Maruto001,3,6,0,0,10,0,195,194,194,194,194,194,222,169,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
222,108,53,GUIDE_Maruto001,3,6,0,0,10,0,195,194,194,194,194,194,0,170,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
223,108,53,GUIDE_Maruto002,3,6,0,0,10,0,195,194,195,194,194,194,224,171,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
224,108,53,GUIDE_Maruto002,3,6,0,0,10,0,195,194,194,194,194,194,225,172,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
225,108,53,GUIDE_Maruto002,3,6,0,0,10,0,195,194,194,194,194,194,226,173,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
226,108,53,GUIDE_Maruto002,3,6,0,0,10,0,195,194,194,194,194,194,0,174,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
227,108,50,GUIDE_Maruto003,3,6,0,0,10,0,195,194,195,194,194,194,228,175,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
228,108,50,GUIDE_Maruto003,3,6,0,0,10,0,195,194,194,194,194,194,229,176,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
229,108,50,GUIDE_Maruto003,3,6,0,0,10,0,195,194,194,194,194,194,230,177,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
230,108,50,GUIDE_Maruto003,3,6,0,0,10,0,195,194,194,194,194,194,0,178,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
231,108,50,GUIDE_Maruto004,3,6,0,0,10,0,195,194,195,194,194,194,232,179,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
232,108,50,GUIDE_Maruto004,3,6,0,0,10,0,195,194,194,194,194,194,233,180,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
233,108,50,GUIDE_Maruto004,3,6,0,0,10,0,195,194,194,194,194,194,234,181,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
234,108,50,GUIDE_Maruto004,3,6,0,0,10,0,195,194,194,194,194,194,0,182,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
235,108,61,GUIDE_Maruto005,3,6,0,0,10,0,195,194,195,194,194,194,236,183,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
236,108,61,GUIDE_Maruto005,3,6,0,0,10,0,195,194,194,194,194,194,237,184,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
237,108,61,GUIDE_Maruto005,3,6,0,0,10,0,195,194,194,194,194,194,0,185,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
238,108,61,GUIDE_Maruto006,3,6,0,0,10,0,195,194,195,194,194,194,239,186,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
239,108,61,GUIDE_Maruto006,3,6,0,0,10,0,195,194,194,194,194,194,240,187,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
240,108,61,GUIDE_Maruto006,3,6,0,0,10,0,195,194,194,194,194,194,241,188,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
241,108,61,GUIDE_Maruto006,3,6,0,0,10,0,195,194,194,194,194,194,0,189,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
242,108,60,GUIDE_Maruto007,3,6,0,0,10,0,195,194,195,194,194,194,243,190,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
243,108,60,GUIDE_Maruto007,3,6,0,0,10,0,195,194,194,194,194,194,244,191,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
244,108,60,GUIDE_Maruto007,3,6,0,0,10,0,195,194,194,194,194,194,0,192,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
245,108,66,GUIDE_Maruto008,3,6,0,0,10,0,195,194,195,194,194,194,246,193,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
246,108,66,GUIDE_Maruto008,3,6,0,0,10,0,195,194,194,194,194,194,247,194,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
247,108,66,GUIDE_Maruto008,3,6,0,0,10,0,195,194,194,194,194,194,248,195,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
248,108,66,GUIDE_Maruto008,3,6,0,0,10,0,195,194,194,194,194,194,0,196,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
249,108,67,GUIDE_Maruto009,3,6,0,0,10,0,195,194,195,194,194,194,250,197,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
250,108,67,GUIDE_Maruto009,3,6,0,0,10,0,195,194,194,194,194,194,251,198,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
251,108,67,GUIDE_Maruto009,3,6,0,0,10,0,195,194,194,194,194,194,252,199,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
252,108,67,GUIDE_Maruto009,3,6,0,0,10,0,195,194,194,194,194,194,0,200,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
253,21,52,GUIDE_DP_Forest001,3,6,0,0,10,0,194,194,195,194,194,194,254,201,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
254,21,52,GUIDE_DP_Forest001,3,6,0,0,10,0,194,194,194,194,194,194,255,202,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
255,21,52,GUIDE_DP_Forest001,3,6,0,0,10,0,194,194,194,194,194,194,0,203,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
256,108,52,GUIDE_DP_Forest002,3,6,0,0,10,0,195,194,195,194,194,194,257,204,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
257,108,52,GUIDE_DP_Forest002,3,6,0,0,10,0,195,194,194,194,194,194,0,205,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
258,108,52,GUIDE_DP_Forest003,3,6,0,0,10,0,195,194,195,194,194,194,0,206,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
259,23,53,GUIDE_DP_Forest004,4,6,0,0,10,0,194,194,195,194,194,194,260,207,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
260,23,53,GUIDE_DP_Forest004,4,6,0,0,10,0,194,194,194,194,194,194,0,208,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
261,30,53,GUIDE_DP_Forest005,3,6,0,0,10,0,194,194,195,194,194,194,262,209,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
262,30,53,GUIDE_DP_Forest005,3,6,0,0,10,0,194,194,194,194,194,194,263,210,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
263,30,53,GUIDE_DP_Forest005,3,6,0,0,10,0,194,194,194,194,194,194,0,211,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
264,108,50,GUIDE_FP_Forest001,3,6,0,0,10,0,195,194,195,194,194,194,265,212,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
265,108,50,GUIDE_FP_Forest001,3,6,0,0,10,0,195,194,194,194,194,194,266,213,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
266,108,50,GUIDE_FP_Forest001,3,6,0,0,10,0,195,194,194,194,194,194,0,214,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
267,18,61,GUIDE_FP_Snow001,3,6,0,0,10,0,194,194,195,194,194,194,268,215,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
268,18,61,GUIDE_FP_Snow001,3,6,0,0,10,0,194,194,194,194,194,194,269,216,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
269,18,61,GUIDE_FP_Snow001,3,6,0,0,10,0,194,194,194,194,194,194,0,217,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
270,108,60,GUIDE_FP_Snow002,3,6,0,0,10,0,195,194,195,194,194,194,271,218,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
271,108,60,GUIDE_FP_Snow002,3,6,0,0,10,0,195,194,194,194,194,194,0,219,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
272,31,66,GUIDE_DP_Snow001,4,6,0,0,10,0,194,194,195,194,194,194,273,220,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
273,31,66,GUIDE_DP_Snow001,4,6,0,0,10,0,194,194,194,194,194,194,274,221,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
274,31,66,GUIDE_DP_Snow001,4,6,0,0,10,0,194,194,194,194,194,194,0,222,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
275,108,66,GUIDE_DP_Snow002,3,6,0,0,10,0,195,194,195,194,194,194,276,223,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
276,108,66,GUIDE_DP_Snow002,3,6,0,0,10,0,195,194,194,194,194,194,0,224,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
277,37,67,GUIDE_DP_Snow003,3,6,0,0,10,0,194,194,195,194,194,194,278,225,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
278,37,67,GUIDE_DP_Snow003,3,6,0,0,10,0,194,194,194,194,194,194,279,226,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
279,37,67,GUIDE_DP_Snow003,3,6,0,0,10,0,194,194,194,194,194,194,0,227,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
280,128,67,GUIDE_DP_Snow004,3,6,0,0,10,0,194,194,195,194,194,194,281,228,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
281,128,67,GUIDE_DP_Snow004,3,6,0,0,10,0,194,194,194,194,194,194,282,229,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
282,128,67,GUIDE_DP_Snow004,3,6,0,0,10,0,194,194,194,194,194,194,0,230,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
283,108,67,GUIDE_DP_Snow005,3,6,0,0,10,0,195,194,195,194,194,194,284,231,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
284,108,67,GUIDE_DP_Snow005,3,6,0,0,10,0,195,194,194,194,194,194,285,232,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
285,108,67,GUIDE_DP_Snow005,3,6,0,0,10,0,195,194,194,194,194,194,0,233,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
286,106,48,Landmark20,1,0,4,0,10,0,194,194,195,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0]","[52, 0, 0, 0]","[0, 0, 0, 0]"
287,104,48,Landmark7,1,0,0,0,10,0,194,194,195,194,194,194,288,234,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
288,104,48,Landmark7,1,0,0,0,10,0,194,194,194,194,194,194,289,235,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
289,104,48,Landmark7,1,0,0,0,10,0,194,194,194,194,194,194,290,236,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
290,104,48,Landmark7,1,0,0,0,10,0,194,194,194,194,194,194,291,237,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
291,104,48,Landmark7,1,0,0,0,10,0,194,194,194,194,194,194,292,238,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
292,104,48,Landmark7,1,0,0,1,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
293,137,48,maruto_1,1,6,0,0,10,0,194,194,195,194,194,194,294,239,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0]","[52, 0, 0, 0]","[0, 0, 0, 0]"
294,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,0,240,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0]","[52, 0, 0, 0]","[0, 0, 0, 0]"
295,107,53,NGPC_3,1,6,0,0,10,0,194,194,195,194,194,194,296,115,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
296,107,53,NGPC_3,1,6,0,0,10,0,194,194,194,194,194,194,0,116,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
297,131,54,Landmark59,3,6,0,0,10,0,194,194,195,194,194,194,0,241,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
298,132,54,Landmark60,3,6,0,0,10,0,194,194,195,194,194,194,299,242,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
299,132,54,Landmark60,3,6,0,0,10,0,194,194,194,194,194,194,0,243,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
300,133,54,Landmark61,4,6,0,0,10,0,194,194,195,194,194,194,0,244,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
301,134,54,Landmark62,4,6,0,0,10,0,194,194,195,194,194,194,0,245,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
302,135,54,Landmark63,1,6,0,0,10,0,194,194,195,194,194,194,0,246,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
303,135,54,Landmark63,1,6,0,0,10,0,194,194,194,194,194,194,0,247,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
304,136,54,Landmark64,1,1,0,0,10,0,194,194,195,194,194,194,0,248,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
305,137,54,Landmark65,1,1,0,0,10,0,194,194,195,194,194,194,306,249,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
306,137,54,Landmark65,1,1,0,0,10,0,194,194,194,194,194,194,0,250,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
307,94,54,Landmark66,4,4,0,0,10,0,194,194,195,194,194,194,0,251,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
308,118,67,Landmark67,1,1,0,0,10,0,194,194,195,194,194,194,0,252,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[15, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
309,89,53,GUIDE_DP_Forest006,3,6,0,0,10,0,194,194,195,194,194,194,310,269,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[11, 0, 0, 0]","[0, 0, 0, 0]"
310,89,53,GUIDE_DP_Forest006,3,6,0,0,10,0,194,194,194,194,194,194,311,270,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[11, 0, 0, 0]","[0, 0, 0, 0]"
311,89,53,GUIDE_DP_Forest006,3,6,0,0,10,0,194,194,194,194,194,194,0,271,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[11, 0, 0, 0]","[0, 0, 0, 0]"
312,89,48,Landmark54,4,6,0,0,10,0,194,194,195,194,194,194,313,272,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 0]"
313,89,48,Landmark54,4,6,0,0,10,0,194,194,194,194,194,194,314,273,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 0]"
314,89,48,Landmark54,4,6,0,0,10,0,194,194,194,194,194,194,315,274,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 0]"
315,89,48,Landmark54,4,6,0,0,10,0,194,194,194,194,194,194,316,275,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 0]"
316,89,48,Landmark54,4,6,0,0,10,0,194,194,194,194,194,194,317,276,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 0]"
317,89,48,Landmark54,4,6,0,0,10,0,194,194,194,194,195,194,0,277,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[318, 319, 0, 0]"
318,89,48,Landmark54,4,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 0]"
319,89,48,Landmark54,4,6,0,0,10,0,194,194,194,194,194,194,320,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 0]"
320,89,48,Landmark54,4,6,0,0,10,0,194,194,194,194,194,194,321,278,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 0]"
321,89,48,Landmark54,4,6,0,2,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 0]"
322,94,48,Landmark69,1,6,0,0,10,0,194,194,195,194,194,194,323,253,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[8, 0, 0, 0]","[0, 0, 0, 0]"
