m_id,m_picture_resource,m_picture_mask,m_picture_mask_param,m_single_unit_id,m_button_type
96,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250120/QP_n_UiTX_Gch_250120_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250120/QP_n_UiTX_Gch_250120_img_mask_01,"[326.0, 3.700000047683716, 0.8999999761581421, 0.30000001192092896, 0.8999999761581421, 0.5, 1.0, 1.2000000476837158, -0.4000000059604645, 0.8999999761581421, 0.8999999761581421, 1.100000023841858, -1.0, 1.0, 1.0, 0.6000000238418579, 0.25999999046325684, 1.0, 0.44999998807907104, 0.2800000011920929, 1.0, 0.75, 0.1599999964237213]",75,1002
97,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130150/QP_n_UiTX_Gch_130150_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130150/QP_n_UiTX_Gch_130150_img_mask_01,"[326.0, 3.700000047683716, 0.8999999761581421, 0.30000001192092896, 0.8999999761581421, 0.5, 1.0, 1.2000000476837158, -0.4000000059604645, 0.8999999761581421, 0.8999999761581421, 1.100000023841858, -1.0, 1.0, 1.0, 0.6000000238418579, 0.25999999046325684, 1.0, 0.44999998807907104, 0.2800000011920929, 1.0, 0.75, 0.1599999964237213]",0,0
108,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350075/QP_n_UiTX_Gch_350075_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350075/QP_n_UiTX_Gch_350075_img_mask_01,"[40.0, 2.799999952316284, 3.0, 0.30000001192092896, 1.0, 0.699999988079071, 1.0, 0.6000000238418579, 1.2000000476837158, 1.0, 1.0, 0.75, 1.2000000476837158, 1.399999976158142, 1.0, 0.699999988079071, 0.3499999940395355, 1.0, 0.30000001192092896, 0.10000000149011612, 0.800000011920929, 1.0, 0.20000000298023224]",75,1005
98,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250125/QP_n_UiTX_Gch_250125_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250125/QP_n_UiTX_Gch_250125_img_mask_01,"[310.0, 1.5, 1.2000000476837158, 0.05000000074505806, 1.0, 0.5, 1.0, 1.5, -1.5, 1.5, 0.8999999761581421, 1.5, -1.0, 1.0, 1.0, 0.3700000047683716, 0.07000000029802322, 1.0, 0.33000001311302185, 0.07000000029802322, 1.0, 0.800000011920929, 0.12999999523162842]",0,0
99,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250125/QP_n_UiTX_Gch_250125_img_main_02,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250125/QP_n_UiTX_Gch_250125_img_mask_02,"[30.0, 3.0, 0.800000011920929, 0.05000000074505806, 0.5, 0.30000001192092896, 1.0099999904632568, 1.0, 1.0, 0.800000011920929, 0.8500000238418579, 0.8999999761581421, 1.0, 1.0, 0.30000001192092896, 0.6000000238418579, 0.800000011920929, 0.800000011920929, 0.4000000059604645, 0.20000000298023224, 0.30000001192092896, 0.699999988079071, 1.0]",82,1002
100,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250125/QP_n_UiTX_Gch_250125_img_main_03,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250125/QP_n_UiTX_Gch_250125_img_mask_03,"[30.0, 3.0, 0.800000011920929, 0.05000000074505806, 0.5, 0.30000001192092896, 1.0099999904632568, 1.0, 1.0, 0.800000011920929, 0.8500000238418579, 0.8999999761581421, 1.0, 1.0, 0.30000001192092896, 0.6000000238418579, 0.800000011920929, 0.800000011920929, 0.4000000059604645, 0.20000000298023224, 0.30000001192092896, 0.699999988079071, 1.0]",103,1002
101,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130155/QP_n_UiTX_Gch_130155_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130155/QP_n_UiTX_Gch_130155_img_mask_01,"[30.0, 3.0, 0.800000011920929, 0.05000000074505806, 0.5, 0.30000001192092896, 1.0099999904632568, 1.0, 1.0, 0.800000011920929, 0.8500000238418579, 0.8999999761581421, 1.0, 1.0, 0.30000001192092896, 0.6000000238418579, 0.800000011920929, 0.800000011920929, 0.4000000059604645, 0.20000000298023224, 0.30000001192092896, 0.699999988079071, 1.0]",0,0
102,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250130/QP_n_UiTX_Gch_250130_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250130/QP_n_UiTX_Gch_250130_img_mask_01,"[37.5, 2.5999999046325684, 0.8999999761581421, 0.10000000149011612, 1.0, 0.5, 1.0, 1.2799999713897705, 0.8299999833106995, 1.1799999475479126, 0.8999999761581421, 1.1299999952316284, 1.3799999952316284, 1.0, 0.30000001192092896, 1.0, 0.8199999928474426, 0.41999998688697815, 1.0, 0.6299999952316284, 1.0, 0.5, 0.0]",71,1002
103,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130160/QP_n_UiTX_Gch_130160_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130160/QP_n_UiTX_Gch_130160_img_mask_01,"[37.5, 2.5999999046325684, 0.8999999761581421, 0.10000000149011612, 1.0, 0.5, 1.0, 1.2799999713897705, 0.8299999833106995, 1.1799999475479126, 0.8999999761581421, 1.1299999952316284, 1.3799999952316284, 1.0, 0.30000001192092896, 1.0, 0.8199999928474426, 0.41999998688697815, 1.0, 0.6299999952316284, 1.0, 0.5, 0.0]",0,0
109,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350080/QP_n_UiTX_Gch_350080_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350080/QP_n_UiTX_Gch_350080_img_mask_01,"[40.0, 2.799999952316284, 3.0, 0.30000001192092896, 1.0, 0.699999988079071, 1.0, 0.6000000238418579, 1.2000000476837158, 1.0, 1.0, 0.75, 1.2000000476837158, 1.399999976158142, 1.0, 0.699999988079071, 0.3499999940395355, 1.0, 0.30000001192092896, 0.10000000149011612, 0.800000011920929, 1.0, 0.20000000298023224]",71,1005
104,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250135/QP_n_UiTX_Gch_250135_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250135/QP_n_UiTX_Gch_250135_img_mask_01,"[0.0, 1.2000000476837158, 0.4000000059604645, 0.05000000074505806, 1.0, 0.5, 1.0, 1.2999999523162842, -0.4000000059604645, 0.800000011920929, 1.0, 1.0, -0.699999988079071, 1.7000000476837158, 0.25, 0.5, 1.0, 0.10000000149011612, 0.4000000059604645, 1.0, 0.30000001192092896, 0.5, 1.0]",67,1002
105,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130165/QP_n_UiTX_Gch_130165_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130165/QP_n_UiTX_Gch_130165_img_mask_01,"[0.0, 1.2000000476837158, 0.4000000059604645, 0.05000000074505806, 1.0, 0.5, 1.0, 1.2999999523162842, -0.4000000059604645, 0.800000011920929, 1.0, 1.0, -0.699999988079071, 1.7000000476837158, 0.25, 0.5, 1.0, 0.10000000149011612, 0.4000000059604645, 1.0, 0.30000001192092896, 0.5, 1.0]",0,0
138,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_120165/QP_n_UiTX_Gch_120165_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_120165/QP_n_UiTX_Gch_120165_img_mask_01,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,0
110,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350085/QP_n_UiTX_Gch_350085_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350085/QP_n_UiTX_Gch_350085_img_mask_01,"[40.0, 3.4000000953674316, 0.8999999761581421, 0.10000000149011612, 1.0, 0.5, 1.0, 1.5, 0.699999988079071, 0.800000011920929, 0.8999999761581421, 0.9399999976158142, 1.0, 1.2000000476837158, 0.46000000834465027, 0.6000000238418579, 1.0, 0.15000000596046448, 0.5799999833106995, 1.0, 1.0, 0.949999988079071, 0.1599999964237213]",67,1005
106,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250140/QP_n_UiTX_Gch_250140_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250140/QP_n_UiTX_Gch_250140_img_mask_01,"[0.0, 2.200000047683716, 0.800000011920929, 0.10000000149011612, 0.6000000238418579, 0.30000001192092896, 1.0, 0.800000011920929, 0.019999999552965164, -0.75, 1.0, 0.4000000059604645, -0.5, -1.0, 1.0, 0.5, 0.20000000298023224, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",112,1002
107,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130170/QP_n_UiTX_Gch_130170_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130170/QP_n_UiTX_Gch_130170_img_mask_01,"[0.0, 2.200000047683716, 0.800000011920929, 0.10000000149011612, 0.6000000238418579, 0.30000001192092896, 1.0, 0.800000011920929, 0.019999999552965164, -0.75, 1.0, 0.4000000059604645, -0.5, -1.0, 1.0, 0.5, 0.20000000298023224, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0
139,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_120170/QP_n_UiTX_Gch_120170_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_120170/QP_n_UiTX_Gch_120170_img_mask_01,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,0
111,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350090/QP_n_UiTX_Gch_350090_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350090/QP_n_UiTX_Gch_350090_img_mask_01,"[0.0, 2.200000047683716, 0.800000011920929, 0.10000000149011612, 0.6000000238418579, 0.30000001192092896, 1.0, 0.800000011920929, 0.019999999552965164, -0.75, 1.0, 0.4000000059604645, -0.5, -1.0, 1.0, 0.5, 0.20000000298023224, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",112,1005
112,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250145/QP_n_UiTX_Gch_250145_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250145/QP_n_UiTX_Gch_250145_img_mask_01,"[340.0, 3.0, 0.699999988079071, 0.20000000298023224, 1.7000000476837158, 0.6000000238418579, 1.0, 1.7000000476837158, -0.5, 0.800000011920929, 0.8500000238418579, 1.5, -0.8500000238418579, 1.0, 1.0, 0.5, 0.30000001192092896, 0.800000011920929, 0.30000001192092896, 0.30000001192092896, 1.0, 0.5, 0.30000001192092896]",73,1002
113,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130175/QP_n_UiTX_Gch_130175_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130175/QP_n_UiTX_Gch_130175_img_mask_01,"[340.0, 3.0, 0.699999988079071, 0.20000000298023224, 1.7000000476837158, 0.6000000238418579, 1.0, 1.7000000476837158, -0.5, 0.800000011920929, 0.8500000238418579, 1.5, -0.8500000238418579, 1.0, 1.0, 0.5, 0.30000001192092896, 0.800000011920929, 0.30000001192092896, 0.30000001192092896, 1.0, 0.5, 0.30000001192092896]",0,0
120,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350095/QP_n_UiTX_Gch_350095_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350095/QP_n_UiTX_Gch_350095_img_mask_01,"[40.0, 2.799999952316284, 3.0, 0.30000001192092896, 1.0, 0.699999988079071, 1.0, 0.6000000238418579, 1.2000000476837158, 1.0, 1.0, 0.75, 1.2000000476837158, 1.399999976158142, 1.0, 0.699999988079071, 0.3499999940395355, 1.0, 0.30000001192092896, 0.10000000149011612, 0.800000011920929, 1.0, 0.20000000298023224]",73,1005
114,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250150/QP_n_UiTX_Gch_250150_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250150/QP_n_UiTX_Gch_250150_img_mask_01,"[0.0, 1.100000023841858, 0.5, 0.05000000074505806, 0.800000011920929, 0.5, 1.0, 0.800000011920929, 0.10000000149011612, 0.550000011920929, 1.0, 0.6000000238418579, -0.6000000238418579, 1.2999999523162842, 1.0, 0.699999988079071, 0.44999998807907104, 1.0, 0.15000000596046448, 0.05000000074505806, 1.0, 0.44999998807907104, 0.10000000149011612]",86,1002
115,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130180/QP_n_UiTX_Gch_130180_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130180/QP_n_UiTX_Gch_130180_img_mask_01,"[0.0, 1.100000023841858, 0.5, 0.05000000074505806, 0.800000011920929, 0.5, 1.0, 0.800000011920929, 0.10000000149011612, 0.550000011920929, 1.0, 0.6000000238418579, -0.6000000238418579, 1.2999999523162842, 1.0, 0.699999988079071, 0.44999998807907104, 1.0, 0.15000000596046448, 0.05000000074505806, 1.0, 0.44999998807907104, 0.10000000149011612]",0,0
146,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_120180/QP_n_UiTX_Gch_120180_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_120180/QP_n_UiTX_Gch_120180_img_mask_01,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,0
123,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350100/QP_n_UiTX_Gch_350100_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350100/QP_n_UiTX_Gch_350100_img_mask_01,"[40.0, 2.799999952316284, 3.0, 0.30000001192092896, 1.0, 0.699999988079071, 1.0, 0.6000000238418579, 1.2000000476837158, 1.0, 1.0, 0.75, 1.2000000476837158, 1.399999976158142, 0.23999999463558197, 0.47999998927116394, 1.0, 1.0, 0.3100000023841858, 0.10999999940395355, 0.46000000834465027, 1.0, 0.3199999928474426]",86,1005
121,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_430010/QP_n_UiTX_Gch_430010_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_430010/QP_n_UiTX_Gch_430010_img_mask_01,"[40.0, 2.799999952316284, 3.0, 0.30000001192092896, 1.0, 0.699999988079071, 1.0, 0.6000000238418579, 1.2000000476837158, 1.0, 1.0, 0.75, 1.2000000476837158, 1.399999976158142, 0.23999999463558197, 0.47999998927116394, 1.0, 1.0, 0.3100000023841858, 0.10999999940395355, 0.46000000834465027, 1.0, 0.3199999928474426]",0,0
122,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_430015/QP_n_UiTX_Gch_430015_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_430015/QP_n_UiTX_Gch_430015_img_mask_01,"[40.0, 2.799999952316284, 3.0, 0.30000001192092896, 1.0, 0.699999988079071, 1.0, 0.6000000238418579, 1.2000000476837158, 1.0, 1.0, 0.75, 1.2000000476837158, 1.399999976158142, 0.23999999463558197, 0.47999998927116394, 1.0, 1.0, 0.3100000023841858, 0.10999999940395355, 0.46000000834465027, 1.0, 0.3199999928474426]",0,0
124,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350105/QP_n_UiTX_Gch_350105_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350105/QP_n_UiTX_Gch_350105_img_mask_01,"[40.0, 2.799999952316284, 3.0, 0.30000001192092896, 1.0, 0.699999988079071, 1.0, 0.6000000238418579, 1.2000000476837158, 1.0, 1.0, 0.75, 1.2000000476837158, 1.399999976158142, 0.23999999463558197, 0.47999998927116394, 1.0, 1.0, 0.3100000023841858, 0.10999999940395355, 0.46000000834465027, 1.0, 0.3199999928474426]",0,0
116,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250155/QP_n_UiTX_Gch_250155_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250155/QP_n_UiTX_Gch_250155_img_mask_01,"[325.0, 2.5, 0.5, 0.05000000074505806, 1.0, 0.5, 1.0, 1.100000023841858, -0.6000000238418579, 0.5, 0.8500000238418579, 1.0, -1.0, 0.6000000238418579, 0.6000000238418579, 1.0, 0.8999999761581421, 0.699999988079071, 1.0, 0.4000000059604645, 0.5, 0.699999988079071, 1.0]",88,1002
117,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130185/QP_n_UiTX_Gch_130185_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130185/QP_n_UiTX_Gch_130185_img_mask_01,"[325.0, 2.5, 0.5, 0.05000000074505806, 1.0, 0.5, 1.0, 1.100000023841858, -0.6000000238418579, 0.5, 0.8500000238418579, 1.0, -1.0, 0.6000000238418579, 0.6000000238418579, 1.0, 0.8999999761581421, 0.699999988079071, 1.0, 0.4000000059604645, 0.5, 0.699999988079071, 1.0]",0,0
147,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_120185/QP_n_UiTX_Gch_120185_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_120185/QP_n_UiTX_Gch_120185_img_mask_01,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,0
125,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350110/QP_n_UiTX_Gch_350110_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350110/QP_n_UiTX_Gch_350110_img_mask_01,"[40.0, 2.799999952316284, 3.0, 0.30000001192092896, 1.0, 0.699999988079071, 1.0, 0.6000000238418579, 1.2000000476837158, 1.0, 1.0, 0.75, 1.2000000476837158, 1.399999976158142, 0.23999999463558197, 0.47999998927116394, 1.0, 1.0, 0.3100000023841858, 0.10999999940395355, 0.46000000834465027, 1.0, 0.3199999928474426]",88,1005
118,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250160/QP_n_UiTX_Gch_250160_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_250160/QP_n_UiTX_Gch_250160_img_mask_01,"[20.0, 2.5, 0.5, 0.20000000298023224, 1.0, 0.5, 1.0, 1.2000000476837158, 0.5, 0.5, 0.8500000238418579, 1.2999999523162842, 1.2999999523162842, 1.7000000476837158, 0.8299999833106995, 0.7799999713897705, 0.15000000596046448, 1.0, 0.6200000047683716, 0.029999999329447746, 0.17000000178813934, 1.0, 0.4399999976158142]",122,1002
119,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130190/QP_n_UiTX_Gch_130190_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_130190/QP_n_UiTX_Gch_130190_img_mask_01,"[20.0, 2.5, 0.5, 0.20000000298023224, 1.0, 0.5, 1.0, 1.2000000476837158, 0.5, 0.5, 0.8500000238418579, 1.2999999523162842, 1.2999999523162842, 1.7000000476837158, 0.8299999833106995, 0.7799999713897705, 0.15000000596046448, 1.0, 0.6200000047683716, 0.029999999329447746, 0.17000000178813934, 1.0, 0.4399999976158142]",0,0
148,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_120190/QP_n_UiTX_Gch_120190_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_120190/QP_n_UiTX_Gch_120190_img_mask_01,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,0
126,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350115/QP_n_UiTX_Gch_350115_img_main_01,/Game/ExtTex/Gacha/QP_n_UiTX_Gch_350115/QP_n_UiTX_Gch_350115_img_mask_01,"[40.0, 2.799999952316284, 3.0, 0.30000001192092896, 1.0, 0.699999988079071, 1.0, 0.6000000238418579, 1.2000000476837158, 1.0, 1.0, 0.75, 1.2000000476837158, 1.399999976158142, 0.23999999463558197, 0.47999998927116394, 1.0, 1.0, 0.3100000023841858, 0.10999999940395355, 0.46000000834465027, 1.0, 0.3199999928474426]",122,1005
