m_id,m_SoundLabel,m_Category,m_Usage,m_Sheet,m_Loop,m_PlayMax,m_FadeI,m_FadeO,m_Priority
26453,vo_etc_PC047_truth2,2,9,3046,194,1,0.0,0.0,0
26454,vo_etc_PC047_fc1,2,9,3046,194,1,0.0,0.0,0
26455,vo_etc_PC047_fc2,2,9,3046,194,1,0.0,0.0,0
26456,vo_etc_PC047_fc3,2,9,3046,194,1,0.0,0.0,0
26457,vo_etc_PC047_fc4,2,9,3046,194,1,0.0,0.0,0
26458,vo_etc_PC047_fc5,2,9,3046,194,1,0.0,0.0,0
26459,vo_etc_PC047_partyin,2,9,3046,194,1,0.0,0.0,0
26460,vo_btl_PC047_start1,2,9,3046,194,1,0.0,0.0,0
26461,vo_btl_PC047_start2,2,9,3046,194,1,0.0,0.0,0
26462,vo_btl_PC047_symbol,2,9,3046,194,1,0.0,0.0,0
26463,vo_btl_PC047_boss1,2,9,3046,194,1,0.0,0.0,0
26464,vo_btl_PC047_boss2,2,9,3046,194,1,0.0,0.0,0
26465,vo_btl_PC047_beat1,2,9,3046,194,1,0.0,0.0,0
26466,vo_btl_PC047_beat2,2,9,3046,194,1,0.0,0.0,0
26467,vo_btl_PC047_beatnarrow,2,9,3046,194,1,0.0,0.0,0
26468,vo_btl_PC047_turnstart1,2,9,3046,194,1,0.0,0.0,0
26469,vo_btl_PC047_turnstart2,2,9,3046,194,1,0.0,0.0,0
26470,vo_btl_PC047_tslowhp,2,9,3046,194,1,0.0,0.0,0
26471,vo_btl_PC047_tbreak1,2,9,3046,194,1,0.0,0.0,0
26472,vo_btl_PC047_tbreak2,2,9,3046,194,1,0.0,0.0,0
26473,vo_btl_PC047_attack1,2,9,3046,194,1,0.0,0.0,0
26474,vo_btl_PC047_attack2,2,9,3046,194,1,0.0,0.0,0
26475,vo_btl_PC047_attack3,2,9,3046,194,1,0.0,0.0,0
26476,vo_btl_PC047_attack4,2,9,3046,194,1,0.0,0.0,0
26477,vo_btl_PC047_burst1lv1,2,9,3046,194,1,0.0,0.0,0
26478,vo_btl_PC047_burst1lv2,2,9,3046,194,1,0.0,0.0,0
26479,vo_btl_PC047_burst2lv1,2,9,3046,194,1,0.0,0.0,0
26480,vo_btl_PC047_burst2lv2,2,9,3046,194,1,0.0,0.0,0
26481,vo_btl_PC047_burst3lv1,2,9,3046,194,1,0.0,0.0,0
26482,vo_btl_PC047_burst3lv2,2,9,3046,194,1,0.0,0.0,0
26483,vo_btl_PC047_deathblow1,2,9,3046,194,1,0.0,0.0,0
26484,vo_btl_PC047_deathblow2,2,9,3046,194,1,0.0,0.0,0
26485,vo_btl_PC047_weak1,2,9,3046,194,1,0.0,0.0,0
26486,vo_btl_PC047_weak2,2,9,3046,194,1,0.0,0.0,0
26487,vo_btl_PC047_break1,2,9,3046,194,1,0.0,0.0,0
26488,vo_btl_PC047_break2,2,9,3046,194,1,0.0,0.0,0
26489,vo_btl_PC047_changeback,2,9,3046,194,1,0.0,0.0,0
26490,vo_btl_PC047_changefront1,2,9,3046,194,1,0.0,0.0,0
26491,vo_btl_PC047_changefront2,2,9,3046,194,1,0.0,0.0,0
26492,vo_btl_PC047_changefront3,2,9,3046,194,1,0.0,0.0,0
26493,vo_btl_PC047_avoidatk,2,9,3046,194,1,0.0,0.0,0
26494,vo_btl_PC047_debuff,2,9,3046,194,1,0.0,0.0,0
26495,vo_btl_PC047_restorebymate1,2,9,3046,194,1,0.0,0.0,0
26496,vo_btl_PC047_restorebymate2,2,9,3046,194,1,0.0,0.0,0
26497,vo_btl_PC047_retrieve1,2,9,3046,194,1,0.0,0.0,0
26498,vo_btl_PC047_retrieve2,2,9,3046,194,1,0.0,0.0,0
26499,vo_btl_PC047_damage1lv1,2,9,3046,194,1,0.0,0.0,0
26500,vo_btl_PC047_damage1lv2,2,9,3046,194,1,0.0,0.0,0
26501,vo_btl_PC047_damage2lv1,2,9,3046,194,1,0.0,0.0,0
26502,vo_btl_PC047_damage2lv2,2,9,3046,194,1,0.0,0.0,0
26503,vo_btl_PC047_damage3lv1,2,9,3046,194,1,0.0,0.0,0
26504,vo_btl_PC047_damage3lv2,2,9,3046,194,1,0.0,0.0,0
26505,vo_btl_PC047_dead1,2,9,3046,194,1,0.0,0.0,0
26506,vo_btl_PC047_dead2,2,9,3046,194,1,0.0,0.0,0
26507,vo_btl_PC047_deadall,2,9,3046,194,1,0.0,0.0,0
26508,vo_btl_PC047_atkp1lv,2,9,3046,194,1,0.0,0.0,0
26509,vo_btl_PC047_atkp2lv,2,9,3046,194,1,0.0,0.0,0
26510,vo_btl_PC047_atkp3lv,2,9,3046,194,1,0.0,0.0,0
26511,vo_btl_PC047_atkp4lv,2,9,3046,194,1,0.0,0.0,0
26512,vo_btl_PC047_atkm1lv,2,9,3046,194,1,0.0,0.0,0
26513,vo_btl_PC047_atkm2lv,2,9,3046,194,1,0.0,0.0,0
26514,vo_btl_PC047_atkm3lv,2,9,3046,194,1,0.0,0.0,0
26515,vo_btl_PC047_atkm4lv,2,9,3046,194,1,0.0,0.0,0
26516,vo_btl_PC047_recoverhp,2,9,3046,194,1,0.0,0.0,0
26517,vo_btl_PC047_recoversp,2,9,3046,194,1,0.0,0.0,0
26518,vo_btl_PC047_recoverbad,2,9,3046,194,1,0.0,0.0,0
26519,vo_btl_PC047_addbuff,2,9,3046,194,1,0.0,0.0,0
26520,vo_btl_PC047_addresistbuff,2,9,3046,194,1,0.0,0.0,0
26521,vo_btl_PC047_adddebuff,2,9,3046,194,1,0.0,0.0,0
26522,vo_btl_PC047_addresistdebuff,2,9,3046,194,1,0.0,0.0,0
26523,vo_btl_PC047_provoke,2,9,3046,194,1,0.0,0.0,0
26524,vo_btl_PC047_abillity1,2,9,3046,194,1,0.0,0.0,0
26525,vo_btl_PC047_abillity2,2,9,3046,194,1,0.0,0.0,0
26526,vo_btl_PC047_abillity3,2,9,3046,194,1,0.0,0.0,0
26527,vo_btl_PC047_abillity4,2,9,3046,194,1,0.0,0.0,0
26528,vo_btl_PC047_abillity5,2,9,3046,194,1,0.0,0.0,0
26529,vo_btl_PC047_abillity6,2,9,3046,194,1,0.0,0.0,0
26533,vo_etc_PC048_name,2,9,3047,194,1,0.0,0.0,0
26534,vo_etc_PC048_bow1,2,9,3047,194,1,0.0,0.0,0
26535,vo_etc_PC048_bow2,2,9,3047,194,1,0.0,0.0,0
26536,vo_etc_PC048_aha1,2,9,3047,194,1,0.0,0.0,0
26537,vo_etc_PC048_aha2,2,9,3047,194,1,0.0,0.0,0
26538,vo_etc_PC048_aha3,2,9,3047,194,1,0.0,0.0,0
26539,vo_etc_PC048_aha4,2,9,3047,194,1,0.0,0.0,0
26540,vo_etc_PC048_aha5,2,9,3047,194,1,0.0,0.0,0
26541,vo_etc_PC048_aha6,2,9,3047,194,1,0.0,0.0,0
26542,vo_etc_PC048_bye1,2,9,3047,194,1,0.0,0.0,0
26543,vo_etc_PC048_bye2,2,9,3047,194,1,0.0,0.0,0
26544,vo_etc_PC048_surprise1,2,9,3047,194,1,0.0,0.0,0
26545,vo_etc_PC048_surprise2,2,9,3047,194,1,0.0,0.0,0
26546,vo_etc_PC048_surprise3,2,9,3047,194,1,0.0,0.0,0
26547,vo_etc_PC048_anger1,2,9,3047,194,1,0.0,0.0,0
26548,vo_etc_PC048_anger2,2,9,3047,194,1,0.0,0.0,0
26549,vo_etc_PC048_anger3,2,9,3047,194,1,0.0,0.0,0
26550,vo_etc_PC048_apology,2,9,3047,194,1,0.0,0.0,0
26551,vo_etc_PC048_sad1,2,9,3047,194,1,0.0,0.0,0
26552,vo_etc_PC048_sad2,2,9,3047,194,1,0.0,0.0,0
26553,vo_etc_PC048_happy1,2,9,3047,194,1,0.0,0.0,0
26554,vo_etc_PC048_happy2,2,9,3047,194,1,0.0,0.0,0
26555,vo_etc_PC048_happy3,2,9,3047,194,1,0.0,0.0,0
26556,vo_etc_PC048_joy1,2,9,3047,194,1,0.0,0.0,0
26557,vo_etc_PC048_joy2,2,9,3047,194,1,0.0,0.0,0
26558,vo_etc_PC048_joy3,2,9,3047,194,1,0.0,0.0,0
26559,vo_etc_PC048_laugh1,2,9,3047,194,1,0.0,0.0,0
26560,vo_etc_PC048_laugh2,2,9,3047,194,1,0.0,0.0,0
26561,vo_etc_PC048_laugh3,2,9,3047,194,1,0.0,0.0,0
26562,vo_etc_PC048_mortify1,2,9,3047,194,1,0.0,0.0,0
26563,vo_etc_PC048_mortify2,2,9,3047,194,1,0.0,0.0,0
26564,vo_etc_PC048_mortify3,2,9,3047,194,1,0.0,0.0,0
26565,vo_etc_PC048_scared1,2,9,3047,194,1,0.0,0.0,0
26566,vo_etc_PC048_scared2,2,9,3047,194,1,0.0,0.0,0
26567,vo_etc_PC048_scared3,2,9,3047,194,1,0.0,0.0,0
26568,vo_etc_PC048_thank1,2,9,3047,194,1,0.0,0.0,0
26569,vo_etc_PC048_thank2,2,9,3047,194,1,0.0,0.0,0
26570,vo_etc_PC048_thank3,2,9,3047,194,1,0.0,0.0,0
26571,vo_etc_PC048_worry1,2,9,3047,194,1,0.0,0.0,0
26572,vo_etc_PC048_worry2,2,9,3047,194,1,0.0,0.0,0
26573,vo_etc_PC048_worry3,2,9,3047,194,1,0.0,0.0,0
26574,vo_etc_PC048_found1,2,9,3047,194,1,0.0,0.0,0
26575,vo_etc_PC048_found2,2,9,3047,194,1,0.0,0.0,0
26576,vo_etc_PC048_found3,2,9,3047,194,1,0.0,0.0,0
26577,vo_etc_PC048_yes1,2,9,3047,194,1,0.0,0.0,0
26578,vo_etc_PC048_yes2,2,9,3047,194,1,0.0,0.0,0
26579,vo_etc_PC048_no1,2,9,3047,194,1,0.0,0.0,0
26580,vo_etc_PC048_no2,2,9,3047,194,1,0.0,0.0,0
26581,vo_etc_PC048_positive1,2,9,3047,194,1,0.0,0.0,0
26582,vo_etc_PC048_positive2,2,9,3047,194,1,0.0,0.0,0
26583,vo_etc_PC048_negation1,2,9,3047,194,1,0.0,0.0,0
26584,vo_etc_PC048_negation2,2,9,3047,194,1,0.0,0.0,0
26585,vo_etc_PC048_ready1,2,9,3047,194,1,0.0,0.0,0
26586,vo_etc_PC048_ready2,2,9,3047,194,1,0.0,0.0,0
26587,vo_etc_PC048_doubt1,2,9,3047,194,1,0.0,0.0,0
26588,vo_etc_PC048_doubt2,2,9,3047,194,1,0.0,0.0,0
26589,vo_etc_PC048_thought1,2,9,3047,194,1,0.0,0.0,0
26590,vo_etc_PC048_thought2,2,9,3047,194,1,0.0,0.0,0
26591,vo_etc_PC048_truth1,2,9,3047,194,1,0.0,0.0,0
26592,vo_etc_PC048_truth2,2,9,3047,194,1,0.0,0.0,0
26593,vo_etc_PC048_fc1,2,9,3047,194,1,0.0,0.0,0
26594,vo_etc_PC048_fc2,2,9,3047,194,1,0.0,0.0,0
26595,vo_etc_PC048_fc3,2,9,3047,194,1,0.0,0.0,0
26596,vo_etc_PC048_fc4,2,9,3047,194,1,0.0,0.0,0
26597,vo_etc_PC048_fc5,2,9,3047,194,1,0.0,0.0,0
26598,vo_etc_PC048_partyin,2,9,3047,194,1,0.0,0.0,0
26599,vo_btl_PC048_start1,2,9,3047,194,1,0.0,0.0,0
26600,vo_btl_PC048_start2,2,9,3047,194,1,0.0,0.0,0
26601,vo_btl_PC048_symbol,2,9,3047,194,1,0.0,0.0,0
26602,vo_btl_PC048_boss1,2,9,3047,194,1,0.0,0.0,0
26603,vo_btl_PC048_boss2,2,9,3047,194,1,0.0,0.0,0
26604,vo_btl_PC048_beat1,2,9,3047,194,1,0.0,0.0,0
26605,vo_btl_PC048_beat2,2,9,3047,194,1,0.0,0.0,0
26606,vo_btl_PC048_beatnarrow,2,9,3047,194,1,0.0,0.0,0
26607,vo_btl_PC048_turnstart1,2,9,3047,194,1,0.0,0.0,0
26608,vo_btl_PC048_turnstart2,2,9,3047,194,1,0.0,0.0,0
26609,vo_btl_PC048_tslowhp,2,9,3047,194,1,0.0,0.0,0
26610,vo_btl_PC048_tbreak1,2,9,3047,194,1,0.0,0.0,0
26611,vo_btl_PC048_tbreak2,2,9,3047,194,1,0.0,0.0,0
26612,vo_btl_PC048_attack1,2,9,3047,194,1,0.0,0.0,0
26613,vo_btl_PC048_attack2,2,9,3047,194,1,0.0,0.0,0
26614,vo_btl_PC048_attack3,2,9,3047,194,1,0.0,0.0,0
26615,vo_btl_PC048_attack4,2,9,3047,194,1,0.0,0.0,0
26616,vo_btl_PC048_burst1lv1,2,9,3047,194,1,0.0,0.0,0
26617,vo_btl_PC048_burst1lv2,2,9,3047,194,1,0.0,0.0,0
26618,vo_btl_PC048_burst2lv1,2,9,3047,194,1,0.0,0.0,0
26619,vo_btl_PC048_burst2lv2,2,9,3047,194,1,0.0,0.0,0
26620,vo_btl_PC048_burst3lv1,2,9,3047,194,1,0.0,0.0,0
26621,vo_btl_PC048_burst3lv2,2,9,3047,194,1,0.0,0.0,0
26622,vo_btl_PC048_deathblow1,2,9,3047,194,1,0.0,0.0,0
26623,vo_btl_PC048_deathblow2,2,9,3047,194,1,0.0,0.0,0
26624,vo_btl_PC048_weak1,2,9,3047,194,1,0.0,0.0,0
26625,vo_btl_PC048_weak2,2,9,3047,194,1,0.0,0.0,0
26626,vo_btl_PC048_break1,2,9,3047,194,1,0.0,0.0,0
26627,vo_btl_PC048_break2,2,9,3047,194,1,0.0,0.0,0
26628,vo_btl_PC048_changeback,2,9,3047,194,1,0.0,0.0,0
26629,vo_btl_PC048_changefront1,2,9,3047,194,1,0.0,0.0,0
26630,vo_btl_PC048_changefront2,2,9,3047,194,1,0.0,0.0,0
26631,vo_btl_PC048_changefront3,2,9,3047,194,1,0.0,0.0,0
26632,vo_btl_PC048_avoidatk,2,9,3047,194,1,0.0,0.0,0
26633,vo_btl_PC048_debuff,2,9,3047,194,1,0.0,0.0,0
26634,vo_btl_PC048_restorebymate1,2,9,3047,194,1,0.0,0.0,0
26635,vo_btl_PC048_restorebymate2,2,9,3047,194,1,0.0,0.0,0
26636,vo_btl_PC048_retrieve1,2,9,3047,194,1,0.0,0.0,0
26637,vo_btl_PC048_retrieve2,2,9,3047,194,1,0.0,0.0,0
26638,vo_btl_PC048_damage1lv1,2,9,3047,194,1,0.0,0.0,0
26639,vo_btl_PC048_damage1lv2,2,9,3047,194,1,0.0,0.0,0
26640,vo_btl_PC048_damage2lv1,2,9,3047,194,1,0.0,0.0,0
26641,vo_btl_PC048_damage2lv2,2,9,3047,194,1,0.0,0.0,0
26642,vo_btl_PC048_damage3lv1,2,9,3047,194,1,0.0,0.0,0
26643,vo_btl_PC048_damage3lv2,2,9,3047,194,1,0.0,0.0,0
26644,vo_btl_PC048_dead1,2,9,3047,194,1,0.0,0.0,0
26645,vo_btl_PC048_dead2,2,9,3047,194,1,0.0,0.0,0
26646,vo_btl_PC048_deadall,2,9,3047,194,1,0.0,0.0,0
26647,vo_btl_PC048_atkp1lv,2,9,3047,194,1,0.0,0.0,0
26648,vo_btl_PC048_atkp2lv,2,9,3047,194,1,0.0,0.0,0
26649,vo_btl_PC048_atkp3lv,2,9,3047,194,1,0.0,0.0,0
26650,vo_btl_PC048_atkp4lv,2,9,3047,194,1,0.0,0.0,0
26651,vo_btl_PC048_atkm1lv,2,9,3047,194,1,0.0,0.0,0
26652,vo_btl_PC048_atkm2lv,2,9,3047,194,1,0.0,0.0,0
26653,vo_btl_PC048_atkm3lv,2,9,3047,194,1,0.0,0.0,0
26654,vo_btl_PC048_atkm4lv,2,9,3047,194,1,0.0,0.0,0
26655,vo_btl_PC048_recoverhp,2,9,3047,194,1,0.0,0.0,0
26656,vo_btl_PC048_recoversp,2,9,3047,194,1,0.0,0.0,0
26657,vo_btl_PC048_recoverbad,2,9,3047,194,1,0.0,0.0,0
26658,vo_btl_PC048_addbuff,2,9,3047,194,1,0.0,0.0,0
26659,vo_btl_PC048_addresistbuff,2,9,3047,194,1,0.0,0.0,0
26660,vo_btl_PC048_adddebuff,2,9,3047,194,1,0.0,0.0,0
26661,vo_btl_PC048_addresistdebuff,2,9,3047,194,1,0.0,0.0,0
26662,vo_btl_PC048_provoke,2,9,3047,194,1,0.0,0.0,0
26663,vo_btl_PC048_abillity1,2,9,3047,194,1,0.0,0.0,0
26664,vo_btl_PC048_abillity2,2,9,3047,194,1,0.0,0.0,0
26665,vo_btl_PC048_abillity3,2,9,3047,194,1,0.0,0.0,0
26666,vo_btl_PC048_abillity4,2,9,3047,194,1,0.0,0.0,0
26667,vo_btl_PC048_abillity5,2,9,3047,194,1,0.0,0.0,0
26668,vo_btl_PC048_abillity6,2,9,3047,194,1,0.0,0.0,0
26672,vo_etc_PC049_name,2,9,3048,194,1,0.0,0.0,0
26673,vo_etc_PC049_bow1,2,9,3048,194,1,0.0,0.0,0
26674,vo_etc_PC049_bow2,2,9,3048,194,1,0.0,0.0,0
26675,vo_etc_PC049_aha1,2,9,3048,194,1,0.0,0.0,0
26676,vo_etc_PC049_aha2,2,9,3048,194,1,0.0,0.0,0
26677,vo_etc_PC049_aha3,2,9,3048,194,1,0.0,0.0,0
26678,vo_etc_PC049_aha4,2,9,3048,194,1,0.0,0.0,0
26679,vo_etc_PC049_aha5,2,9,3048,194,1,0.0,0.0,0
26680,vo_etc_PC049_aha6,2,9,3048,194,1,0.0,0.0,0
26681,vo_etc_PC049_bye1,2,9,3048,194,1,0.0,0.0,0
26682,vo_etc_PC049_bye2,2,9,3048,194,1,0.0,0.0,0
26683,vo_etc_PC049_surprise1,2,9,3048,194,1,0.0,0.0,0
26684,vo_etc_PC049_surprise2,2,9,3048,194,1,0.0,0.0,0
26685,vo_etc_PC049_surprise3,2,9,3048,194,1,0.0,0.0,0
26686,vo_etc_PC049_anger1,2,9,3048,194,1,0.0,0.0,0
26687,vo_etc_PC049_anger2,2,9,3048,194,1,0.0,0.0,0
26688,vo_etc_PC049_anger3,2,9,3048,194,1,0.0,0.0,0
26689,vo_etc_PC049_apology,2,9,3048,194,1,0.0,0.0,0
26690,vo_etc_PC049_sad1,2,9,3048,194,1,0.0,0.0,0
26691,vo_etc_PC049_sad2,2,9,3048,194,1,0.0,0.0,0
26692,vo_etc_PC049_happy1,2,9,3048,194,1,0.0,0.0,0
26693,vo_etc_PC049_happy2,2,9,3048,194,1,0.0,0.0,0
26694,vo_etc_PC049_happy3,2,9,3048,194,1,0.0,0.0,0
26695,vo_etc_PC049_joy1,2,9,3048,194,1,0.0,0.0,0
26696,vo_etc_PC049_joy2,2,9,3048,194,1,0.0,0.0,0
26697,vo_etc_PC049_joy3,2,9,3048,194,1,0.0,0.0,0
26698,vo_etc_PC049_laugh1,2,9,3048,194,1,0.0,0.0,0
26699,vo_etc_PC049_laugh2,2,9,3048,194,1,0.0,0.0,0
26700,vo_etc_PC049_laugh3,2,9,3048,194,1,0.0,0.0,0
26701,vo_etc_PC049_mortify1,2,9,3048,194,1,0.0,0.0,0
26702,vo_etc_PC049_mortify2,2,9,3048,194,1,0.0,0.0,0
26703,vo_etc_PC049_mortify3,2,9,3048,194,1,0.0,0.0,0
26704,vo_etc_PC049_scared1,2,9,3048,194,1,0.0,0.0,0
26705,vo_etc_PC049_scared2,2,9,3048,194,1,0.0,0.0,0
26706,vo_etc_PC049_scared3,2,9,3048,194,1,0.0,0.0,0
26707,vo_etc_PC049_thank1,2,9,3048,194,1,0.0,0.0,0
26708,vo_etc_PC049_thank2,2,9,3048,194,1,0.0,0.0,0
26709,vo_etc_PC049_thank3,2,9,3048,194,1,0.0,0.0,0
26710,vo_etc_PC049_worry1,2,9,3048,194,1,0.0,0.0,0
26711,vo_etc_PC049_worry2,2,9,3048,194,1,0.0,0.0,0
26712,vo_etc_PC049_worry3,2,9,3048,194,1,0.0,0.0,0
26713,vo_etc_PC049_found1,2,9,3048,194,1,0.0,0.0,0
26714,vo_etc_PC049_found2,2,9,3048,194,1,0.0,0.0,0
26715,vo_etc_PC049_found3,2,9,3048,194,1,0.0,0.0,0
26716,vo_etc_PC049_yes1,2,9,3048,194,1,0.0,0.0,0
26717,vo_etc_PC049_yes2,2,9,3048,194,1,0.0,0.0,0
26718,vo_etc_PC049_no1,2,9,3048,194,1,0.0,0.0,0
26719,vo_etc_PC049_no2,2,9,3048,194,1,0.0,0.0,0
26720,vo_etc_PC049_positive1,2,9,3048,194,1,0.0,0.0,0
26721,vo_etc_PC049_positive2,2,9,3048,194,1,0.0,0.0,0
26722,vo_etc_PC049_negation1,2,9,3048,194,1,0.0,0.0,0
26723,vo_etc_PC049_negation2,2,9,3048,194,1,0.0,0.0,0
26724,vo_etc_PC049_ready1,2,9,3048,194,1,0.0,0.0,0
26725,vo_etc_PC049_ready2,2,9,3048,194,1,0.0,0.0,0
26726,vo_etc_PC049_doubt1,2,9,3048,194,1,0.0,0.0,0
26727,vo_etc_PC049_doubt2,2,9,3048,194,1,0.0,0.0,0
26728,vo_etc_PC049_thought1,2,9,3048,194,1,0.0,0.0,0
26729,vo_etc_PC049_thought2,2,9,3048,194,1,0.0,0.0,0
26730,vo_etc_PC049_truth1,2,9,3048,194,1,0.0,0.0,0
26731,vo_etc_PC049_truth2,2,9,3048,194,1,0.0,0.0,0
26732,vo_etc_PC049_fc1,2,9,3048,194,1,0.0,0.0,0
26733,vo_etc_PC049_fc2,2,9,3048,194,1,0.0,0.0,0
26734,vo_etc_PC049_fc3,2,9,3048,194,1,0.0,0.0,0
26735,vo_etc_PC049_fc4,2,9,3048,194,1,0.0,0.0,0
26736,vo_etc_PC049_fc5,2,9,3048,194,1,0.0,0.0,0
26737,vo_etc_PC049_partyin,2,9,3048,194,1,0.0,0.0,0
26738,vo_btl_PC049_start1,2,9,3048,194,1,0.0,0.0,0
26739,vo_btl_PC049_start2,2,9,3048,194,1,0.0,0.0,0
26740,vo_btl_PC049_symbol,2,9,3048,194,1,0.0,0.0,0
26741,vo_btl_PC049_boss1,2,9,3048,194,1,0.0,0.0,0
26742,vo_btl_PC049_boss2,2,9,3048,194,1,0.0,0.0,0
26743,vo_btl_PC049_beat1,2,9,3048,194,1,0.0,0.0,0
26744,vo_btl_PC049_beat2,2,9,3048,194,1,0.0,0.0,0
26745,vo_btl_PC049_beatnarrow,2,9,3048,194,1,0.0,0.0,0
26746,vo_btl_PC049_turnstart1,2,9,3048,194,1,0.0,0.0,0
26747,vo_btl_PC049_turnstart2,2,9,3048,194,1,0.0,0.0,0
26748,vo_btl_PC049_tslowhp,2,9,3048,194,1,0.0,0.0,0
26749,vo_btl_PC049_tbreak1,2,9,3048,194,1,0.0,0.0,0
26750,vo_btl_PC049_tbreak2,2,9,3048,194,1,0.0,0.0,0
26751,vo_btl_PC049_attack1,2,9,3048,194,1,0.0,0.0,0
26752,vo_btl_PC049_attack2,2,9,3048,194,1,0.0,0.0,0
26753,vo_btl_PC049_attack3,2,9,3048,194,1,0.0,0.0,0
26754,vo_btl_PC049_attack4,2,9,3048,194,1,0.0,0.0,0
26755,vo_btl_PC049_burst1lv1,2,9,3048,194,1,0.0,0.0,0
26756,vo_btl_PC049_burst1lv2,2,9,3048,194,1,0.0,0.0,0
26757,vo_btl_PC049_burst2lv1,2,9,3048,194,1,0.0,0.0,0
26758,vo_btl_PC049_burst2lv2,2,9,3048,194,1,0.0,0.0,0
26759,vo_btl_PC049_burst3lv1,2,9,3048,194,1,0.0,0.0,0
26760,vo_btl_PC049_burst3lv2,2,9,3048,194,1,0.0,0.0,0
26761,vo_btl_PC049_deathblow1,2,9,3048,194,1,0.0,0.0,0
26762,vo_btl_PC049_deathblow2,2,9,3048,194,1,0.0,0.0,0
26763,vo_btl_PC049_weak1,2,9,3048,194,1,0.0,0.0,0
26764,vo_btl_PC049_weak2,2,9,3048,194,1,0.0,0.0,0
26765,vo_btl_PC049_break1,2,9,3048,194,1,0.0,0.0,0
26766,vo_btl_PC049_break2,2,9,3048,194,1,0.0,0.0,0
26767,vo_btl_PC049_changeback,2,9,3048,194,1,0.0,0.0,0
26768,vo_btl_PC049_changefront1,2,9,3048,194,1,0.0,0.0,0
26769,vo_btl_PC049_changefront2,2,9,3048,194,1,0.0,0.0,0
26770,vo_btl_PC049_changefront3,2,9,3048,194,1,0.0,0.0,0
26771,vo_btl_PC049_avoidatk,2,9,3048,194,1,0.0,0.0,0
26772,vo_btl_PC049_debuff,2,9,3048,194,1,0.0,0.0,0
26773,vo_btl_PC049_restorebymate1,2,9,3048,194,1,0.0,0.0,0
26774,vo_btl_PC049_restorebymate2,2,9,3048,194,1,0.0,0.0,0
26775,vo_btl_PC049_retrieve1,2,9,3048,194,1,0.0,0.0,0
26776,vo_btl_PC049_retrieve2,2,9,3048,194,1,0.0,0.0,0
26777,vo_btl_PC049_damage1lv1,2,9,3048,194,1,0.0,0.0,0
26778,vo_btl_PC049_damage1lv2,2,9,3048,194,1,0.0,0.0,0
26779,vo_btl_PC049_damage2lv1,2,9,3048,194,1,0.0,0.0,0
26780,vo_btl_PC049_damage2lv2,2,9,3048,194,1,0.0,0.0,0
26781,vo_btl_PC049_damage3lv1,2,9,3048,194,1,0.0,0.0,0
26782,vo_btl_PC049_damage3lv2,2,9,3048,194,1,0.0,0.0,0
26783,vo_btl_PC049_dead1,2,9,3048,194,1,0.0,0.0,0
26784,vo_btl_PC049_dead2,2,9,3048,194,1,0.0,0.0,0
26785,vo_btl_PC049_deadall,2,9,3048,194,1,0.0,0.0,0
26786,vo_btl_PC049_atkp1lv,2,9,3048,194,1,0.0,0.0,0
26787,vo_btl_PC049_atkp2lv,2,9,3048,194,1,0.0,0.0,0
26788,vo_btl_PC049_atkp3lv,2,9,3048,194,1,0.0,0.0,0
26789,vo_btl_PC049_atkp4lv,2,9,3048,194,1,0.0,0.0,0
26790,vo_btl_PC049_atkm1lv,2,9,3048,194,1,0.0,0.0,0
26791,vo_btl_PC049_atkm2lv,2,9,3048,194,1,0.0,0.0,0
26792,vo_btl_PC049_atkm3lv,2,9,3048,194,1,0.0,0.0,0
26793,vo_btl_PC049_atkm4lv,2,9,3048,194,1,0.0,0.0,0
26794,vo_btl_PC049_recoverhp,2,9,3048,194,1,0.0,0.0,0
26795,vo_btl_PC049_recoversp,2,9,3048,194,1,0.0,0.0,0
26796,vo_btl_PC049_recoverbad,2,9,3048,194,1,0.0,0.0,0
26797,vo_btl_PC049_addbuff,2,9,3048,194,1,0.0,0.0,0
26798,vo_btl_PC049_addresistbuff,2,9,3048,194,1,0.0,0.0,0
26799,vo_btl_PC049_adddebuff,2,9,3048,194,1,0.0,0.0,0
26800,vo_btl_PC049_addresistdebuff,2,9,3048,194,1,0.0,0.0,0
26801,vo_btl_PC049_provoke,2,9,3048,194,1,0.0,0.0,0
26802,vo_btl_PC049_abillity1,2,9,3048,194,1,0.0,0.0,0
26803,vo_btl_PC049_abillity2,2,9,3048,194,1,0.0,0.0,0
26804,vo_btl_PC049_abillity3,2,9,3048,194,1,0.0,0.0,0
26805,vo_btl_PC049_abillity4,2,9,3048,194,1,0.0,0.0,0
26806,vo_btl_PC049_abillity5,2,9,3048,194,1,0.0,0.0,0
26807,vo_btl_PC049_abillity6,2,9,3048,194,1,0.0,0.0,0
26811,vo_etc_PC050_name,2,9,3049,194,1,0.0,0.0,0
26812,vo_etc_PC050_bow1,2,9,3049,194,1,0.0,0.0,0
26813,vo_etc_PC050_bow2,2,9,3049,194,1,0.0,0.0,0
26814,vo_etc_PC050_aha1,2,9,3049,194,1,0.0,0.0,0
26815,vo_etc_PC050_aha2,2,9,3049,194,1,0.0,0.0,0
26816,vo_etc_PC050_aha3,2,9,3049,194,1,0.0,0.0,0
26817,vo_etc_PC050_aha4,2,9,3049,194,1,0.0,0.0,0
26818,vo_etc_PC050_aha5,2,9,3049,194,1,0.0,0.0,0
26819,vo_etc_PC050_aha6,2,9,3049,194,1,0.0,0.0,0
