m_id,m_LevelObjectName,m_TexPath
470,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC098_04_02b.BPI_Obj_EvPC098_04_02b_C
471,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Red_01_Foliage.ObjMD_Book_Red_01_Foliage
476,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC186_03_03a.BPI_Obj_EvPC186_03_03a_C
477,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC186_04_05a.BPI_Obj_EvPC186_04_05a_C
480,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC186_04_03a.BPI_Obj_EvPC186_04_03a_C
481,,/Game/Object/Resource/V1_0_0/Obj/Obj_Tree/StaticMesh/ObjMD_Tree_Sakura_A.ObjMD_Tree_Sakura_A
482,,/Game/Object/Resource/V1_0_0/Obj/Obj_Tree/StaticMesh/ObjMD_Petal_Sakura_A.ObjMD_Petal_Sakura_A
486,,/Game/Object/Resource/BP/BP_Obj/BP_Photo/BPI_Obj_EvPht001_01_07a.BPI_Obj_EvPht001_01_07a_C
489,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC186_04_03b.BPI_Obj_EvPC186_04_03b_C
490,,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_Box_fuusa_A.BPI_Obj_Box_fuusa_A_C
495,,/Game/Object/Resource/V1_0_0/Obj/Obj_Common/StaticMesh/ObjMD_janbe.ObjMD_janbe
496,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC186_04_06a.BPI_Obj_EvPC186_04_06a_C
497,,/Game/Object/Resource/V1_0_0/ObjAnimation/ObjFlowerB/BPI_ObjFlowerB.BPI_ObjFlowerB_C
500,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_FlowerB_Crush.ObjMD_FlowerB_Crush
498,EvObj_House_Pub_initial,
499,EvObj_House_Pub_BuiltAll,
510,,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_SpotLight_B.BPI_Obj_SpotLight_B_C
511,,/Game/Object/Resource/BP/BP_Obj/BPI_BlueFire_Loop_A.BPI_BlueFire_Loop_A_C
521,EvObj_KenryokuBoss,
522,EvObj_KenryokuBoss_Clear,
530,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC075_03_01a.BPI_Obj_EvPC075_03_01a_C
531,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC075_03_01c.BPI_Obj_EvPC075_03_01c_C
533,EvObj_Ship_Erutorikusu_On,
534,,/Game/Object/Resource/V1_0_0/Obj/Obj_Bag/StaticMesh/ObjMD_Bag_A_empty.ObjMD_Bag_A_empty
537,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC075_03_01d.BPI_Obj_EvPC075_03_01d_C
538,,/Game/Object/Resource/BP/BP_Obj/BPI_Obj_Ship_GranPort_A.BPI_Obj_Ship_GranPort_A_C
539,,/Game/Object/Resource/BP/BP_Obj/BPI_Obj_Ship_GranPort_B.BPI_Obj_Ship_GranPort_B_C
540,,/Game/Object/Resource/BP/BP_Obj/BPI_Obj_Cannnon_A.BPI_Obj_Cannnon_A_C
541,EvObj_StrBk_BigShip_A,
542,EvObj_StrBk_BigShip_A_Fire,
543,EvObj_StrBk_BigShip_B,
554,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC075_04_02b.BPI_Obj_EvPC075_04_02b_C
555,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC075_04_02b1.BPI_Obj_EvPC075_04_02b1_C
556,,/Game/Object/Resource/V1_0_0/Obj/Obj_Beach/StaticMesh/ObjMD_Beach_Blanket_A.ObjMD_Beach_Blanket_A
557,,/Game/Object/Resource/V1_0_0/Obj/Obj_Beach/StaticMesh/ObjMD_Beach_Blanket_B.ObjMD_Beach_Blanket_B
558,,/Game/Object/Resource/V1_0_0/Obj/Obj_Beach/StaticMesh/ObjMD_Beach_Blanket_C.ObjMD_Beach_Blanket_C
559,,/Game/Object/Resource/V1_0_0/Obj/Obj_Beach/StaticMesh/ObjMD_Parasol_A.ObjMD_Parasol_A
560,,/Game/Object/Resource/V1_0_0/Obj/Obj_Beach/StaticMesh/ObjMD_Parasol_B.ObjMD_Parasol_B
561,,/Game/Object/Resource/V1_0_0/Obj/Obj_Beach/StaticMesh/ObjMD_Parasol_C.ObjMD_Parasol_C
562,,/Game/Object/Resource/BP/BP_Obj/BP_STORY/BPI_Obj_EvStrBk_00077_01a_1.BPI_Obj_EvStrBk_00077_01a_1_C
563,,/Game/Object/Resource/BP/BP_Obj/BP_STORY/BPI_Obj_EvStrBk_00077_01a_2.BPI_Obj_EvStrBk_00077_01a_2_C
564,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC108_01_02a.BPI_Obj_EvPC108_01_02a_C
565,,/Game/Object/Resource/BP/BP_Obj/BP_STORY/BPI_Obj_EvStrBk_00081_01a.BPI_Obj_EvStrBk_00081_01a_C
569,,/Game/Object/Resource/BP/BP_Obj/BPI_Float_A.BPI_Float_A_C
570,,/Game/Object/Resource/BP/BP_Obj/BPI_Float_B.BPI_Float_B_C
571,,/Game/Object/Resource/V1_0_0/Obj/Obj_Cemetery/StaticMesh/ObjMD_Cemetery_B.ObjMD_Cemetery_B
572,,/Game/Object/Resource/BP/BP_Obj/BP_STORY/BPI_Obj_EvStrBk_00096_01a.BPI_Obj_EvStrBk_00096_01a_C
573,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC074_04_02b.BPI_Obj_EvPC074_04_02b_C
580,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC071_01_02a.BPI_Obj_EvPC071_01_02a_C
581,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC071_01_03b.BPI_Obj_EvPC071_01_03b_C
582,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC071_02_03a.BPI_Obj_EvPC071_02_03a_C
583,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC071_03_02a.BPI_Obj_EvPC071_03_02a_C
584,,/Game/Object/Resource/V1_0_0/Obj/Obj_Cemetery/StaticMesh/ObjMD_Monument_A.ObjMD_Monument_A
586,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_Susuki_A.ObjMD_Susuki_A
587,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_Dango_A.ObjMD_Dango_A
588,,/Game/Object/Resource/V1_0_0/Obj/Obj_Moon/StaticMesh/ObjMD_Moon_A.ObjMD_Moon_A
594,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC071_03_01a.BPI_Obj_EvPC071_03_01a_C
599,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC071_03_01a_2.BPI_Obj_EvPC071_03_01a_2_C
600,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC075_04_02f.BPI_Obj_EvPC075_04_02f_C
601,,/Game/Object/Resource/V1_0_0/Obj/Obj_Objects/StaticMesh/ObjMD_Objects_stew_B.ObjMD_Objects_stew_B
605,,/Game/Object/Resource/V1_0_0/Obj/Obj_WestSide/StaticMesh/ObjMD_WestSide_Fence_C.ObjMD_WestSide_Fence_C
607,,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01
608,,/Game/Object/Resource/V1_0_0/Obj/Obj_Pyramid/StaticMesh/ObjTX_Pyramid_Statue_B_R_Off.ObjTX_Pyramid_Statue_B_R_Off
609,,/Game/Object/Resource/V1_0_0/Obj/Obj_Pyramid/StaticMesh/ObjTX_Pyramid_Statue_B_R.ObjTX_Pyramid_Statue_B_R
610,,/Game/Object/Resource/V1_0_0/Obj/Obj_Pyramid/StaticMesh/ObjTX_Pyramid_Statue_B_L_NoEye.ObjTX_Pyramid_Statue_B_L_NoEye
611,,/Game/Object/Resource/V1_0_0/Obj/Obj_Pyramid/StaticMesh/ObjTX_Pyramid_Statue_B_L.ObjTX_Pyramid_Statue_B_L
612,EvObj_Pyramid_Lion,
613,EvObj_Pyramid_Lion_Empty,
617,EvObj_WS_Pyramid_LlamaSwicth_Off,
618,EvObj_WS_Pyramid_LlamaSwicth_On,
624,EvObj_House_Flowers_initial,
625,EvObj_House_Flowers_BuiltAll_01,
626,EvObj_House_Flowers_BuiltAll_02,
