m_id,m_Label,m_Inescapable,m_SkipResult,m_IgnoreDefeat,m_SkipBgmResult,m_Bgm,m_BgmType,m_Camera,m_Formation,m_EnemyID,m_EventIndices,m_AbortCondition,m_ForcedWinAbortCondition,m_TipsGroup,m_TipsTargets,m_ImportantFlags
9306,AllMaster_Boss_ENG06,195,194,194,194,108,1,32,63,"[5043, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9307,AllMaster_Boss_ENG07,195,194,194,194,108,1,32,40,"[5044, 5045, 5046, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9308,AllMaster_Boss_ENG08,195,194,195,194,107,1,31,59,"[5047, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9309,AllMaster_Boss_ENG09,195,194,194,194,108,1,32,69,"[5048, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9316,AllMaster_Boss_ENG16,195,195,194,195,108,2,0,71,"[5140, 5141, 5142, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9310,AllMaster_Boss_ENG10,195,194,194,194,108,1,32,63,"[5049, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9311,AllMaster_Boss_ENG11,195,194,194,194,108,1,32,40,"[5050, 5051, 5052, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9312,AllMaster_Boss_ENG12,195,195,194,194,98,1,31,96,"[5053, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9313,AllMaster_Boss_ENG13,195,195,194,194,107,1,31,95,"[5054, 0, 0, 0, 0, 0]","[7, 8, 9, 10, 11, 12, 13, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9314,AllMaster_Boss_ENG14,195,194,194,194,92,1,31,58,"[5055, 0, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9315,AllMaster_Boss_ENG15,195,194,194,194,108,0,31,59,"[5136, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9322,AM_Chap9_Boss_ENG01,195,194,194,194,108,1,32,72,"[5188, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9401,AM_Chap8_Boss_ESW,194,194,194,194,108,0,32,69,"[5056, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9402,AM_Chap8_Boss_ESF,194,194,194,194,108,0,32,69,"[5057, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9403,AM_Chap8_Boss_ESP,194,194,194,194,108,0,32,69,"[5058, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
9404,AllMaster_Boss_ENG17,195,195,195,195,108,2,0,71,"[5064, 5065, 5066, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",5,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50101,ePC001_Chp1_EmGr01,195,194,194,194,36,0,0,69,"[10000, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50102,ePC001_Chp2_EmGr01,195,194,194,194,109,0,0,69,"[10001, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50103,ePC001_Chp3_EmGr01,195,194,194,194,109,0,0,70,"[10002, 10002, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50104,ePC001_Chp4_EmGr01,195,194,194,194,38,0,0,70,"[10004, 10004, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50201,ePC002_Chp1_EmGr01,195,194,194,194,109,0,0,70,"[10006, 10006, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50202,ePC002_Chp2_EmGr01,195,194,194,194,109,0,0,69,"[10009, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50203,ePC002_Chp3_EmGr01,195,194,194,194,109,0,0,70,"[10010, 10010, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50204,ePC002_Chp4_EmGr01,195,194,194,194,151,1,32,63,"[10012, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50301,ePC003_Chp1_EmGr01,195,194,194,194,109,0,0,69,"[10013, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50302,ePC003_Chp2_EmGr01,195,194,194,194,109,0,0,69,"[10014, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50303,ePC003_Chp3_EmGr01,195,194,194,194,109,0,0,70,"[10015, 10015, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50304,ePC003_Chp4_EmGr01,195,194,194,194,38,0,32,77,"[10016, 10017, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50401,ePC004_Chp1_EmGr01,195,194,194,194,109,0,0,69,"[10018, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50402,ePC004_Chp2_EmGr01,195,194,194,194,109,0,0,69,"[10019, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50403,ePC004_Chp3_EmGr01,195,194,194,194,109,0,0,69,"[10020, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50404,ePC004_Chp4_EmGr01,195,194,194,194,38,0,32,77,"[10021, 10225, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50501,ePC005_Chp2_EmGr01,195,194,194,194,38,0,0,69,"[10022, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50601,ePC006_Chp1_EmGr01,195,194,194,194,109,0,0,71,"[10023, 10024, 10024, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50602,ePC006_Chp2_EmGr01,195,194,194,194,109,0,0,71,"[10226, 10026, 10227, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50603,ePC006_Chp3_EmGr01,195,194,194,194,109,0,0,69,"[10228, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50604,ePC006_Chp4_EmGr01,195,194,194,194,38,1,32,67,"[10027, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50701,ePC007_Chp3_EmGr01,195,194,194,194,109,0,0,70,"[10028, 10234, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50702,ePC007_Chp4_EmGr01,195,194,194,194,38,0,0,67,"[10029, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50801,ePC008_Chp3_EmGr01,195,194,194,194,38,0,32,67,"[10030, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
50901,ePC009_Chp1_EmGr01,195,194,194,194,109,0,0,69,"[10031, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51001,ePC010_Chp1_EmGr01,195,194,194,194,109,0,0,70,"[10032, 10033, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51002,ePC010_Chp2_EmGr01,195,194,194,194,109,0,0,70,"[10034, 20048, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51003,ePC010_Chp3_EmGr01,195,194,194,194,38,0,0,70,"[10035, 20049, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51004,ePC010_Chp4_EmGr01,195,194,194,194,151,1,31,80,"[10036, 10229, 10233, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51101,ePC011_Chp2_EmGr01,195,194,194,194,109,0,0,69,"[10037, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51102,ePC011_Chp3_EmGr01,195,194,194,194,109,0,0,69,"[10038, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51103,ePC011_Chp4_EmGr01,195,194,194,194,38,0,32,80,"[10039, 20002, 20003, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51201,ePC012_Chp4_EmGr01,195,194,194,194,38,0,32,80,"[10040, 10041, 20211, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51301,ePC013_Chp1_EmGr01,195,194,194,194,109,0,0,69,"[10042, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51302,ePC013_Chp3_EmGr01,195,194,194,194,38,0,32,63,"[10043, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51401,ePC014_Chp1_EmGr01,195,194,194,194,38,0,32,88,"[10044, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51402,ePC014_Chp2_EmGr01,195,194,194,194,109,0,0,70,"[10045, 20050, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51403,ePC014_Chp3_EmGr01,195,194,194,194,38,0,32,80,"[10046, 10230, 10231, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51404,ePC014_Chp4_EmGr01,195,194,194,194,38,0,32,80,"[10047, 10235, 10236, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51501,ePC015_Chp3_EmGr01,195,194,194,194,38,0,32,63,"[10048, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51601,ePC016_Chp1_EmGr01,195,194,194,194,109,0,0,69,"[10049, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51602,ePC016_Chp2_EmGr01,195,194,194,194,109,0,0,69,"[10050, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51603,ePC016_Chp3_EmGr01,195,194,194,194,109,0,0,69,"[10051, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51604,ePC016_Chp4_EmGr01,195,194,194,194,38,0,0,69,"[10052, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51701,ePC017_Chp1_EmGr01,195,194,194,194,109,0,0,70,"[10053, 10054, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51702,ePC017_Chp3_EmGr01,195,194,194,194,109,0,0,71,"[10055, 20137, 20138, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51703,ePC017_Chp4_EmGr01,195,194,194,194,38,0,31,63,"[10056, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51801,ePC018_Chp1_EmGr01,195,194,194,194,109,0,0,70,"[10057, 20136, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51802,ePC018_Chp2_EmGr01,195,194,194,194,109,0,0,71,"[10058, 20240, 20241, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51803,ePC018_Chp3_EmGr01,195,194,194,194,109,0,0,69,"[10059, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51804,ePC018_Chp3_EmGr02,195,194,194,194,109,0,0,101,"[20243, 20314, 20315, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51805,ePC018_Chp4_EmGr01,195,194,194,194,109,0,0,69,"[10061, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51806,ePC018_Chp4_EmGr02,195,194,194,194,151,1,32,63,"[20316, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51901,ePC019_Chp1_EmGr01,195,194,194,194,109,0,0,70,"[10063, 10064, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51902,ePC019_Chp2_EmGr01,195,194,194,194,109,0,0,71,"[10065, 10066, 10067, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51903,ePC019_Chp3_EmGr01,195,194,194,194,109,0,0,71,"[10068, 10069, 10070, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
51904,ePC019_Chp4_EmGr01,195,194,194,194,151,1,32,67,"[10071, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52001,ePC020_Chp1_EmGr01,195,194,194,194,109,0,0,69,"[10072, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52002,ePC020_Chp4_EmGr01,195,194,194,194,38,0,0,70,"[10073, 20244, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52101,ePC021_Chp1_EmGr01,195,194,194,194,36,0,0,70,"[10074, 20250, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52102,ePC021_Chp2_EmGr01,195,194,194,194,109,0,0,69,"[10075, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52103,ePC021_Chp4_EmGr01,195,194,194,194,38,0,32,63,"[10076, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52201,ePC022_Chp1_EmGr01,195,194,194,194,109,0,0,69,"[10077, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52202,ePC022_Chp2_EmGr01,195,194,194,194,109,0,0,71,"[10078, 20045, 20046, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52203,ePC022_Chp3_EmGr01,195,194,194,194,38,0,0,70,"[10079, 20004, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52301,ePC023_Chp1_EmGr01,195,194,194,194,109,0,0,69,"[10080, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52302,ePC023_Chp2_EmGr01,195,194,194,194,109,1,0,69,"[10081, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52303,ePC023_Chp3_EmGr01,195,194,194,194,109,0,0,71,"[10082, 10083, 10084, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52305,ePC023_Chp4_EmGr01,195,194,194,194,38,0,31,59,"[10086, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52401,ePC024_Chp1_EmGr01,195,194,194,194,109,0,0,69,"[10087, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52402,ePC024_Chp2_EmGr01,195,194,194,194,109,0,0,69,"[10088, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52403,ePC024_Chp3_EmGr01,195,194,194,194,109,0,0,71,"[10089, 10090, 10091, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52404,ePC024_Chp4_EmGr01,195,194,194,194,38,0,0,69,"[10093, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52501,ePC025_Chp1_EmGr01,195,194,194,194,109,0,0,70,"[10094, 20135, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52502,ePC025_Chp4_EmGr01,195,194,194,194,38,0,0,70,"[10095, 10096, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52601,ePC026_Chp4_EmGr01,195,194,194,194,109,0,0,70,"[10098, 20141, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52602,ePC026_Chp4_EmGr02,195,194,194,194,38,0,32,63,"[20317, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52701,ePC027_Chp1_EmGr01,195,194,194,194,109,0,0,71,"[10100, 10101, 10102, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52704,ePC027_Chp2_EmGr01,195,194,194,194,109,0,0,71,"[10103, 20209, 20210, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
60441,ePC027_Chp3_EmGr01,195,194,194,194,38,0,0,69,"[10104, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52801,ePC028_Chp1_EmGr01,195,194,194,194,109,0,0,71,"[10105, 10106, 10107, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52802,ePC028_Chp2_EmGr01,195,194,194,194,109,0,0,70,"[10108, 10109, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52803,ePC028_Chp3_EmGr01,195,194,194,194,38,0,0,70,"[10110, 20145, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52804,ePC028_Chp4_EmGr01,195,194,194,194,38,0,0,71,"[20251, 10111, 10112, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
52901,ePC029_Chp4_EmGr01,195,194,194,194,38,0,32,86,"[10113, 20245, 20246, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
53001,ePC030_Chp1_EmGr01,195,194,194,194,38,0,0,69,"[10114, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
55203,ePC030_Chp2_EmGr01,195,194,194,194,38,0,0,69,"[10222, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
53002,ePC030_Chp4_EmGr01,195,194,194,194,38,0,0,71,"[10115, 10223, 20212, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
53101,ePC031_Chp1_EmGr01,195,194,194,194,109,0,0,69,"[10116, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
53201,ePC032_Chp1_EmGr01,195,194,194,194,109,0,0,69,"[10117, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
53202,ePC032_Chp3_EmGr01,195,194,194,194,38,0,0,70,"[10118, 10119, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
53203,ePC032_Chp4_EmGr01,195,194,194,194,38,0,32,85,"[10120, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
