m_id,m_ShowOrder,m_CategoryID,m_TypeID,m_Rare,m_TexID,m_NameID,m_DetailID,m_WeaponTypeID,m_MagicTypeID,m_EquipLock,m_LevelValue,m_ExclusivePlayerID,m_ExclusiveJobID,m_Param,m_Rank,m_Variation,m_SkillID,m_BuyValue,m_MaterialCheck,m_MaterialNum,m_MaterialItemID,m_MaterialEquipID,m_SlotShapeID,m_MateriaRarityLimit,m_GrowthEquipBonusID,m_EquipSkillTypeID
10015,5200,2,9,1,500,22063,0,0,0,194,21,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,"[0, 0]",2910,"[195, 194, 194]","[2, 1, 0]","[52, 226, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10016,5800,2,9,1,500,22064,0,0,0,194,25,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]",20,0,"[0, 0]",3490,"[195, 194, 194]","[2, 1, 0]","[54, 228, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10018,6300,2,9,1,500,22066,0,0,0,194,27,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0]",22,0,"[0, 0]",4430,"[195, 194, 194]","[2, 1, 0]","[55, 229, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10019,6900,2,9,1,500,22067,0,0,0,194,30,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0]",23,0,"[0, 0]",5710,"[195, 194, 194]","[2, 1, 0]","[56, 230, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10021,7600,2,9,1,500,22069,0,0,0,194,35,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0]",25,0,"[0, 0]",7480,"[195, 194, 194]","[2, 1, 0]","[58, 232, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10023,8300,2,9,1,500,22071,0,0,0,194,40,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0]",28,0,"[0, 0]",9900,"[195, 194, 194]","[3, 1, 0]","[60, 234, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10024,9000,2,9,1,500,22072,0,0,0,194,45,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0]",32,0,"[0, 0]",12700,"[195, 194, 194]","[3, 1, 0]","[62, 236, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10025,9700,2,9,1,500,22073,0,0,0,194,49,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0]",37,0,"[0, 0]",16000,"[195, 194, 194]","[3, 1, 1]","[64, 238, 122]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10028,10400,2,9,1,500,22076,0,0,0,194,51,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0]",41,0,"[0, 0]",19800,"[195, 194, 194]","[3, 1, 1]","[65, 239, 123]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10029,11000,2,9,1,500,22077,0,0,0,194,55,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0]",45,0,"[0, 0]",24400,"[195, 194, 194]","[3, 2, 1]","[66, 240, 124]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10030,11500,2,9,1,500,22078,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0]",50,0,"[0, 0]",29900,"[195, 194, 194]","[4, 2, 1]","[67, 241, 125]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10031,11800,2,9,1,500,25249,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0]",53,0,"[0, 0]",42000,"[195, 194, 194]","[4, 3, 2]","[68, 242, 126]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10032,12700,2,9,1,500,25250,0,0,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0]",55,0,"[0, 0]",48700,"[195, 194, 194]","[4, 3, 2]","[69, 243, 127]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10034,13400,2,9,1,500,25252,0,0,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0]",58,0,"[0, 0]",55800,"[195, 194, 194]","[4, 3, 2]","[70, 244, 128]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10036,14100,2,9,1,500,25254,0,0,0,194,63,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0]",60,0,"[0, 0]",63500,"[195, 194, 194]","[5, 4, 3]","[71, 245, 129]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10038,14700,2,9,1,500,25256,0,0,0,194,64,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0]",63,0,"[0, 0]",72200,"[195, 194, 194]","[5, 4, 3]","[72, 246, 130]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10040,15300,2,9,1,500,25258,0,0,0,194,65,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0]",66,0,"[0, 0]",81000,"[195, 194, 194]","[5, 4, 3]","[73, 247, 131]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10201,100,2,9,1,500,22079,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",4,0,"[0, 0]",40,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10202,900,2,9,1,500,22080,0,0,0,194,2,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]",6,0,"[0, 0]",70,"[195, 194, 194]","[1, 0, 0]","[101, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10204,1300,2,9,1,500,22082,0,0,0,194,7,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",6,0,"[0, 0]",240,"[195, 194, 194]","[1, 0, 0]","[102, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10207,1900,2,9,1,500,22085,0,0,0,194,9,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]",7,0,"[0, 0]",350,"[195, 194, 194]","[1, 0, 0]","[103, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10208,2500,2,9,1,500,22086,0,0,0,194,12,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0]",10,0,"[0, 0]",520,"[195, 194, 194]","[1, 1, 0]","[105, 47, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10210,3300,2,9,1,500,22088,0,0,0,194,14,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]",12,0,"[0, 0]",920,"[195, 194, 194]","[1, 1, 0]","[106, 48, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10211,3900,2,9,1,500,22089,0,0,0,194,18,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0]",14,0,"[0, 0]",1480,"[195, 194, 194]","[1, 1, 0]","[108, 50, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10212,4300,2,9,1,500,22090,0,0,0,194,20,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0]",15,0,"[0, 0]",2170,"[195, 194, 194]","[1, 1, 0]","[109, 51, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10215,5100,2,9,1,500,22093,0,0,0,194,21,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,"[0, 0]",2910,"[195, 194, 194]","[2, 1, 0]","[110, 52, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10216,5700,2,9,1,500,22094,0,0,0,194,25,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0]",20,0,"[0, 0]",3490,"[195, 194, 194]","[2, 1, 0]","[112, 54, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10218,6300,2,9,1,500,22096,0,0,0,194,27,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0]",22,0,"[0, 0]",4430,"[195, 194, 194]","[2, 1, 0]","[113, 55, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10219,7100,2,9,1,500,22097,0,0,0,194,30,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0]",23,0,"[0, 0]",5710,"[195, 194, 194]","[2, 1, 0]","[114, 56, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10221,7800,2,9,1,500,22099,0,0,0,194,35,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0]",25,0,"[0, 0]",7480,"[195, 194, 194]","[2, 1, 0]","[116, 58, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10223,8300,2,9,1,500,22101,0,0,0,194,40,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0]",28,0,"[0, 0]",9900,"[195, 194, 194]","[3, 1, 0]","[118, 60, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10224,9200,2,9,1,500,22102,0,0,0,194,45,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0]",32,0,"[0, 0]",12700,"[195, 194, 194]","[3, 1, 0]","[120, 62, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10225,9900,2,9,1,500,22103,0,0,0,194,49,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0]",37,0,"[0, 0]",16000,"[195, 194, 194]","[3, 1, 1]","[122, 64, 180]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10228,10300,2,9,1,500,22106,0,0,0,194,51,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0]",41,0,"[0, 0]",19800,"[195, 194, 194]","[3, 1, 1]","[123, 65, 181]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10229,10900,2,9,1,500,22107,0,0,0,194,55,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0]",45,0,"[0, 0]",24400,"[195, 194, 194]","[3, 2, 1]","[124, 66, 182]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10230,11500,2,9,1,500,22108,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0]",50,0,"[0, 0]",29900,"[195, 194, 194]","[4, 2, 1]","[125, 67, 183]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10231,11800,2,9,1,500,25260,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0]",53,0,"[0, 0]",42000,"[195, 194, 194]","[4, 3, 2]","[126, 68, 184]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10232,12700,2,9,1,500,25261,0,0,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0]",55,0,"[0, 0]",48700,"[195, 194, 194]","[4, 3, 2]","[127, 69, 185]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10234,13400,2,9,1,500,25263,0,0,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0]",58,0,"[0, 0]",55800,"[195, 194, 194]","[4, 3, 2]","[128, 70, 186]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10236,14100,2,9,1,500,25265,0,0,0,194,63,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0]",60,0,"[0, 0]",63500,"[195, 194, 194]","[5, 4, 3]","[129, 71, 187]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10238,14700,2,9,1,500,25267,0,0,0,194,64,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0]",63,0,"[0, 0]",72200,"[195, 194, 194]","[5, 4, 3]","[130, 72, 188]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10240,15300,2,9,1,500,25269,0,0,0,194,65,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0]",66,0,"[0, 0]",81000,"[195, 194, 194]","[5, 4, 3]","[131, 73, 189]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30594,5100,2,9,1,500,26048,0,0,0,194,35,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0]",24,0,"[601179, 0]",6300,"[195, 194, 194]","[1, 1, 1]","[2070, 2062, 2063]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[13, 0, 0, 0, 0]"
30595,9000,2,9,1,500,26049,0,0,0,194,45,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0]",30,0,"[601179, 0]",10700,"[195, 194, 194]","[3, 1, 1]","[2070, 2064, 2065]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[13, 0, 0, 0, 0]"
30596,11400,2,9,1,500,26050,0,0,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0]",49,0,"[601179, 0]",28800,"[195, 194, 194]","[4, 2, 2]","[2070, 2066, 2067]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[13, 0, 0, 0, 0]"
10401,100,2,9,1,500,22109,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",4,0,"[0, 0]",40,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10402,700,2,9,1,500,22110,0,0,0,194,2,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",6,0,"[0, 0]",70,"[195, 194, 194]","[1, 0, 0]","[217, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10404,1300,2,9,1,500,22112,0,0,0,194,7,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]",6,0,"[0, 0]",240,"[195, 194, 194]","[1, 0, 0]","[160, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10407,1900,2,9,1,500,22115,0,0,0,194,9,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]",7,0,"[0, 0]",350,"[195, 194, 194]","[1, 0, 0]","[219, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10408,2600,2,9,1,500,22116,0,0,0,194,12,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0]",10,0,"[0, 0]",520,"[195, 194, 194]","[1, 1, 0]","[221, 163, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10410,3100,2,9,1,500,22118,0,0,0,194,14,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0]",12,0,"[0, 0]",920,"[195, 194, 194]","[1, 1, 0]","[222, 164, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10411,3700,2,9,1,500,22119,0,0,0,194,18,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0]",14,0,"[0, 0]",1480,"[195, 194, 194]","[1, 1, 0]","[224, 166, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10412,4400,2,9,1,500,22120,0,0,0,194,20,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0]",15,0,"[0, 0]",2170,"[195, 194, 194]","[1, 1, 0]","[225, 167, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10415,5200,2,9,1,500,22123,0,0,0,194,21,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,"[0, 0]",2910,"[195, 194, 194]","[2, 1, 0]","[226, 168, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10416,5800,2,9,1,500,22124,0,0,0,194,25,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0]",20,0,"[0, 0]",3490,"[195, 194, 194]","[2, 1, 0]","[228, 170, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10418,6300,2,9,1,500,22126,0,0,0,194,27,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0]",22,0,"[0, 0]",4430,"[195, 194, 194]","[2, 1, 0]","[229, 171, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10419,6900,2,9,1,500,22127,0,0,0,194,30,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0]",23,0,"[0, 0]",5710,"[195, 194, 194]","[2, 1, 0]","[230, 172, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10421,7600,2,9,1,500,22129,0,0,0,194,35,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0]",25,0,"[0, 0]",7480,"[195, 194, 194]","[2, 1, 0]","[232, 174, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10423,8300,2,9,1,500,22131,0,0,0,194,40,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0]",28,0,"[0, 0]",9900,"[195, 194, 194]","[3, 1, 0]","[234, 176, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10424,9000,2,9,1,500,22132,0,0,0,194,45,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0]",32,0,"[0, 0]",12700,"[195, 194, 194]","[3, 1, 0]","[236, 178, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10425,9700,2,9,1,500,22133,0,0,0,194,49,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0]",37,0,"[0, 0]",16000,"[195, 194, 194]","[3, 1, 1]","[238, 180, 64]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10428,10400,2,9,1,500,22136,0,0,0,194,51,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0]",41,0,"[0, 0]",19800,"[195, 194, 194]","[3, 1, 1]","[239, 181, 65]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10429,11000,2,9,1,500,22137,0,0,0,194,55,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0]",45,0,"[0, 0]",24400,"[195, 194, 194]","[3, 2, 1]","[240, 182, 124]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
