m_id,m_OwnerQuest,m_TaskType,m_TaskNo,m_HideTask,m_Purpose,m_Synopsis,m_NextDestination,m_DestNpcSetLabel,m_DestPathName,m_ClearedQuest,m_OpenConditionID,m_StartConditionID,m_InvalidConditionID,m_ReorderMax,m_ReorderInterval,m_SubClearConditionID,m_ClearConditionID,m_CondQuest,m_CondQuestTask,m_OwnerUniqueChara,m_EventID,m_EnemyID,m_EnemyRaceID,m_ItemID,m_EquipID,m_IntParam,m_StrParam,m_StartEvent,m_ShowStartUI,m_QuestStartEffectType,m_ClearEvent,m_ShowClearUI,m_QuestClearEffectType,m_TaskItemId,m_TaskItemNum,m_BlockadeIgnoreRouteSearch
611,2036040,2,1,194,203604015,203604016,73,QuTr_PC036_04_02,PathActorBP43,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1315,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1314,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
763,2036040,2,2,194,203604025,203604026,73,QuTr_PC036_04_03,PathActorBP8,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1317,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
764,2036040,2,3,194,203604035,203604036,73,QuTr_PC036_04_04,PathActorBP43,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1318,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
189,2037010,1,0,194,0,0,21,QuTr_PC037_01_01,PathActorBP81,"[1004000, 0, 0, 0]","[0, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
190,2037010,2,1,194,203701015,203701016,21,QuTr_PC037_01_02,PathActorBP16,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1322,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1321,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
191,2037010,2,2,194,203701025,203701026,21,QuTr_PC037_01_03,PathActorBP21,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1323,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
192,2037020,1,0,194,0,0,21,QuTr_PC037_02_01,PathActorBP95,"[2037010, 0, 0, 0]","[10181, 0]","[103012, 10182, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
395,2037020,2,1,194,203702015,203702016,21,QuTr_PC037_02_02,PathActorBP21,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1326,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1324,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
396,2037020,2,2,194,203702025,203702026,21,QuTr_PC037_02_03,PathActorBP40,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1327,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
397,2037030,1,0,194,0,0,21,QuTr_PC037_03_01,PathActorBP81,"[2037020, 0, 0, 0]","[0, 0]","[103012, 10182, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
398,2037030,2,1,194,203703015,203703016,22,QuTr_PC037_03_02,PathActorBP2,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1330,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1328,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
767,2037030,2,2,194,203703025,203703026,21,QuTr_PC037_03_03,PathActorBP41,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1331,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
768,2037040,1,0,194,0,0,21,QuTr_PC037_04_01,PathActorBP81,"[2037030, 0, 0, 0]","[0, 0]","[103012, 10182, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
769,2037040,2,1,194,203704015,203704016,131,QuTr_PC037_04_02,PathActorBP42,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1333,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1332,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
770,2037040,2,2,194,203704025,203704026,21,QuTr_PC037_04_03,PathActorBP82,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1335,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1013,2038010,1,0,194,0,0,26,QuTr_PC038_01_01,PathActorBP15,"[1004040, 0, 0, 0]","[0, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1014,2038010,2,1,194,203801015,203801016,27,QuTr_PC038_01_02,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1342,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1341,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1015,2038020,1,0,194,0,0,26,QuTr_PC038_02_01,PathActorBP15,"[2038010, 0, 0, 0]","[10186, 0]","[103012, 10187, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1016,2038020,2,1,194,203802015,203802016,26,QuTr_PC038_02_02,PathActorBP92,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1344,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1343,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1017,2038030,1,0,194,0,0,26,QuTr_PC038_03_01,PathActorBP92,"[2038020, 0, 0, 0]","[0, 0]","[103012, 10187, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1018,2038030,2,1,194,203803015,203803016,26,QuTr_PC038_03_02,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1347,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1345,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1019,2038040,1,0,194,0,0,26,QuTr_PC038_04_01,PathActorBP15,"[2038030, 0, 0, 0]","[0, 0]","[103012, 10187, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1020,2038040,2,1,194,203804015,203804016,26,QuTr_PC038_04_02,PathActorBP115,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1349,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1348,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1021,2038040,2,2,194,203804025,203804026,26,QuTr_PC038_04_03,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1350,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1022,2038040,2,3,194,203804035,203804036,26,QuTr_PC038_04_04,PathActorBP61,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1351,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1023,2038040,2,4,194,203804045,203804046,26,QuTr_PC038_04_05,PathActorBP115,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1352,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
197,2039010,1,0,194,0,0,120,QuTr_PC039_01_01,PathActorBP66,"[1004050, 0, 0, 0]","[0, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
198,2039010,2,1,194,203901015,203901016,36,QuTr_PC039_01_02,PathActorBP49,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1363,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1361,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
199,2039020,1,0,194,0,0,120,QuTr_PC039_02_01,PathActorBP66,"[2039010, 0, 0, 0]","[10191, 0]","[103012, 10192, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
200,2039020,2,1,194,203902015,203902016,36,QuTr_PC039_02_02,PathActorBP24,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1366,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1364,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
775,2039020,2,2,194,203902025,203902026,121,QuTr_PC039_02_03,PathActorBP15,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1367,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
776,2039030,1,0,194,0,0,120,QuTr_PC039_03_01,PathActorBP66,"[2039020, 0, 0, 0]","[0, 0]","[103012, 10192, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
777,2039030,2,1,194,203903015,203903016,37,QuTr_PC039_03_02,PathActorBP33,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1370,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1368,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
778,2039040,1,0,194,0,0,120,QuTr_PC039_04_01,PathActorBP66,"[2039030, 0, 0, 0]","[0, 0]","[103012, 10192, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1007,2039040,2,1,194,203904015,203904016,121,QuTr_PC039_04_02,PathActorBP15,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1372,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1371,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
201,2040010,1,0,194,0,0,74,QuTr_PC040_01_01,PathActorBP17,"[1004030, 0, 0, 0]","[0, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
202,2040010,2,1,194,204001015,204001016,73,QuTr_PC040_01_02,PathActorBP16,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1382,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1381,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
203,2040010,2,2,194,204001025,204001026,74,QuTr_PC040_01_03,PathActorBP26,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1383,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
204,2040010,2,3,194,204001035,204001036,72,QuTr_PC040_01_04,PathActorBP134,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1384,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
514,2040020,1,0,194,0,0,72,QuTr_PC040_02_01,PathActorBP134,"[2040010, 0, 0, 0]","[10196, 0]","[103012, 10197, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
515,2040020,2,1,194,204002015,204002016,72,QuTr_PC040_02_02,PathActorBP90,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1387,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1385,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
779,2040030,1,0,194,0,0,72,QuTr_PC040_03_01,PathActorBP76,"[2040020, 0, 0, 0]","[0, 0]","[103012, 10197, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
780,2040030,2,1,194,204003015,204003016,73,QuTr_PC040_03_02,PathActorBP8,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1390,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1388,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
781,2040040,1,0,194,0,0,72,QuTr_PC040_04_01,PathActorBP134,"[2040030, 0, 0, 0]","[0, 0]","[103012, 10197, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
782,2040040,2,1,194,204004015,204004016,72,QuTr_PC040_04_02,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1392,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1391,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
783,2041010,1,0,194,0,0,77,QuTr_PC041_01_01,PathActorBP12,"[1003010, 0, 0, 0]","[0, 0]","[103566, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
205,2041010,2,1,194,204101015,204101016,77,QuTr_PC041_01_02,PathActorBP52,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,5061,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",5060,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
784,2041020,1,0,194,0,0,77,QuTr_PC041_02_01,PathActorBP12,"[2041010, 0, 0, 0]","[10201, 0]","[103566, 10202, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
206,2041020,2,1,194,204102015,204102016,77,QuTr_PC041_02_02,PathActorBP49,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,5063,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",5062,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
297,2041020,2,2,194,204102025,204102026,77,QuTr_PC041_02_03,PathActorBP54,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,5064,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
893,2041020,2,3,194,204102035,204102036,77,QuTr_PC041_02_04,PathActorBP49,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,5065,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
785,2041030,1,0,194,0,0,77,QuTr_PC041_03_01,PathActorBP12,"[2041020, 0, 0, 0]","[0, 0]","[103566, 10202, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
207,2041030,2,1,194,204103015,204103016,77,QuTr_PC041_03_02,PathActorBP54,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,5067,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",5066,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
786,2041040,1,0,194,0,0,77,QuTr_PC041_04_01,PathActorBP12,"[2041030, 0, 0, 0]","[0, 0]","[103566, 10202, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
208,2041040,2,1,194,204104015,204104016,77,QuTr_PC041_04_02,PathActorBP49,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,5069,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",5068,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
298,2041040,2,2,194,204104025,204104026,77,QuTr_PC041_04_03,PathActorBP54,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1411,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
787,2042010,1,0,194,0,0,77,QuTr_PC042_01_01,PathActorBP67,"[1003010, 0, 0, 0]","[0, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
209,2042010,2,1,194,204201015,204201016,77,QuTr_PC042_01_02,PathActorBP33,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1422,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1421,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
788,2042020,1,0,194,0,0,77,QuTr_PC042_02_01,PathActorBP67,"[2042010, 0, 0, 0]","[10206, 0]","[103012, 10207, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
210,2042020,2,1,194,204202015,204202016,77,QuTr_PC042_02_02,PathActorBP33,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1424,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1423,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
299,2042020,2,2,194,204202025,204202026,129,QuTr_PC042_02_03,PathActorBP59,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1425,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
211,2042020,2,3,194,204202035,204202036,77,QuTr_PC042_02_04,PathActorBP33,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1426,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
789,2042030,1,0,194,0,0,77,QuTr_PC042_03_01,PathActorBP67,"[2042020, 0, 0, 0]","[0, 0]","[103012, 10207, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
212,2042030,2,1,194,204203015,204203016,77,QuTr_PC042_03_02,PathActorBP33,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1428,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1427,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
790,2042040,1,0,194,0,0,77,QuTr_PC042_04_01,PathActorBP67,"[2042030, 0, 0, 0]","[0, 0]","[103012, 10207, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
612,2042040,2,1,194,204204015,204204016,77,QuTr_PC042_04_02,PathActorBP33,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1431,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1429,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
791,2043010,1,0,194,0,0,21,QuTr_PC043_01_01,PathActorBP5,"[1004000, 0, 0, 0]","[0, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
213,2043010,2,1,194,204301015,204301016,22,QuTr_PC043_01_02,PathActorBP17,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1442,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1441,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
