m_id,m_CatMap,m_CatRegion,m_CatVariation,m_CatBlock,m_MapLabel,m_RegionIconTexID,m_RegionText,m_MapText,m_CameraSet,m_LightSet,m_BGM,m_FootSE,m_FootEffect,m_ReverbFlag,m_LanthanumFlag,m_RidingVehicle,m_WorldId,m_Battlemap,m_SubLevelList,m_JoinMap,m_MapPath,m_PathDataPath,m_PlayerAttachEffectTriggers,m_PlayerAttachEffectInvalidConditions,m_PlayerAttachEffectGroups
259,DP,Sea,N0,C1,Map_DP_Sea_N0_1001_C1,6246,3103,3363,3,3,103,860,0,194,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[25, 100114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_DP_Sea_N0_1001_C1,/Game/Level/PathActor/V1_0_0/Sea/Map_DP_Sea_N0_1001_C1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
131,DP,Sea,N0,A1,Map_DP_Sea_N0_1009_A1,6246,3103,3332,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_DP_Sea_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Sea/Map_DP_Sea_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
95,HP,Sea,N0,A1,Map_HP_Sea_N0_1009_A1,6246,3103,3296,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_HP_Sea_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Sea/Map_HP_Sea_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
96,HP,Sea,N0,A2,Map_HP_Sea_N0_1009_A2,6246,3103,3296,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_HP_Sea_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Sea/Map_HP_Sea_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10026,TP,Sea,N0,A1,Map_TP_Sea_N0_2001_A1,6246,3103,16034,1,1,50,860,0,194,194,0,0,Map_FB_Sea_N0_1001_A1,"['', '']","[10027, 10029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_TP_Sea_N0_2001_A1,/Game/Level/PathActor/V1_0_0/Sea/Map_TP_Sea_N0_2001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10027,TP,Sea,N0,B1,Map_TP_Sea_N0_2001_B1,6246,3103,16035,1,1,50,860,0,194,194,0,0,Map_FB_Sea_N0_1001_A1,"['', '']","[10026, 10028, 100026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_TP_Sea_N0_2001_B1,/Game/Level/PathActor/V1_0_0/Sea/Map_TP_Sea_N0_2001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10028,TP,Sea,N0,C1,Map_TP_Sea_N0_2001_C1,6246,3103,16036,1,1,50,860,0,194,194,0,0,Map_FB_Sea_N0_1001_A1,"['', '']","[10027, 100023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_TP_Sea_N0_2001_C1,/Game/Level/PathActor/V1_0_0/Sea/Map_TP_Sea_N0_2001_C1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100026,TP,Sea,N0,D1,Map_TP_Sea_N0_2001_D1,6246,3103,16087,1,1,50,860,0,194,194,0,0,Map_FB_Sea_N0_1001_A1,"['', '']","[10027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_TP_Sea_N0_2001_D1,/Game/Level/PathActor/V1_0_0/Sea/Map_TP_Sea_N0_2001_D1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10029,FP,Sea,N0,A1,Map_FP_Sea_N0_2001_A1,6246,3103,16037,2,2,15,434,0,194,194,0,0,Map_FB_Sea_N0_1001_A1,"['', '']","[10026, 10030, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_FP_Sea_N0_2001_A1,/Game/Level/PathActor/V1_0_0/Sea/Map_FP_Sea_N0_2001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100023,DP,Sea,N0,A1,Map_DP_Sea_N0_2001_A1,6246,3103,16085,3,3,62,860,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[10028, 100024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_DP_Sea_N0_2001_A1,/Game/Level/PathActor/V1_0_0/Sea/Map_DP_Sea_N0_2001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100024,DP,Sea,N0,B1,Map_DP_Sea_N0_2001_B1,6246,3103,16086,3,3,62,860,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[100023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_DP_Sea_N0_2001_B1,/Game/Level/PathActor/V1_0_0/Sea/Map_DP_Sea_N0_2001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10030,DP,Sea,N0,A1,Map_DP_Sea_N0_2009_A1,6246,3103,16038,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[10029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_DP_Sea_N0_2009_A1,/Game/Level/PathActor/V1_0_0/Sea/Map_DP_Sea_N0_2009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
56,TP,Snow,N0,A1,Map_TP_Snow_N0_1001_A1,6244,3101,3257,1,1,12,860,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[57, 58, 62, 10034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_TP_Snow_N0_1001_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_TP_Snow_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
57,TP,Snow,N0,B1,Map_TP_Snow_N0_1001_B1,6244,3101,3258,1,1,12,857,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[60, 119, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_TP_Snow_N0_1001_B1,/Game/Level/PathActor/V1_0_0/Snow/Map_TP_Snow_N0_1001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
122,TP,Snow,N0,C1,Map_TP_Snow_N0_1001_C1,6244,3101,3323,1,1,12,434,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_TP_Snow_N0_1001_C1,/Game/Level/PathActor/V1_0_0/Snow/Map_TP_Snow_N0_1001_C1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
256,TP,Snow,N0,A1,Map_TP_Snow_N0_1002_A1,6244,3101,3362,1,1,12,873,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_TP_Snow_N0_1002_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_TP_Snow_N0_1002_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
58,FP,Snow,N0,A1,Map_FP_Snow_N0_1001_A1,6244,3101,3259,2,2,19,857,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[59, 56, 64, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_FP_Snow_N0_1001_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_FP_Snow_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
59,FP,Snow,N0,A1,Map_FP_Snow_N0_1002_A1,6244,3101,3260,2,2,19,857,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[58, 132, 48, 10012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_FP_Snow_N0_1002_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_FP_Snow_N0_1002_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
60,DP,Snow,N0,A1,Map_DP_Snow_N0_1001_A1,6244,3101,3261,3,3,22,434,0,195,195,0,0,Map_DB_Other_C2_0001_A1,"['', '']","[61, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_DP_Snow_N0_1001_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_DP_Snow_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
61,DP,Snow,N0,B1,Map_DP_Snow_N0_1001_B1,6244,3101,3262,3,3,63,445,0,195,195,0,0,Map_DB_Other_R0_0002_A1,"['', '']","[60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_DP_Snow_N0_1001_B1,/Game/Level/PathActor/V1_0_0/Snow/Map_DP_Snow_N0_1001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
62,DP,Snow,N0,A1,Map_DP_Snow_N0_1002_A1,6244,3101,3263,3,2,61,860,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[63, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_DP_Snow_N0_1002_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_DP_Snow_N0_1002_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
63,DP,Snow,N0,B1,Map_DP_Snow_N0_1002_B1,6244,3101,3264,3,3,100,873,0,195,195,0,0,Map_DB_Other_H2_0001_A1,"['', '']","[62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_DP_Snow_N0_1002_B1,/Game/Level/PathActor/V1_0_0/Snow/Map_DP_Snow_N0_1002_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
64,DP,Snow,N0,A1,Map_DP_Snow_N0_1003_A1,6244,3101,3265,3,2,22,857,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[65, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_DP_Snow_N0_1003_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_DP_Snow_N0_1003_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
65,DP,Snow,N0,B1,Map_DP_Snow_N0_1003_B1,6244,3101,3266,3,3,22,445,0,195,195,0,0,Map_DB_Other_C1_0001_A1,"['', '']","[64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_DP_Snow_N0_1003_B1,/Game/Level/PathActor/V1_0_0/Snow/Map_DP_Snow_N0_1003_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
119,DP,Snow,N0,A1,Map_DP_Snow_N0_1004_A1,6244,3101,3320,3,2,62,857,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[57, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_DP_Snow_N0_1004_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_DP_Snow_N0_1004_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
132,DP,Snow,N0,A1,Map_DP_Snow_N0_1009_A1,6244,3101,3333,3,3,22,857,0,195,195,0,0,Map_DB_Other_C2_0001_A1,"['', '']","[59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_DP_Snow_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_DP_Snow_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
66,HP,Snow,N0,A1,Map_HP_Snow_N0_1009_A1,6244,3101,3267,3,3,22,857,0,195,195,0,0,Map_DB_Other_C2_0001_A1,"['', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_HP_Snow_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_HP_Snow_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
67,HP,Snow,N0,A2,Map_HP_Snow_N0_1009_A2,6244,3101,3267,3,3,22,857,0,195,195,0,0,Map_DB_Other_C2_0001_A1,"['', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_HP_Snow_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_HP_Snow_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10009,TP,Snow,N0,A1,Map_TP_Snow_N0_2001_A1,6244,3101,16010,1,1,49,860,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[10010, 10012, 100030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_TP_Snow_N0_2001_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_TP_Snow_N0_2001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10010,TP,Snow,N0,B1,Map_TP_Snow_N0_2001_B1,6244,3101,16011,1,1,49,860,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[10009, 10011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_TP_Snow_N0_2001_B1,/Game/Level/PathActor/V1_0_0/Snow/Map_TP_Snow_N0_2001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10011,TP,Snow,N0,C1,Map_TP_Snow_N0_2001_C1,6244,3101,16012,1,1,122,860,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[10010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_TP_Snow_N0_2001_C1,/Game/Level/PathActor/V1_0_0/Snow/Map_TP_Snow_N0_2001_C1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10034,TP,Snow,N0,A1,Map_TP_Snow_N0_2002_A1,6244,3101,16060,1,1,12,860,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[10035, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_TP_Snow_N0_2002_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_TP_Snow_N0_2002_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10035,TP,Snow,N0,B1,Map_TP_Snow_N0_2002_B1,6244,3101,16061,1,1,12,860,0,194,194,0,0,Map_DB_Other_H2_0001_A1,"['', '']","[10034, 100016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_TP_Snow_N0_2002_B1,/Game/Level/PathActor/V1_0_0/Snow/Map_TP_Snow_N0_2002_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10012,FP,Snow,N0,A1,Map_FP_Snow_N0_2001_A1,6244,3101,16042,2,2,19,857,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[10009, 10013, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_FP_Snow_N0_2001_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_FP_Snow_N0_2001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100016,DP,Snow,N0,A1,Map_DP_Snow_N0_2001_A1,6244,3101,16063,3,3,63,860,0,195,195,0,0,Map_DB_Other_R0_0002_B1,"['', '']","[100017, 10035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_DP_Snow_N0_2001_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_DP_Snow_N0_2001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100017,DP,Snow,N0,B1,Map_DP_Snow_N0_2001_B1,6244,3101,16064,3,3,63,860,0,195,195,0,0,Map_DB_Other_R0_0002_A1,"['', '']","[100016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_DP_Snow_N0_2001_B1,/Game/Level/PathActor/V1_0_0/Snow/Map_DP_Snow_N0_2001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10013,DP,Snow,N0,A1,Map_DP_Snow_N0_2009_A1,6244,3101,16043,3,3,22,857,0,194,195,0,0,Map_DB_Other_C2_0001_A1,"['', '']","[10012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Snow/Map_DP_Snow_N0_2009_A1,/Game/Level/PathActor/V1_0_0/Snow/Map_DP_Snow_N0_2009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100060,TP,Plain,N0,A1,Map_TP_Plain_N0_0001_A1,6245,3102,16122,1,1,78942,434,0,194,194,0,0,Map_FB_Plain_N0_1001_A1,"['', '']","[100061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_0001_A1,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_0001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100061,TP,Plain,N0,B1,Map_TP_Plain_N0_0001_B1,6245,3102,16123,1,1,78942,434,0,194,194,0,0,Map_FB_Plain_N0_1001_A1,"['', '']","[100060, 100075, 100062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_0001_B1,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_0001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100062,FP,Plain,N0,A1,Map_FP_Plain_N0_0001_A1,6245,3102,16124,2,2,78942,434,0,194,194,0,0,Map_FB_Plain_N0_1001_A1,"['', '']","[100061, 100085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_FP_Plain_N0_0001_A1,/Game/Level/PathActor/V1_0_0/Plain/Map_FP_Plain_N0_0001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100075,TP,Plain,N0,C1,Map_TP_Plain_N0_0001_C1,6245,3102,16126,1,1,78967,434,0,194,194,0,0,Map_FB_Plain_N0_1001_A1,"['', '']","[100085, 100076, 100077, 100078, 100079, 100080, 100081, 100082, 100083, 100061, 100109, 100112, 100102, 100103, 100104, 100105, 100163, 100106, 100107, 100108, 100099, 100223, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_0001_C1,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_0001_C1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100076,TP,Plain,N0,D1,Map_TP_Plain_N0_0001_D1,6245,3102,16127,8,1,78967,434,0,194,194,0,0,Map_FB_Snow_N0_1001_A1,"['', '']","[100075, 100083, 100077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_0001_D1,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_0001_D1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100077,TP,Plain,N0,D2,Map_TP_Plain_N0_0001_D2,6245,3102,16128,8,1,78967,434,0,194,194,0,0,Map_FB_Plain_N0_1001_A1,"['', '']","[100075, 100076, 100078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_0001_D2,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_0001_D2,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100078,TP,Plain,N0,D3,Map_TP_Plain_N0_0001_D3,6245,3102,16129,8,1,78967,434,0,194,194,0,0,Map_FB_Sea_N0_1001_A1,"['', '']","[100075, 100077, 100079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_0001_D3,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_0001_D3,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100079,TP,Plain,N0,D4,Map_TP_Plain_N0_0001_D4,6245,3102,16130,8,1,78967,434,0,194,194,0,0,Map_FB_Mount_N0_1001_A1,"['', '']","[100075, 100078, 100080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_0001_D4,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_0001_D4,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100080,TP,Plain,N0,D5,Map_TP_Plain_N0_0001_D5,6245,3102,16131,8,1,78967,434,0,194,194,0,0,Map_FB_Desert_N0_1001_A1,"['', '']","[100075, 100079, 100081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_0001_D5,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_0001_D5,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100081,TP,Plain,N0,D6,Map_TP_Plain_N0_0001_D6,6245,3102,16132,8,1,78967,434,0,194,194,0,0,Map_FB_River_N0_1001_A1,"['', '']","[100075, 100080, 100082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_0001_D6,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_0001_D6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
100082,TP,Plain,N0,D7,Map_TP_Plain_N0_0001_D7,6245,3102,16133,8,1,78967,434,0,194,194,0,0,Map_FB_Cliff_N0_1001_A1,"['', '']","[100075, 100081, 100083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_0001_D7,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_0001_D7,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
